|||"Talf"|"34723001"|"13323303"
|||"Talf"|"34722700"|"13322784"
|||"Talf"|"34722907"|"13323101"
|||"Rise"|"34722929"|"13323117"
|||"Talf"|"34722785"|"13323026"
|||"Dip"|"34722837"|"13322645"
|||"Dip"|"34722874"|"13323045"
|||"Dip"|"34722870"|"13323032"
|||"Rise"|"34722778"|"13323022"
|||"Flat"|"34722715"|"13322850"
|||"Dip"|"34722674"|"13322643"
|||"Rise"|"34722984"|"13323225"
|||"Talf"|"34722944"|"13323152"
|||"Rise"|"34722903"|"13323099"
|||"Talf"|"34722637"|"13322519"
|||"Dip"|"34722881"|"13323077"
|||"Talf"|"34722726"|"13322880"
|||"Talf"|"34722653"|"13322552"
|||"Talf"|"34722873"|"13323044"
|||"Rise"|"34722910"|"13323104"
|||"Talf"|"34722841"|"13322711"
|||"Talf"|"34722656"|"13322555"
|||"Talf"|"34722899"|"13323079"
|||"Dip"|"34722862"|"13322911"
|||"Dip"|"34722741"|"13322891"
|||"Dip"|"34722638"|"13322520"
|||"Talf"|"34722830"|"13322558"
|||"Talf"|"34722852"|"13322878"
|||"Talf"|"34722904"|"13323100"
|||"Talf"|"34722719"|"13322853"
|||"Talf"|"34722748"|"13322908"
|||"Rise"|"34723011"|"13323309"
|||"Rise"|"34722877"|"13323047"
|||"Dip"|"34722730"|"13322883"
|||"Talf"|"34722793"|"13323031"
|||"Rise"|"34722951"|"13323156"
|||"Dip"|"34722952"|"13323222"
|||"Talf"|"34722734"|"13322886"
|||"Dip"|"34722965"|"13323112"
|||"Dip"|"34722987"|"13323227"
|||"Rise"|"34722722"|"13322877"
|||"Talf"|"34722733"|"13322885"
|||"Talf"|"34722893"|"13323076"
|||"Dip"|"34722640"|"13322521"
|||"Flat"|"34722900"|"13323080"
|||"Rise"|"34722788"|"13323028"
|||"Talf"|"34723008"|"13323307"
|||"Talf"|"34722934"|"13323120"
|||"Dip"|"34722650"|"13322551"
|||"Talf"|"34722913"|"13323106"
|||"Dip"|"34722723"|"13322879"
|||"Dip"|"34722755"|"13322930"
|||"Dip"|"34722869"|"13323017"
|||"Dip"|"34722882"|"13323102"
|||"Rise"|"34722744"|"13322893"
|||"Talf"|"34722649"|"13322550"
|||"Talf"|"34722847"|"13322748"
|||"Dip"|"34722976"|"13323154"
|||"Rise"|"34722765"|"13323001"
|||"Flat"|"34722902"|"13323098"
|||"Talf"|"34722683"|"13322646"
|||"Talf"|"34722775"|"13323020"
|||"Talf"|"34722891"|"13323048"
|||"Talf"|"34723005"|"13323306"
|||"Talf"|"34722648"|"13322549"
|||"Dip"|"34722849"|"13322786"
|||"Dip"|"34722703"|"13322785"
|||"Dip"|"34722923"|"13323113"
|||"Dip"|"34722838"|"13322708"
|||"Talf"|"34722911"|"13323105"
|||"Talf"|"34722692"|"13322712"
|||"Rise"|"34722827"|"13322553"
|||"Rise"|"34722714"|"13322849"
|||"Dip"|"34722985"|"13323226"
|||"Dip"|"34722766"|"13323014"
|||"Dip"|"34722996"|"13323330"
|||"Dip"|"34722690"|"13322710"
|||"Dip"|"34722839"|"13322709"
|||"Rise"|"34722670"|"13322563"
|||"Rise"|"34722901"|"13323081"
|||"Flat"|"34722777"|"13323021"
|||"Flat"|"34722943"|"13323151"
|||"Rise"|"34722829"|"13322557"
|||"Talf"|"34722817"|"13322477"
|||"Talf"|"34722753"|"13322912"
|||"Talf"|"34722927"|"13323116"
|||"Talf"|"34722721"|"13322876"
|||"Dip"|"34722757"|"13322931"
|||"Talf"|"34722758"|"13322932"
|||"Talf"|"34722688"|"13322707"
|||"Talf"|"34722673"|"13322642"
|||"Dip"|"34722953"|"13323228"
|||"Talf"|"34722916"|"13323107"
|||"Talf"|"34722768"|"13323015"
|||"Dip"|"34722850"|"13322852"
|||"Talf"|"34722747"|"13322907"
||"Riser"||"34722942"|"13323124"
|||"Talf"|"34723016"|"13323329"
|||"Talf"|"34722694"|"13322713"
|||"Talf"|"34722783"|"13323025"
|||"Talf"|"34722868"|"13323002"
|||"Talf"|"34722773"|"13323019"
|||"Talf"|"34722736"|"13322888"
|||"Talf"|"34722931"|"13323119"
|||"Rise"|"34722997"|"13323331"
|||"Flat"|"34722787"|"13323027"
|||"Talf"|"34722739"|"13322890"
|||"Dip"|"34722982"|"13323224"
|||"Dip"|"34722820"|"13322479"
||"Riser"||"34722935"|"13323121"
|||"Dip"|"34722831"|"13322559"
|||"Dip"|"34723015"|"13323310"
|||"Talf"|"34722961"|"13323110"
|||"Flat"|"34722750"|"13322909"
|||"Talf"|"34722924"|"13323114"
|||"Talf"|"34722743"|"13322892"
|||"Talf"|"34722956"|"13323302"
|||"Talf"|"34722772"|"13323018"
|||"Rise"|"34722946"|"13323153"
|||"Talf"|"34722658"|"13322556"
|||"Flat"|"34722909"|"13323103"
|||"Dip"|"34722920"|"13323111"
|||"Talf"|"34722735"|"13322887"
|||"Talf"|"34722993"|"13323308"
|||"Talf"|"34722732"|"13322884"
|||"Talf"|"34722972"|"13323118"
|||"Talf"|"34722695"|"13322714"
|||"Dip"|"34722632"|"13322478"
|||"Talf"|"34723000"|"13323332"
|||"Dip"|"34722696"|"13322745"
|||"Talf"|"34722769"|"13323016"
|||"Rise"|"34722919"|"13323109"
|||"Dip"|"34722884"|"13323043"
|||"Talf"|"34722665"|"13322560"
|||"Rise"|"34722686"|"13322648"
|||"Talf"|"34722655"|"13322554"
|||"Dip"|"34722832"|"13322562"
|||"Dip"|"34722676"|"13322644"
|||"Rise"|"34722978"|"13323221"
|||"Dip"|"34722917"|"13323108"
|||"Dip"|"34722698"|"13322747"
|||"Talf"|"34722780"|"13323023"
|||"Talf"|"34723003"|"13323304"
|||"Rise"|"34722790"|"13323029"
|||"Talf"|"34722821"|"13322480"
|||"Dip"|"34722697"|"13322746"
|||"Rise"|"34722989"|"13323229"
|||"Dip"|"34722926"|"13323115"
|||"Dip"|"34722937"|"13323122"
|||"Rise"|"34722939"|"13323123"
|||"Talf"|"34722844"|"13322715"
|||"Talf"|"34722762"|"13323000"
|||"Talf"|"34722791"|"13323030"
|||"Rise"|"34722751"|"13322910"
|||"Rise"|"34722716"|"13322851"
|||"Talf"|"34722948"|"13323155"
|||"Rise"|"34722854"|"13322882"
|||"Talf"|"34722738"|"13322889"
|||"Flat"|"34722685"|"13322647"
|||"Talf"|"34722896"|"13323078"
|||"Dip"|"34722991"|"13323305"
|||"Dip"|"34722876"|"13323046"
|||"Talf"|"34722727"|"13322881"
|||"Talf"|"34722666"|"13322561"
|||"Rise"|"34722782"|"13323024"
|||"Dip"|"34722980"|"13323223"
