1653|"525560"|"994562"|"31340914"
1653|"525561"|"994562"|"31340913"
1653|"525562"|"994562"|"31340796"
1653|"525565"|"994562"|"31340916"
1653|"525566"|"994562"|"31340915"
2991|"525560"|"994566"|"31340918"
2991|"525561"|"994566"|"31340917"
2991|"525562"|"994566"|"31340797"
2991|"525565"|"994566"|"31340920"
2991|"525566"|"994566"|"31340919"
270|"525560"|"994578"|"31340926"
270|"525561"|"994578"|"31340925"
270|"525562"|"994578"|"31340799"
270|"525565"|"994578"|"31340928"
270|"525566"|"994578"|"31340927"
378|"525560"|"2421177"|"31341053"
378|"525561"|"2421177"|"31341052"
378|"525563"|"2421177"|"31341051"
378|"525565"|"2421177"|"31341050"
378|"525566"|"2421177"|"31340830"
185|"525560"|"2487703"|"31341035"
185|"525561"|"2487703"|"31341034"
185|"525562"|"2487703"|"31340826"
185|"525565"|"2487703"|"31341037"
185|"525566"|"2487703"|"31341036"
107|"525560"|"2487706"|"31341039"
107|"525561"|"2487706"|"31341038"
107|"525562"|"2487706"|"31340827"
107|"525565"|"2487706"|"31341041"
107|"525566"|"2487706"|"31341040"
646|"525560"|"2487707"|"31341043"
646|"525561"|"2487707"|"31341042"
646|"525562"|"2487707"|"31340828"
646|"525565"|"2487707"|"31341045"
646|"525566"|"2487707"|"31341044"
2916|"525560"|"2493606"|"31340984"
2916|"525561"|"2493606"|"31340983"
2916|"525562"|"2493606"|"31340982"
2916|"525565"|"2493606"|"31340981"
2916|"525566"|"2493606"|"31340813"
6583|"525560"|"2493621"|"31341083"
6583|"525561"|"2493621"|"31341082"
6583|"525562"|"2493621"|"31340838"
6583|"525565"|"2493621"|"31341085"
6583|"525566"|"2493621"|"31341084"
8676|"525560"|"2493624"|"31341087"
8676|"525561"|"2493624"|"31341086"
8676|"525562"|"2493624"|"31340839"
8676|"525565"|"2493624"|"31341089"
8676|"525566"|"2493624"|"31341088"
6244|"525560"|"2493627"|"31341091"
6244|"525561"|"2493627"|"31341090"
6244|"525562"|"2493627"|"31340840"
6244|"525565"|"2493627"|"31341093"
6244|"525566"|"2493627"|"31341092"
170|"525560"|"2493630"|"31341095"
170|"525561"|"2493630"|"31341094"
170|"525562"|"2493630"|"31340841"
170|"525565"|"2493630"|"31341097"
170|"525566"|"2493630"|"31341096"
183|"525560"|"2497714"|"31341099"
183|"525561"|"2497714"|"31341098"
183|"525562"|"2497714"|"31340842"
183|"525565"|"2497714"|"31341101"
183|"525566"|"2497714"|"31341100"
7|"525560"|"2497852"|"31341103"
7|"525561"|"2497852"|"31341102"
7|"525563"|"2497852"|"31340843"
7|"525565"|"2497852"|"31341105"
7|"525566"|"2497852"|"31341104"
2129|"525560"|"2498623"|"31341107"
2129|"525561"|"2498623"|"31341106"
2129|"525562"|"2498623"|"31340844"
2129|"525564"|"2498623"|"31341110"
2129|"525565"|"2498623"|"31341109"
2129|"525566"|"2498623"|"31341108"
7|"525560"|"2498718"|"31341112"
7|"525561"|"2498718"|"31341111"
7|"525562"|"2498718"|"31340845"
7|"525565"|"2498718"|"31341114"
7|"525566"|"2498718"|"31341113"
922|"525560"|"2499117"|"31340930"
922|"525561"|"2499117"|"31340929"
922|"525563"|"2499117"|"31340800"
922|"525565"|"2499117"|"31340932"
922|"525566"|"2499117"|"31340931"
1077|"525560"|"2499119"|"31340934"
1077|"525561"|"2499119"|"31340933"
1077|"525563"|"2499119"|"31340801"
1077|"525565"|"2499119"|"31340936"
1077|"525566"|"2499119"|"31340935"
908|"525560"|"2500771"|"31340938"
908|"525561"|"2500771"|"31340937"
908|"525563"|"2500771"|"31340802"
908|"525565"|"2500771"|"31340940"
908|"525566"|"2500771"|"31340939"
152|"525560"|"2500773"|"31340942"
152|"525561"|"2500773"|"31340941"
152|"525563"|"2500773"|"31340803"
152|"525565"|"2500773"|"31340944"
152|"525566"|"2500773"|"31340943"
48|"525560"|"2500775"|"31340946"
48|"525561"|"2500775"|"31340945"
48|"525563"|"2500775"|"31340804"
48|"525565"|"2500775"|"31340948"
48|"525566"|"2500775"|"31340947"
5821|"525560"|"2500783"|"31340950"
5821|"525561"|"2500783"|"31340949"
5821|"525563"|"2500783"|"31340805"
5821|"525565"|"2500783"|"31340952"
5821|"525566"|"2500783"|"31340951"
231|"525560"|"2500793"|"31340954"
231|"525561"|"2500793"|"31340953"
231|"525563"|"2500793"|"31340806"
231|"525565"|"2500793"|"31340956"
231|"525566"|"2500793"|"31340955"
136|"525560"|"2500798"|"31340958"
136|"525561"|"2500798"|"31340957"
136|"525563"|"2500798"|"31340807"
136|"525565"|"2500798"|"31340960"
136|"525566"|"2500798"|"31340959"
1397|"525560"|"2500857"|"31340962"
1397|"525561"|"2500857"|"31340961"
1397|"525563"|"2500857"|"31340808"
1397|"525565"|"2500857"|"31340964"
1397|"525566"|"2500857"|"31340963"
8420|"525560"|"2501009"|"31340986"
8420|"525561"|"2501009"|"31340985"
8420|"525563"|"2501009"|"31340814"
8420|"525565"|"2501009"|"31340988"
8420|"525566"|"2501009"|"31340987"
765|"525560"|"2501011"|"31340990"
765|"525561"|"2501011"|"31340989"
765|"525563"|"2501011"|"31340815"
765|"525565"|"2501011"|"31340992"
765|"525566"|"2501011"|"31340991"
3637|"525560"|"2501139"|"31340994"
3637|"525561"|"2501139"|"31340993"
3637|"525563"|"2501139"|"31340816"
3637|"525565"|"2501139"|"31340996"
3637|"525566"|"2501139"|"31340995"
1869|"525560"|"2501141"|"31341000"
1869|"525561"|"2501141"|"31340999"
1869|"525563"|"2501141"|"31340998"
1869|"525565"|"2501141"|"31340997"
1869|"525566"|"2501141"|"31340817"
15|"525560"|"2501288"|"31341002"
15|"525561"|"2501288"|"31341001"
15|"525562"|"2501288"|"31340818"
15|"525565"|"2501288"|"31341004"
15|"525566"|"2501288"|"31341003"
2193|"525560"|"2501324"|"31341006"
2193|"525561"|"2501324"|"31341005"
2193|"525562"|"2501324"|"31340819"
2193|"525564"|"2501324"|"31341009"
2193|"525565"|"2501324"|"31341008"
2193|"525566"|"2501324"|"31341007"
442|"525560"|"2501343"|"31341011"
442|"525561"|"2501343"|"31341010"
442|"525562"|"2501343"|"31340820"
442|"525565"|"2501343"|"31341013"
442|"525566"|"2501343"|"31341012"
1887|"525560"|"2501357"|"31341387"
1887|"525561"|"2501357"|"31341386"
1887|"525562"|"2501357"|"31340912"
1887|"525565"|"2501357"|"31341389"
1887|"525566"|"2501357"|"31341388"
3444|"525560"|"2501628"|"31341243"
3444|"525561"|"2501628"|"31341242"
3444|"525562"|"2501628"|"31340877"
3444|"525565"|"2501628"|"31341245"
3444|"525566"|"2501628"|"31341244"
20949|"525560"|"2501735"|"31341031"
20949|"525561"|"2501735"|"31341030"
20949|"525562"|"2501735"|"31340825"
20949|"525565"|"2501735"|"31341033"
20949|"525566"|"2501735"|"31341032"
227|"525560"|"2502333"|"31341247"
227|"525561"|"2502333"|"31341246"
227|"525562"|"2502333"|"31340878"
227|"525565"|"2502333"|"31341249"
227|"525566"|"2502333"|"31341248"
667|"525560"|"2502335"|"31341251"
667|"525561"|"2502335"|"31341250"
667|"525562"|"2502335"|"31340879"
667|"525565"|"2502335"|"31341253"
667|"525566"|"2502335"|"31341252"
5802|"525560"|"2502465"|"31341116"
5802|"525561"|"2502465"|"31341115"
5802|"525562"|"2502465"|"31340846"
5802|"525565"|"2502465"|"31341118"
5802|"525566"|"2502465"|"31341117"
23452|"525560"|"2502477"|"31341255"
23452|"525561"|"2502477"|"31341254"
23452|"525562"|"2502477"|"31340880"
23452|"525565"|"2502477"|"31341257"
23452|"525566"|"2502477"|"31341256"
3395|"525560"|"2502479"|"31341261"
3395|"525561"|"2502479"|"31341260"
3395|"525562"|"2502479"|"31341259"
3395|"525565"|"2502479"|"31341258"
3395|"525566"|"2502479"|"31340881"
435|"525560"|"2502482"|"31341265"
435|"525561"|"2502482"|"31341264"
435|"525562"|"2502482"|"31341263"
435|"525565"|"2502482"|"31341262"
435|"525566"|"2502482"|"31340882"
102|"525560"|"2502486"|"31341120"
102|"525561"|"2502486"|"31341119"
102|"525562"|"2502486"|"31340847"
102|"525565"|"2502486"|"31341122"
102|"525566"|"2502486"|"31341121"
2788|"525560"|"2502490"|"31341267"
2788|"525561"|"2502490"|"31341266"
2788|"525562"|"2502490"|"31340883"
2788|"525564"|"2502490"|"31341270"
2788|"525565"|"2502490"|"31341269"
2788|"525566"|"2502490"|"31341268"
26470|"525560"|"2502496"|"31341272"
26470|"525561"|"2502496"|"31341271"
26470|"525562"|"2502496"|"31340884"
26470|"525565"|"2502496"|"31341274"
26470|"525566"|"2502496"|"31341273"
6909|"525560"|"2502500"|"31341371"
6909|"525561"|"2502500"|"31341370"
6909|"525562"|"2502500"|"31340908"
6909|"525565"|"2502500"|"31341373"
6909|"525566"|"2502500"|"31341372"
21206|"525560"|"2502507"|"31341124"
21206|"525561"|"2502507"|"31341123"
21206|"525562"|"2502507"|"31340848"
21206|"525564"|"2502507"|"31341127"
21206|"525565"|"2502507"|"31341126"
21206|"525566"|"2502507"|"31341125"
8324|"525560"|"2502513"|"31341276"
8324|"525561"|"2502513"|"31341275"
8324|"525562"|"2502513"|"31340885"
8324|"525565"|"2502513"|"31341278"
8324|"525566"|"2502513"|"31341277"
2036|"525560"|"2502517"|"31341280"
2036|"525561"|"2502517"|"31341279"
2036|"525562"|"2502517"|"31340886"
2036|"525565"|"2502517"|"31341282"
2036|"525566"|"2502517"|"31341281"
2458|"525560"|"2502521"|"31341284"
2458|"525561"|"2502521"|"31341283"
2458|"525562"|"2502521"|"31340887"
2458|"525565"|"2502521"|"31341286"
2458|"525566"|"2502521"|"31341285"
1658|"525560"|"2502525"|"31341288"
1658|"525561"|"2502525"|"31341287"
1658|"525562"|"2502525"|"31340888"
1658|"525565"|"2502525"|"31341290"
