|"Base Slope"|||"36187504"|"14001887"
|"Side Slope"|||"36187564"|"14001917"
|||"Talf"|"36187482"|"14001875"
|"Side Slope"|||"36187627"|"14001948"
||"Tread"||"36187722"|"14001996"
|"Interfluve"|||"36187817"|"14002044"
|"Base Slope"|||"36187298"|"14001785"
|||"Dip"|"36187701"|"14001985"
|"Base Slope"|||"36187408"|"14001838"
||"Tread"||"36187710"|"14001990"
|||"Talf"|"36188012"|"14002140"
|"Crest"|||"36187920"|"14002096"
|||"Talf"|"36187390"|"14001829"
|||"Dip"|"36187793"|"14002032"
|||"Talf"|"36187669"|"14001969"
|"Side Slope"|||"36187231"|"14001750"
|"Crest"|||"36187942"|"14002107"
|"Interfluve"|||"36187585"|"14001928"
|"Base Slope"|||"36187859"|"14002065"
|"Base Slope"|||"36187835"|"14002053"
|"Base Slope"|||"36187689"|"14001979"
|"Side Slope"|||"36187434"|"14001851"
||"Tread"||"36187732"|"14002001"
|"Side Slope"|||"36187837"|"14002054"
||"Tread"||"36187526"|"14001898"
|"Interfluve"|||"36187815"|"14002043"
||"Riser"||"36188034"|"14002152"
||"Tread"||"36188022"|"14002146"
|||"Talf"|"36188018"|"14002144"
|||"Talf"|"36187375"|"14001821"
|"Side Slope"|||"36187922"|"14002097"
|"Side Slope"|||"36187460"|"14001864"
|||"Talf"|"36187679"|"14001974"
|"Interfluve"|||"36187508"|"14001889"
|"Crest"|||"36187898"|"14002085"
|"Base Slope"|||"36187617"|"14001943"
|"Interfluve"|||"36187940"|"14002106"
||"Tread"||"36187997"|"14002135"
|"Side Slope"|||"36187386"|"14001827"
|"Interfluve"|||"36187605"|"14001938"
|"Base Slope"|||"36187552"|"14001911"
|"Side Slope"|||"36187320"|"14001796"
|"Side Slope"|||"36187595"|"14001933"
|"Crest"|||"36188044"|"14002157"
||"Riser"||"36187294"|"14001783"
||"Tread"||"36187478"|"14001873"
|"Crest"|||"36187534"|"14001902"
|||"Talf"|"36187765"|"14002018"
|"Interfluve"|||"36187420"|"14001844"
|"Side Slope"|||"36187900"|"14002086"
||"Tread"||"36187857"|"14002064"
|||"Dip"|"36187730"|"14002000"
|"Side Slope"|||"36187805"|"14002038"
|"Side Slope"|||"36187316"|"14001794"
|||"Talf"|"36187972"|"14002123"
|"Side Slope"|||"36187649"|"14001959"
|"Crest"|||"36187404"|"14001836"
|"Base Slope"|||"36187963"|"14002118"
|||"Dip"|"36187983"|"14002129"
|"Base Slope"|||"36187378"|"14001823"
|"Side Slope"|||"36187235"|"14001752"
|"Side Slope"|||"36187597"|"14001934"
|"Side Slope"|||"36187430"|"14001849"
|"Interfluve"|||"36187338"|"14001805"
|||"Talf"|"36187847"|"14002059"
||"Tread"||"36187984"|"14002130"
|"Base Slope"|||"36187962"|"14002117"
||"Tread"||"36187257"|"14001763"
|"Interfluve"|||"36187372"|"14001819"
|"Interfluve"|||"36187268"|"14001769"
|||"Talf"|"36187671"|"14001970"
