"Silt loam"||"129923931"|"132161044"
"Clay loam"||"129923890"|"132161001"
"Silt loam"||"129923791"|"132160901"
"Silt loam"||"129923879"|"132160990"
"Clay"||"129923758"|"132160868"
"Silt loam"||"129923780"|"132160890"
"Clay"||"129923754"|"132160864"
"Silty clay"||"129923953"|"132161067"
"Silt loam"||"129923858"|"132160969"
"Silt loam"||"129923848"|"132160958"
"Silt loam"||"129923817"|"132160927"
"Fine sandy loam"||"129923732"|"132160842"
"Silty clay loam"||"129923837"|"132160947"
"Clay"||"129923964"|"132161078"
"Silt loam"||"129923952"|"132161066"
"Silty clay loam"||"129923813"|"132160923"
"Silt loam"||"129923710"|"132160820"
"Silt loam"||"129923921"|"132161034"
"Clay"||"129923900"|"132161012"
"Clay"||"129923963"|"132161077"
"Silt loam"||"129923721"|"132160831"
"Silt"||"129923847"|"132160957"
"Silt loam"||"129923942"|"132161056"
"Silt loam"||"129923868"|"132160979"
"Silty clay loam"||"129923773"|"132160883"
"Loam"||"129923859"|"132160970"
"Silty clay loam"||"129923695"|"132160805"
"Silty clay"||"129923699"|"132160809"
"Silty clay loam"||"129923747"|"132160857"
"Silty clay loam"||"129923765"|"132160875"
"Silty clay loam"||"129923857"|"132160968"
"Silty clay loam"||"129923869"|"132160980"
"Silty clay loam"||"129923880"|"132160991"
"Silt loam"||"129923802"|"132160912"
"Silt loam"||"129923828"|"132160938"
"Silt loam"||"129923736"|"132160846"
"Silt loam"||"129923787"|"132160897"
"Silt loam"||"129923724"|"132160834"
"Silty clay loam"||"129923776"|"132160886"
"Silt loam"||"129923849"|"132160959"
"Clay"||"129923750"|"132160860"
"Silty clay loam"||"129923729"|"132160839"
"Silty clay loam"||"129923930"|"132161043"
"Silt loam"||"129923798"|"132160908"
"Silty clay"||"129923901"|"132161013"
"Clay"||"129923762"|"132160872"
"Silt loam"||"129923788"|"132160898"
"Sandy loam"||"129923941"|"132161054"
"Clay"||"129923941"|"132161055"
"Silty clay"||"129923751"|"132160861"
"Silt loam"||"129923809"|"132160919"
"Silt loam"||"129923860"|"132160971"
"Clay"||"129923836"|"132160946"
"Very fine sandy loam"||"129923912"|"132161024"
"Silty clay"||"129923912"|"132161025"
"Silt loam"||"129923739"|"132160849"
"Silty clay loam"||"129923714"|"132160824"
"Silt loam"||"129923888"|"132160999"
"Clay"||"129923703"|"132160813"
"Clay"||"129923761"|"132160871"
"Silty clay loam"||"129923934"|"132161047"
"Clay loam"||"129923735"|"132160845"
"Clay"||"129923899"|"132161011"
"Loamy fine sand"||"129923692"|"132160802"
"Clay"||"129923962"|"132161076"
"Silt loam"||"129923838"|"132160948"
"Silty clay loam"||"129923910"|"132161022"
"Silty clay loam"||"129923740"|"132160850"
"Silt loam"||"129923803"|"132160913"
"Loamy sand"||"129923777"|"132160887"
"Loam"||"129923943"|"132161057"
"Silty clay loam"||"129923725"|"132160835"
"Silty clay loam"||"129923932"|"132161045"
"Loamy sand"||"129923766"|"132160876"
"Silt loam"||"129923824"|"132160934"
"Clay"||"129923954"|"132161068"
"Clay"||"129923772"|"132160882"
"Silt loam"||"129923923"|"132161036"
"Loam"||"129923718"|"132160828"
"Silty clay loam"||"129923882"|"132160993"
"Sandy loam"||"129923779"|"132160889"
"Silt loam"||"129923694"|"132160804"
"Silty clay loam"||"129923919"|"132161032"
"Silt loam"||"129923746"|"132160856"
"Silty clay loam"||"129923792"|"132160902"
"Very fine sandy loam"||"129923707"|"132160817"
"Sand"||"129923705"|"132160815"
"Silty clay loam"||"129923908"|"132161020"
"Silty clay loam"||"129923877"|"132160988"
"Silty clay loam"||"129923951"|"132161065"
"Sandy clay loam"||"129923866"|"132160977"
"Clay"||"129923903"|"132161015"
"Silty clay loam"||"129923757"|"132160867"
"Silt loam"||"129923871"|"132160982"
"Silt loam"||"129923929"|"132161042"
"Sandy loam"||"129923768"|"132160878"
"Silty clay loam"||"129923698"|"132160808"
"Clay"||"129923940"|"132161053"
"Very fine sandy loam"||"129923855"|"132160965"
"Silty clay"||"129923855"|"132160966"
"Silt loam"||"129923834"|"132160944"
"Loam"||"129923892"|"132161003"
"Silt loam"||"129923831"|"132160941"
"Silt loam"||"129923856"|"132160967"
"Silt loam"||"129923812"|"132160922"
"Silty clay loam"||"129923914"|"132161027"
"Silt loam"||"129923918"|"132161031"
"Silty clay loam"||"129923823"|"132160933"
"Silty clay loam"||"129923820"|"132160930"
"Silty clay loam"||"129923893"|"132161004"
"Silt loam"||"129923881"|"132160992"
"Loam"||"129923781"|"132160891"
"Silty clay loam"||"129923696"|"132160806"
"Silty clay loam"||"129923799"|"132160909"
"Loam"||"129923770"|"132160880"
"Clay"||"129923845"|"132160955"
"Silty clay"||"129923955"|"132161069"
"Silt loam"||"129923944"|"132161058"
"Silt loam"||"129923907"|"132161019"
"Silt loam"||"129923822"|"132160932"
"Silt loam"||"129923821"|"132160931"
"Silt loam"||"129923706"|"132160816"
"Silt loam"||"129923948"|"132161062"
"Clay loam"||"129923870"|"132160981"
"Clay"||"129923841"|"132160951"
"Silty clay"||"129923749"|"132160859"
"Silt loam"||"129923717"|"132160827"
"Silty clay loam"||"129923810"|"132160920"
"Loamy fine sand"||"129923896"|"132161008"
"Fine sandy loam"||"129923896"|"132161007"
"Silty clay loam"||"129923833"|"132160943"
"Loam"||"129923737"|"132160847"
"Loam"||"129923728"|"132160838"
"Clay loam"||"129923726"|"132160836"
"Silty clay loam"||"129923738"|"132160848"
"Silt loam"||"129923878"|"132160989"
"Silt loam"||"129923904"|"132161016"
"Silty clay"||"129923933"|"132161046"
"Silt loam"||"129923867"|"132160978"
"Silt loam"||"129923727"|"132160837"
"Silt loam"||"129923800"|"132160910"
"Loam"||"129923911"|"132161023"
"Silty clay loam"||"129923885"|"132160996"
"Silt loam"||"129923748"|"132160858"
"Silty clay loam"||"129923922"|"132161035"
"Clay"||"129923959"|"132161073"
"Silt loam"||"129923769"|"132160879"
"Silty clay loam"||"129923801"|"132160911"
"Silt loam"||"129923852"|"132160962"
"Silty clay loam"||"129923889"|"132161000"
"Clay"||"129923759"|"132160869"
"Silt loam"||"129923832"|"132160942"
"Silt loam"||"129923790"|"132160900"
"Silt loam"||"129923863"|"132160974"
"Silt loam"||"129923811"|"132160921"
"Sandy clay loam"||"129923716"|"132160826"
"Silty clay loam"||"129923853"|"132160963"
"Sandy loam"||"129923767"|"132160877"
"Silty clay loam"||"129923937"|"132161050"
"Silt loam"||"129923793"|"132160903"
"Silt loam"||"129923895"|"132161006"
"Silt loam"||"129923874"|"132160985"
"Silt"||"129923804"|"132160914"
"Silt loam"||"129923926"|"132161039"
"Silty clay"||"129923771"|"132160881"
"Silty clay loam"||"129923734"|"132160844"
"Silt loam"||"129923826"|"132160936"
"Clay loam"||"129923723"|"132160833"
"Silt loam"||"129923884"|"132160995"
"Silty clay loam"||"129923830"|"132160940"
"Silty clay loam"||"129923745"|"132160855"
"Silty clay loam"||"129923842"|"132160952"
"Loam"||"129923916"|"132161029"
"Silty clay"||"129923905"|"132161017"
"Silt loam"||"129923843"|"132160953"
"Clay"||"129923752"|"132160862"
"Silty clay"||"129923697"|"132160807"
"Silty clay loam"||"129923789"|"132160899"
"Silty clay"||"129923760"|"132160870"
"Silt loam"||"129923915"|"132161028"
"Silt loam"||"129923906"|"132161018"
"Silty clay"||"129923708"|"132160818"
"Sandy loam"||"129923778"|"132160888"
"Silty clay loam"||"129923927"|"132161040"
"Clay loam"||"129923741"|"132160851"
"Very fine sandy loam"||"129923712"|"132160822"
"Silt loam"||"129923894"|"132161005"
"Silt loam"||"129923815"|"132160925"
"Silty clay loam"||"129923797"|"132160907"
"Silt loam"||"129923925"|"132161038"
"Clay"||"129923956"|"132161070"
"Very fine sandy loam"||"129923862"|"132160973"
"Clay"||"129923844"|"132160954"
"Silty clay loam"||"129923947"|"132161061"
"Silt loam"||"129923917"|"132161030"
"Silty clay"||"129923938"|"132161051"
"Silty clay loam"||"129923719"|"132160829"
"Silty clay loam"||"129923945"|"132161059"
"Loamy sand"||"129923693"|"132160803"
"Clay"||"129923958"|"132161072"
"Clay loam"||"129923715"|"132160825"
"Silt loam"||"129923819"|"132160929"
"Silty clay loam"||"129923873"|"132160984"
"Silty clay loam"||"129923808"|"132160918"
"Silty clay loam"||"129923864"|"132160975"
"Silt loam"||"129923756"|"132160866"
"Silt loam"||"129923829"|"132160939"
"Silt loam"||"129923730"|"132160840"
"Fine sandy loam"||"129923949"|"132161063"
"Silt loam"||"129923936"|"132161049"
"Clay"||"129923840"|"132160950"
"Silt loam"||"129923875"|"132160986"
"Silty clay"||"129923782"|"132160892"
"Fine sandy loam"||"129923897"|"132161009"
"Silty clay loam"||"129923851"|"132160961"
"Silt loam"||"129923886"|"132160997"
"Clay"||"129923704"|"132160814"
"Silty clay loam"||"129923816"|"132160926"
"Clay"||"129923961"|"132161075"
"Loam"||"129923861"|"132160972"
"Clay"||"129923700"|"132160810"
"Fine sandy loam"||"129923733"|"132160843"
"Clay"||"129923965"|"132161079"
"Clay"||"129923755"|"132160865"
"Silty clay loam"||"129923924"|"132161037"
"Silt loam"||"129923913"|"132161026"
"Silt loam"||"129923713"|"132160823"
"Silty clay loam"||"129923827"|"132160937"
"Silt"||"129923887"|"132160998"
"Silty clay"||"129923702"|"132160812"
