"A-2-4"|Yes|"64440349"|"105325073"
"A-4"|No |"64440401"|"105325158"
"A-7-6"|Yes|"64440401"|"105325159"
"A-4"|Yes|"64440360"|"105325090"
"A-6"|No |"64440360"|"105325091"
"A-4"|Yes|"64440354"|"105325078"
"A-6"|No |"64440354"|"105325079"
"A-6"|Yes|"64440397"|"105325151"
"A-4"|No |"64440460"|"105325276"
"A-6"|Yes|"64440460"|"105325277"
"A-4"|Yes|"64440434"|"105325229"
"A-6"|No |"64440434"|"105325230"
"A-2"|Yes|"64440386"|"105325131"
"A-4"|No |"64440386"|"105325132"
"A-6"|No |"64440423"|"105325205"
"A-7"|No |"64440423"|"105325206"
"A-7-5"|Yes|"64440423"|"105325207"
"A-4"|Yes|"64440365"|"105325099"
"A-6"|No |"64440365"|"105325100"
"A-7-6"|No |"64440365"|"105325101"
"A-7-6"|Yes|"64440375"|"105325118"
"A-2"|No |"64440387"|"105325133"
"A-4"|Yes|"64440387"|"105325134"
"A-2-4"|Yes|"64440339"|"105325063"
"A-4"|No |"64440391"|"105325140"
"A-6"|Yes|"64440391"|"105325138"
"A-7"|No |"64440391"|"105325139"
"A-4"|Yes|"64440449"|"105325260"
"A-6"|No |"64440449"|"105325261"
"A-4"|No |"64440412"|"105325179"
"A-6"|Yes|"64440412"|"105325180"
"A-7"|No |"64440412"|"105325181"
"A-4"|Yes|"64440364"|"105325097"
"A-6"|No |"64440364"|"105325098"
"A-4"|Yes|"64440402"|"105325160"
"A-6"|No |"64440402"|"105325161"
"A-4"|Yes|"64440438"|"105325236"
"A-6"|No |"64440438"|"105325237"
"A-7-6"|Yes|"64440376"|"105325119"
"A-4"|Yes|"64440350"|"105325074"
"A-3"|Yes|"64440338"|"105325062"
"A-4"|Yes|"64440475"|"105325310"
"A-4"|Yes|"64440372"|"105325114"
"A-6"|No |"64440372"|"105325115"
"A-4"|Yes|"64440427"|"105325213"
"A-6"|No |"64440427"|"105325214"
"A-4"|Yes|"64440405"|"105325165"
"A-7-6"|Yes|"64440379"|"105325122"
"A-4"|Yes|"64440464"|"105325286"
"A-4"|Yes|"64440361"|"105325092"
"A-6"|No |"64440361"|"105325093"
"A-7-6"|No |"64440361"|"105325094"
"A-7-5"|Yes|"64440486"|"105325327"
"A-7-6"|Yes|"64440353"|"105325077"
"A-7-6"|Yes|"64440490"|"105325331"
"A-4"|No |"64440416"|"105325188"
"A-6"|Yes|"64440416"|"105325189"
"A-7"|No |"64440416"|"105325190"
"A-4"|Yes|"64440357"|"105325084"
"A-6"|No |"64440357"|"105325085"
"A-7-6"|No |"64440357"|"105325086"
"A-4"|No |"64440471"|"105325301"
"A-6"|Yes|"64440471"|"105325302"
"A-7-5"|Yes|"64440346"|"105325070"
"A-4"|Yes|"64440368"|"105325105"
"A-6"|No |"64440368"|"105325106"
"A-7-6"|No |"64440368"|"105325107"
"A-4"|Yes|"64440453"|"105325268"
"A-4"|Yes|"64440479"|"105325318"
"A-6"|No |"64440479"|"105325319"
"A-4"|No |"64440442"|"105325245"
"A-6"|Yes|"64440442"|"105325246"
"A-4"|Yes|"64440390"|"105325137"
"A-7"|Yes|"64440378"|"105325121"
"A-4"|No |"64440409"|"105325174"
"A-6"|Yes|"64440409"|"105325175"
"A-7-6"|Yes|"64440482"|"105325323"
"A-4"|Yes|"64440400"|"105325157"
"A-4"|Yes|"64440398"|"105325152"
"A-6"|No |"64440398"|"105325153"
"A-7"|No |"64440421"|"105325201"
"A-7-5"|Yes|"64440421"|"105325202"
"A-4"|Yes|"64440410"|"105325176"
"A-4"|No |"64440399"|"105325154"
"A-6"|Yes|"64440399"|"105325155"
"A-7"|No |"64440399"|"105325156"
"A-4"|No |"64440473"|"105325306"
"A-6"|Yes|"64440473"|"105325307"
"A-6"|No |"64440420"|"105325198"
"A-7"|No |"64440420"|"105325199"
"A-7-5"|Yes|"64440420"|"105325200"
"A-4"|Yes|"64440472"|"105325303"
"A-6"|No |"64440472"|"105325304"
"A-7"|No |"64440472"|"105325305"
"A-4"|No |"64440441"|"105325242"
"A-6"|Yes|"64440441"|"105325243"
"A-7"|No |"64440441"|"105325244"
"A-7-6"|Yes|"64440483"|"105325324"
"A-7-5"|Yes|"64440388"|"105325135"
"A-4"|No |"64440431"|"105325222"
"A-6"|Yes|"64440431"|"105325220"
"A-7-6"|No |"64440431"|"105325221"
"A-4"|Yes|"64440389"|"105325136"
"A-4"|Yes|"64440462"|"105325280"
"A-6"|No |"64440462"|"105325281"
"A-7-6"|No |"64440462"|"105325282"
"A-4"|No |"64440463"|"105325285"
"A-6"|Yes|"64440463"|"105325283"
"A-7-6"|No |"64440463"|"105325284"
"A-4"|No |"64440430"|"105325218"
"A-6"|Yes|"64440430"|"105325219"
"A-4"|Yes|"64440439"|"105325238"
"A-6"|No |"64440439"|"105325239"
"A-7-6"|No |"64440439"|"105325240"
"A-2"|No |"64440452"|"105325266"
"A-4"|Yes|"64440452"|"105325267"
"A-4"|Yes|"64440428"|"105325215"
"A-6"|No |"64440428"|"105325216"
"A-4"|Yes|"64440356"|"105325083"
"A-6"|No |"64440356"|"105325081"
"A-7"|No |"64440356"|"105325082"
"A-7-5"|Yes|"64440485"|"105325326"
