|||"Talf"|"34801298"|"13357564"
|||"Rise"|"34801152"|"13357794"
|||"Talf"|"34801324"|"13357739"
||"Tread"||"34801048"|"13356965"
|||"Talf"|"34801163"|"13357737"
|||"Flat"|"34801071"|"13357772"
|||"Flat"|"34801194"|"13357712"
|||"Talf"|"34801183"|"13357615"
|||"Rise"|"34801196"|"13357710"
|||"Flat"|"34801279"|"13357607"
|||"Rise"|"34801176"|"13357789"
|||"Talf"|"34801207"|"13357701"
|||"Talf"|"34801155"|"13357797"
|||"Talf"|"34801038"|"13357725"
|||"Dip"|"34801111"|"13357587"
|||"Talf"|"34801257"|"13357573"
|||"Dip"|"34801218"|"13357718"
|||"Dip"|"34801102"|"13357149"
|||"Rise"|"34801270"|"13357274"
|||"Flat"|"34801113"|"13357589"
|||"Flat"|"34801320"|"13357780"
|||"Talf"|"34801268"|"13357741"
|||"Dip"|"34801028"|"13357733"
|||"Talf"|"34801124"|"13357786"
|||"Talf"|"34801089"|"13357138"
|||"Talf"|"34801135"|"13357048"
|||"Talf"|"34801238"|"13357016"
||"Riser"||"34801133"|"13357759"
|||"Flat"|"34801216"|"13357717"
|||"Dip"|"34801091"|"13357139"
||"Tread"||"34801249"|"13357765"
|||"Talf"|"34801258"|"13357574"
|||"Flat"|"34801357"|"13357580"
|||"Flat"|"34801039"|"13357726"
|||"Talf"|"34801259"|"13357572"
|||"Talf"|"34801122"|"13357742"
||"Tread"||"34801365"|"13357767"
|||"Rise"|"34801313"|"13357779"
|||"Rise"|"34801081"|"13357627"
|||"Rise"|"34801143"|"13357598"
|||"Talf"|"34801361"|"13357583"
|||"Flat"|"34801185"|"13357614"
|||"Rise"|"34801061"|"13357793"
|||"Rise"|"34801206"|"13357699"
||"Tread"||"34801058"|"13357756"
|||"Flat"|"34801037"|"13357721"
||"Tread"||"34801153"|"13357757"
|||"Flat"|"34801165"|"13357774"
|||"Talf"|"34801195"|"13357709"
|||"Rise"|"34801158"|"13357790"
|||"Rise"|"34801036"|"13357720"
|||"Rise"|"34801364"|"13357586"
|||"Talf"|"34801332"|"13357620"
|||"Talf"|"34801121"|"13357745"
|||"Dip"|"34801353"|"13357290"
|||"Talf"|"34801026"|"13357731"
|||"Flat"|"34801184"|"13357616"
|||"Talf"|"34801322"|"13357787"
|||"Talf"|"34801114"|"13357578"
|||"Flat"|"34801333"|"13357621"
|||"Rise"|"34801321"|"13357781"
