0|1|1||2|4|5||||"69356259"|"119566001"
0|0|0||||||||"69356272"|"119566003"
0|3|6||2|4|5||||"69356364"|"119566022"
0|2|3||5|40|75||||"69356364"|"119566023"
0|1|1||2|4|5||||"69356260"|"119566002"
0|1|1|"Iron-manganese concretions"|2|4|5|"Nonflat"|"Subrounded"|"Very weakly coherent"|"69356209"|"119565995"
0|2|3||2|4|5||||"69356361"|"119566017"
0|2|3||2|4|5||||"69356258"|"119566000"
0|2|3||2|4|5||||"69356383"|"119566025"
0|1|1||2|4|5||||"69356384"|"119566026"
0|1|1|"Iron-manganese concretions"|2|4|5|"Nonflat"|"Subrounded"|"Moderately coherent"|"69356210"|"119565996"
0|2|3||2|4|5||||"69356394"|"119566030"
0|14|28||2|4|5||||"69356442"|"119566035"
10|17|24||5|40|75||||"69356442"|"119566036"
0|2|3||75|162|250||||"69356442"|"119566037"
0|9|17||2|4|5||||"69356357"|"119566004"
11|20|28||5|40|75||||"69356357"|"119566005"
0|2|3||75|162|250||||"69356357"|"119566006"
0|20|40||2|4|5||||"69356358"|"119566007"
9|29|48||5|40|75||||"69356358"|"119566008"
0|5|9||75|162|250||||"69356358"|"119566009"
0|2|3||250|625|1000||||"69356358"|"119566010"
0|14|28||2|4|5||||"69356362"|"119566018"
10|17|24||5|40|75||||"69356362"|"119566019"
0|2|3||75|162|250||||"69356362"|"119566020"
0|1|1||2|4|5||||"69356434"|"119566033"
0|2|3||2|4|5||||"69356257"|"119565999"
0|2|3||2|4|5||||"69356432"|"119566031"
0|1|1|"Iron-manganese nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very weakly coherent"|"69356211"|"119565997"
0|1|1||2|4|5||||"69356392"|"119566028"
0|9|17||2|4|5||||"69356359"|"119566011"
23|33|43||5|40|75||||"69356359"|"119566012"
0|3|6||75|162|250||||"69356359"|"119566013"
0|2|3||2|4|5||||"69356382"|"119566024"
0|2|3||2|4|5||||"69356443"|"119566038"
0|14|28||2|4|5||||"69356360"|"119566014"
13|27|40||5|40|75||||"69356360"|"119566015"
0|3|6||75|162|250||||"69356360"|"119566016"
0|1|1||2|4|5||||"69356433"|"119566032"
0|3|6||2|4|5||||"69356444"|"119566039"
0|2|3||5|40|75||||"69356444"|"119566040"
0|1|1||2|4|5||||"69356393"|"119566029"
0|1|1||2|4|5||||"69356385"|"119566027"
0|2|3||2|4|5||||"69356441"|"119566034"
0|2|3||2|4|5||||"69356363"|"119566021"
0|1|1|"Iron-manganese nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very weakly coherent"|"69356212"|"119565998"
