"Udic"|"21858900"|"8795120"
"Aquic"|"21858901"|"8795121"
"Udic"|"21858903"|"8795122"
"Aquic"|"21858904"|"8795123"
"Udic"|"21858907"|"8795124"
"Aquic"|"21858914"|"8795125"
"Udic"|"21858916"|"8795126"
"Aquic"|"21858917"|"8795127"
"Udic"|"21858918"|"8795128"
"Aquic"|"21858921"|"8795129"
"Udic"|"21858924"|"8795130"
"Aquic"|"21858925"|"8795131"
"Ustic"|"21858954"|"8795132"
"Ustic"|"21858956"|"8795133"
"Ustic"|"21858958"|"8795134"
"Ustic"|"21858960"|"8795135"
"Ustic"|"21858962"|"8795136"
"Udic"|"21858963"|"8795137"
"Udic"|"21858966"|"8795138"
"Udic"|"21858967"|"8795139"
"Udic"|"21858969"|"8795140"
"Ustic"|"21858973"|"8795141"
"Ustic"|"21858974"|"8795142"
"Ustic"|"21858977"|"8795143"
"Ustic"|"21858981"|"8795144"
"Ustic"|"21858983"|"8795145"
"Aquic"|"21858985"|"8795146"
"Ustic"|"21858987"|"8795147"
"Ustic"|"21858990"|"8795148"
"Ustic"|"21858992"|"8795149"
"Udic"|"21859045"|"8795150"
"Udic"|"21859046"|"8795151"
"Udic"|"21859058"|"8795152"
"Aquic"|"21859060"|"8795153"
"Aquic"|"21859065"|"8795154"
"Ustic"|"21859072"|"8795155"
"Ustic"|"21859073"|"8795156"
"Ustic"|"21859074"|"8795157"
"Udic"|"21859075"|"8795158"
"Aquic"|"21859078"|"8795159"
"Ustic"|"21859104"|"8795160"
"Ustic"|"21859106"|"8795161"
"Ustic"|"21859108"|"8795162"
"Ustic"|"21859110"|"8795163"
"Udic"|"21859111"|"8795164"
"Ustic"|"21859114"|"8795165"
"Ustic"|"21859116"|"8795166"
"Aquic"|"21859118"|"8795167"
"Aquic"|"21859119"|"8795168"
"Ustic"|"21859121"|"8795169"
"Ustic"|"21859123"|"8795170"
"Ustic"|"21859176"|"8795171"
"Ustic"|"21859177"|"8795172"
"Ustic"|"21859178"|"8795173"
"Ustic"|"21859179"|"8795174"
"Ustic"|"21859180"|"8795175"
"Ustic"|"21859181"|"8795176"
"Ustic"|"21859197"|"8795177"
"Ustic"|"21859198"|"8795178"
"Ustic"|"21859199"|"8795179"
"Ustic"|"21859200"|"8795180"
"Udic"|"21859225"|"8795181"
"Udic"|"21859226"|"8795182"
"Ustic"|"21859230"|"8795183"
"Ustic"|"21859231"|"8795184"
"Ustic"|"21859232"|"8795185"
"Ustic"|"21859233"|"8795186"
"Ustic"|"21859234"|"8795187"
"Aquic"|"21859237"|"8795188"
"Udic"|"21859239"|"8795189"
"Aquic"|"21859240"|"8795190"
"Udic"|"21859242"|"8795191"
"Udic"|"21859243"|"8795192"
"Udic"|"21859244"|"8795193"
"Udic"|"21859245"|"8795194"
"Aquic"|"21859246"|"8795195"
"Udic"|"21859247"|"8795196"
"Ustic"|"21859266"|"8795197"
"Ustic"|"21859268"|"8795198"
"Ustic"|"21859270"|"8795199"
"Ustic"|"21859273"|"8795200"
"Ustic"|"21859275"|"8795201"
"Ustic"|"21859277"|"8795202"
"Aquic"|"21859323"|"8795203"
"Aquic"|"21859324"|"8795204"
"Udic"|"21859339"|"8795205"
"Udic"|"21859342"|"8795206"
"Ustic"|"21859363"|"8795207"
"Ustic"|"21859364"|"8795208"
"Ustic"|"21859365"|"8795209"
"Ustic"|"21859366"|"8795210"
"Udic"|"21859399"|"8795211"
"Aquic"|"21859402"|"8795212"
"Ustic"|"21859408"|"8795213"
"Ustic"|"21859409"|"8795214"
"Ustic"|"21859410"|"8795215"
"Ustic"|"21859435"|"8795216"
"Ustic"|"21859437"|"8795217"
"Ustic"|"21859439"|"8795218"
"Ustic"|"21859441"|"8795219"
"Ustic"|"21859443"|"8795220"
"Aquic"|"21859445"|"8795221"
"Ustic"|"21859446"|"8795222"
"Aquic"|"21859489"|"8795223"
"Udic"|"21859490"|"8795224"
"Aquic"|"21859491"|"8795225"
"Aquic"|"21859492"|"8795226"
"Aquic"|"21859493"|"8795227"
"Udic"|"21859496"|"8795228"
"Udic"|"21859529"|"8795229"
"Udic"|"21859548"|"8795230"
"Udic"|"21859550"|"8795231"
"Aquic"|"21859556"|"8795232"
"Aquic"|"21859557"|"8795233"
"Udic"|"21859558"|"8795234"
"Aquic"|"21859559"|"8795235"
"Ustic"|"21859560"|"8795236"
"Aquic"|"21859565"|"8795237"
"Udic"|"21859566"|"8795238"
"Ustic"|"21859567"|"8795239"
"Ustic"|"21859568"|"8795240"
"Ustic"|"21859569"|"8795241"
"Ustic"|"21859570"|"8795242"
"Ustic"|"21859571"|"8795243"
"Ustic"|"21859572"|"8795244"
"Ustic"|"21859573"|"8795245"
"Aquic"|"21859597"|"8795246"
"Udic"|"21859598"|"8795247"
"Ustic"|"21859608"|"8795248"
"Ustic"|"21859609"|"8795249"
"Ustic"|"21859610"|"8795250"
"Ustic"|"21859611"|"8795251"
"Ustic"|"21859612"|"8795252"
"Ustic"|"21859613"|"8795253"
"Udic"|"21859614"|"8795254"
"Aquic"|"21859619"|"8795255"
"Aquic"|"21859620"|"8795256"
"Udic"|"21859621"|"8795257"
"Udic"|"21859622"|"8795258"
"Aquic"|"21859623"|"8795259"
"Aquic"|"21859624"|"8795260"
"Udic"|"21859629"|"8795261"
"Aquic"|"21859631"|"8795262"
"Udic"|"21859658"|"8795263"
"Udic"|"21859659"|"8795264"
"Udic"|"21859660"|"8795265"
"Udic"|"21859661"|"8795266"
"Aquic"|"21859663"|"8795267"
"Udic"|"21859665"|"8795268"
"Udic"|"21859669"|"8795269"
"Aquic"|"21859670"|"8795270"
"Udic"|"21859673"|"8795271"
"Udic"|"21859683"|"8795272"
"Aquic"|"21859685"|"8795273"
"Udic"|"21859725"|"8795274"
"Udic"|"21859726"|"8795275"
"Aquic"|"21859732"|"8795276"
"Udic"|"21859733"|"8795277"
"Aquic"|"21859735"|"8795278"
"Aquic"|"21859736"|"8795279"
"Ustic"|"21859737"|"8795280"
"Ustic"|"21859738"|"8795281"
"Ustic"|"21859739"|"8795282"
"Ustic"|"21859740"|"8795283"
"Ustic"|"21859741"|"8795284"
"Udic"|"21859742"|"8795285"
"Aquic"|"21859743"|"8795286"
"Udic"|"21859745"|"8795287"
"Udic"|"21859746"|"8795288"
"Udic"|"21859751"|"8795289"
"Aquic"|"21859754"|"8795290"
"Udic"|"21859755"|"8795291"
"Udic"|"21859760"|"8795292"
"Aquic"|"21859763"|"8795293"
"Udic"|"21859765"|"8795294"
"Ustic"|"21859782"|"8795295"
"Ustic"|"21859783"|"8795296"
"Udic"|"21859787"|"8795297"
"Aquic"|"21859788"|"8795298"
"Udic"|"21859792"|"8795299"
"Udic"|"21859799"|"8795300"
"Udic"|"21859802"|"8795301"
"Aquic"|"21859805"|"8795302"
"Udic"|"21859806"|"8795303"
"Aquic"|"21859808"|"8795304"
"Udic"|"21859810"|"8795305"
"Udic"|"21859821"|"8795306"
"Udic"|"21859824"|"8795307"
"Udic"|"21859825"|"8795308"
