||"Tread"||"36844938"|"14308635"
||"Tread"||"36844901"|"14308616"
||"Tread"||"36844872"|"14308605"
||"Tread"||"36844927"|"14308629"
||"Tread"||"36844916"|"14308623"
||"Tread"||"36844791"|"14308602"
||"Tread"||"36844724"|"14308580"
|||"Talf"|"36844905"|"14308619"
||"Tread"||"36844942"|"14308637"
||"Tread"||"36844923"|"14308627"
||"Tread"||"36844891"|"14308611"
||"Tread"||"36844887"|"14308609"
||"Tread"||"36844912"|"14308621"
||"Tread"||"36844897"|"14308614"
||"Tread"||"36844772"|"14308596"
||"Tread"||"36844895"|"14308613"
||"Riser"||"36844757"|"14308593"
||"Tread"||"36844705"|"14308594"
||"Tread"||"36844893"|"14308612"
||"Tread"||"36844726"|"14308581"
||"Tread"||"36844768"|"14308584"
||"Tread"||"36844935"|"14308633"
||"Tread"||"36844883"|"14308607"
||"Tread"||"36844714"|"14308604"
|||"Rise"|"36844936"|"14308634"
||"Tread"||"36844777"|"14308586"
|||"Rise"|"36844925"|"14308628"
||"Tread"||"36844745"|"14308591"
||"Tread"||"36844918"|"14308624"
||"Tread"||"36844697"|"14308589"
|||"Dip"|"36844903"|"14308618"
||"Riser"||"36844782"|"14308599"
||"Tread"||"36844766"|"14308583"
||"Tread"||"36844885"|"14308608"
||"Tread"||"36844940"|"14308636"
||"Tread"||"36844929"|"14308630"
||"Tread"||"36844881"|"14308606"
||"Riser"||"36844781"|"14308598"
||"Tread"||"36844914"|"14308622"
||"Tread"||"36844797"|"14308588"
||"Tread"||"36844737"|"14308603"
||"Tread"||"36844933"|"14308632"
||"Tread"||"36844722"|"14308601"
|||"Dip"|"36844907"|"14308617"
||"Tread"||"36844730"|"14308600"
||"Riser"||"36844711"|"14308595"
||"Tread"||"36844732"|"14308582"
|||"Talf"|"36844908"|"14308620"
||"Tread"||"36844786"|"14308587"
||"Tread"||"36844773"|"14308597"
||"Tread"||"36844889"|"14308610"
||"Tread"||"36844762"|"14308590"
||"Tread"||"36844775"|"14308585"
||"Tread"||"36844910"|"14308625"
|||"Talf"|"36844920"|"14308626"
||"Tread"||"36844899"|"14308615"
||"Tread"||"36844751"|"14308592"
|||"Rise"|"36844931"|"14308631"
