|||"Dip"|"32948035"|"12581934"
||"Tread"||"32948539"|"12582072"
||"Tread"||"32948254"|"12582003"
||"Tread"||"32948023"|"12581930"
||"Tread"||"32948169"|"12582134"
||"Tread"||"32948388"|"12582147"
|||"Talf"|"32948461"|"12582222"
||"Tread"||"32948473"|"12582228"
||"Riser"||"32948440"|"12582210"
||"Tread"||"32948487"|"12582045"
||"Tread"||"32948498"|"12582049"
||"Tread"||"32948002"|"12582123"
||"Tread"||"32948232"|"12581992"
||"Tread"||"32948256"|"12582004"
|"Side Slope"|||"32948013"|"12581927"
||"Tread"||"32948524"|"12582063"
|||"Talf"|"32948462"|"12582223"
||"Tread"||"32948520"|"12582061"
||"Tread"||"32948565"|"12582086"
|"Side Slope"|||"32948683"|"12582246"
||"Tread"||"32948483"|"12582043"
|"Crest"|||"32948127"|"12581962"
||"Tread"||"32948173"|"12582145"
||"Tread"||"32948287"|"12582018"
||"Tread"||"32948446"|"12582213"
||"Tread"||"32948347"|"12582144"
||"Tread"||"32948550"|"12582078"
||"Tread"||"32948076"|"12582142"
||"Tread"||"32948003"|"12582124"
||"Tread"||"32948295"|"12582022"
||"Tread"||"32948321"|"12582032"
||"Tread"||"32948472"|"12582227"
||"Tread"||"32948436"|"12582182"
||"Tread"||"32948509"|"12582054"
||"Tread"||"32948576"|"12582092"
||"Tread"||"32948181"|"12581921"
|"Base Slope"|||"32948055"|"12581943"
|"Crest"|||"32948053"|"12581942"
||"Tread"||"32948297"|"12582023"
||"Tread"||"32948528"|"12582065"
||"Tread"||"32948139"|"12582132"
|||"Dip"|"32948212"|"12581982"
||"Tread"||"32948285"|"12582017"
|||"Talf"|"32948358"|"12582117"
||"Tread"||"32948432"|"12582180"
|||"Talf"|"32948005"|"12581912"
||"Tread"||"32948535"|"12582069"
|||"Talf"|"32948650"|"12582163"
|||"Dip"|"32948366"|"12582113"
||"Tread"||"32948572"|"12582090"
||"Tread"||"32948687"|"12582233"
||"Tread"||"32948624"|"12582198"
||"Tread"||"32948077"|"12582143"
|"Side Slope"|||"32948129"|"12581963"
||"Tread"||"32948491"|"12582047"
|"Crest"|||"32948044"|"12581938"
||"Tread"||"32948275"|"12582012"
||"Tread"||"32948513"|"12582057"
||"Tread"||"32947983"|"12581925"
||"Riser"||"32948202"|"12581977"
|||"Talf"|"32948373"|"12582205"
||"Tread"||"32948107"|"12582131"
|"Base Slope"|||"32948458"|"12582219"
||"Tread"||"32948244"|"12581998"
||"Tread"||"32948502"|"12582051"
||"Tread"||"32948033"|"12581933"
|||"Dip"|"32948362"|"12582119"
||"Tread"||"32948108"|"12581955"
||"Tread"||"32948192"|"12581972"
|||"Talf"|"32948546"|"12582076"
|"Crest"|||"32948046"|"12581939"
||"Tread"||"32948557"|"12582082"
||"Tread"||"32948583"|"12582095"
|"Base Slope"|||"32948096"|"12581953"
|"Interfluve"|||"32948119"|"12581959"
||"Tread"||"32948476"|"12582038"
||"Tread"||"32948088"|"12581951"
||"Tread"||"32948234"|"12581993"
||"Tread"||"32948303"|"12582026"
||"Tread"||"32948485"|"12582044"
|||"Talf"|"32948026"|"12582102"
||"Tread"||"32948266"|"12582009"
||"Tread"||"32948475"|"12582037"
||"Tread"||"32948027"|"12581931"
|"Base Slope"|||"32948645"|"12582232"
||"Tread"||"32948104"|"12581954"
|"Base Slope"|||"32948370"|"12582116"
|"Interfluve"|||"32948048"|"12582101"
||"Tread"||"32948536"|"12582070"
||"Tread"||"32947990"|"12581907"
||"Tread"||"32948085"|"12581950"
|||"Dip"|"32948317"|"12582030"
|"Side Slope"|||"32948159"|"12581915"
||"Tread"||"32948001"|"12581911"
||"Tread"||"32948122"|"12582106"
||"Tread"||"32948185"|"12581923"
|"Base Slope"|||"32948464"|"12582224"
|||"Rise"|"32948496"|"12582048"
|"Base Slope"|||"32948369"|"12582115"
||"Tread"||"32948111"|"12582110"
||"Tread"||"32948599"|"12582187"
||"Tread"||"32948665"|"12582237"
||"Tread"||"32948196"|"12581974"
|"Crest"|||"32948115"|"12581957"
||"Tread"||"32948662"|"12582235"
||"Tread"||"32948240"|"12581996"
||"Tread"||"32948248"|"12582000"
||"Tread"||"32948037"|"12581935"
|"Base Slope"|||"32948392"|"12582149"
||"Tread"||"32948506"|"12582053"
||"Tread"||"32948529"|"12582066"
||"Tread"||"32948222"|"12581987"
|||"Dip"|"32948654"|"12582159"
||"Tread"||"32948011"|"12582141"
||"Tread"||"32948170"|"12581918"
||"Tread"||"32948390"|"12582148"
||"Tread"||"32948588"|"12582097"
||"Tread"||"32948621"|"12582196"
||"Tread"||"32948402"|"12582154"
|||"Talf"|"32948148"|"12581968"
||"Tread"||"32948277"|"12582013"
|"Interfluve"|||"32948673"|"12582241"
|"Interfluve"|||"32947997"|"12581909"
|"Base Slope"|||"32948444"|"12582212"
||"Tread"||"32948516"|"12582058"
|||"Rise"|"32948663"|"12582236"
|"Side Slope"|||"32948163"|"12581916"
||"Tread"||"32948078"|"12581948"
|||"Dip"|"32948262"|"12582007"
||"Tread"||"32947993"|"12581908"
||"Tread"||"32948601"|"12582188"
||"Tread"||"32948100"|"12582138"
||"Tread"||"32948273"|"12582011"
||"Tread"||"32948590"|"12582098"
|||"Dip"|"32948204"|"12581978"
||"Tread"||"32948319"|"12582031"
||"Tread"||"32948422"|"12582175"
||"Tread"||"32948420"|"12582174"
|"Base Slope"|||"32948413"|"12582170"
|||"Talf"|"32948652"|"12582165"
|||"Dip"|"32948226"|"12581989"
|"Side Slope"|||"32948675"|"12582242"
||"Tread"||"32948400"|"12582153"
||"Tread"||"32948559"|"12582083"
||"Tread"||"32948030"|"12581932"
|||"Rise"|"32948348"|"12582034"
||"Tread"||"32948611"|"12582192"
||"Tread"||"32948214"|"12581983"
||"Tread"||"32948548"|"12582077"
||"Tread"||"32948178"|"12581920"
||"Tread"||"32948210"|"12581981"
||"Tread"||"32948236"|"12581994"
|"Base Slope"|||"32948455"|"12582218"
||"Tread"||"32948141"|"12581914"
|||"Talf"|"32948167"|"12582133"
|||"Dip"|"32948442"|"12582211"
||"Tread"||"32948653"|"12582157"
||"Tread"||"32948252"|"12582002"
||"Tread"||"32948289"|"12582019"
||"Tread"||"32948093"|"12582107"
||"Tread"||"32948579"|"12582093"
||"Tread"||"32948453"|"12582217"
||"Tread"||"32948067"|"12581946"
||"Tread"||"32948569"|"12582088"
||"Tread"||"32948350"|"12582035"
||"Tread"||"32948411"|"12582169"
||"Tread"||"32948466"|"12582225"
|"Side Slope"|||"32948015"|"12581928"
||"Tread"||"32948200"|"12581976"
|"Crest"|||"32948685"|"12582247"
|||"Dip"|"32948299"|"12582024"
|||"Talf"|"32948372"|"12582204"
||"Tread"||"32948315"|"12582029"
||"Tread"||"32948518"|"12582059"
|"Crest"|||"32948643"|"12582184"
||"Tread"||"32948424"|"12582176"
||"Tread"||"32948208"|"12581980"
||"Tread"||"32948394"|"12582150"
||"Tread"||"32948452"|"12582216"
||"Tread"||"32948552"|"12582079"
|||"Talf"|"32948061"|"12582103"
||"Tread"||"32948175"|"12581919"
||"Tread"||"32948291"|"12582020"
|"Base Slope"|||"32948049"|"12581940"
||||"32948655"|"12582158"
||"Tread"||"32948072"|"12581947"
||"Tread"||"32948188"|"12581970"
|||"Talf"|"32947988"|"12581906"
||"Tread"||"32948581"|"12582094"
|||"Dip"|"32948082"|"12581949"
|"Base Slope"|||"32948426"|"12582177"
||"Tread"||"32948615"|"12582193"
||"Tread"||"32948156"|"12582121"
||"Tread"||"32948404"|"12582155"
|"Side Slope"|||"32948681"|"12582245"
||"Tread"||"32948541"|"12582073"
||"Tread"||"32948081"|"12582137"
|||"Dip"|"32948206"|"12581979"
||"Tread"||"32948622"|"12582197"
||"Tread"||"32948367"|"12582114"
||"Tread"||"32948136"|"12582129"
||"Tread"||"32948415"|"12582171"
||"Tread"||"32948537"|"12582071"
||"Tread"||"32948258"|"12582005"
||"Tread"||"32948103"|"12582136"
||"Tread"||"32948633"|"12582202"
|||"Dip"|"32948293"|"12582021"
||"Tread"||"32948519"|"12582060"
|"Interfluve"|||"32948125"|"12581961"
||"Tread"||"32948230"|"12581991"
|"Interfluve"|||"32948040"|"12581936"
||"Tread"||"32948101"|"12582139"
|||"Dip"|"32948574"|"12582091"
||"Tread"||"32948311"|"12582027"
||"Tread"||"32948430"|"12582179"
||"Tread"||"32948382"|"12582208"
|||"Talf"|"32948651"|"12582164"
||"Tread"||"32948504"|"12582052"
|"Base Slope"|||"32948113"|"12581956"
|"Interfluve"|||"32948042"|"12581937"
||"Tread"||"32948176"|"12582126"
|||"Talf"|"32948018"|"12581929"
||"Tread"||"32948608"|"12582191"
||"Tread"||"32948250"|"12582001"
||"Tread"||"32948238"|"12581995"
||"Tread"||"32948482"|"12582042"
|"Interfluve"|||"32948641"|"12582183"
||"Tread"||"32948271"|"12582104"
||"Tread"||"32948134"|"12581964"
||"Tread"||"32948478"|"12582039"
||"Tread"||"32948379"|"12582207"
||"Tread"||"32948619"|"12582195"
||"Tread"||"32948123"|"12581960"
|"Interfluve"|||"32948051"|"12581941"
|||"Dip"|"32948567"|"12582087"
||"Tread"||"32948020"|"12582111"
||"Tread"||"32948038"|"12582122"
||"Tread"||"32948571"|"12582089"
||"Tread"||"32948500"|"12582050"
||"Tread"||"32948360"|"12582118"
||"Tread"||"32948489"|"12582046"
||"Tread"||"32948218"|"12581985"
||"Tread"||"32948155"|"12581965"
||"Tread"||"32948364"|"12582120"
|"Base Slope"|||"32948434"|"12582181"
||"Tread"||"32948009"|"12581913"
||"Tread"||"32948604"|"12582189"
||"Tread"||"32948526"|"12582064"
||"Tread"||"32948629"|"12582201"
|||"Rise"|"32948656"|"12582229"
||"Tread"||"32948592"|"12582099"
||"Tread"||"32947985"|"12581926"
|||"Dip"|"32948228"|"12581990"
|"Crest"|||"32948165"|"12581917"
|||"Talf"|"32948545"|"12582075"
||"Tread"||"32948144"|"12582125"
|"Crest"|||"32948677"|"12582243"
|||"Dip"|"32948281"|"12582015"
||"Tread"||"32948062"|"12581945"
||"Tread"||"32948260"|"12582006"
|||"Dip"|"32948625"|"12582199"
|"Side Slope"|||"32948117"|"12581958"
||"Tread"||"32948268"|"12582010"
|"Interfluve"|||"32948671"|"12582240"
||"Tread"||"32948449"|"12582214"
||"Tread"||"32948242"|"12581997"
|||"Talf"|"32948647"|"12582162"
|||"Dip"|"32948279"|"12582014"
|"Base Slope"|||"32948407"|"12582167"
||"Tread"||"32948246"|"12581999"
||"Tread"||"32948301"|"12582025"
||"Tread"||"32948669"|"12582239"
|"Interfluve"|||"32948146"|"12581967"
||"Tread"||"32948323"|"12582033"
||"Tread"||"32948511"|"12582055"
||"Tread"||"32948555"|"12582081"
||"Tread"||"32948417"|"12582172"
|"Base Slope"|||"32948396"|"12582151"
||"Tread"||"32948658"|"12582230"
||"Tread"||"32948428"|"12582178"
||"Tread"||"32948198"|"12581975"
|||"Dip"|"32948531"|"12582067"
||"Tread"||"32948597"|"12582186"
||"Tread"||"32948220"|"12581986"
||"Tread"||"32948512"|"12582056"
||"Tread"||"32948094"|"12582108"
|"Side Slope"|||"32948150"|"12581969"
|"Base Slope"|||"32948438"|"12582209"
||"Tread"||"32948264"|"12582008"
||"Tread"||"32948562"|"12582084"
|"Side Slope"|||"32948161"|"12582156"
||"Tread"||"32948343"|"12582100"
|"Base Slope"|||"32948459"|"12582221"
||"Tread"||"32948058"|"12581944"
|"Interfluve"|||"32948660"|"12582231"
||"Tread"||"32948667"|"12582238"
||"Tread"||"32948480"|"12582041"
||"Tread"||"32948224"|"12581988"
||"Tread"||"32948344"|"12582128"
|||"Talf"|"32947980"|"12581924"
|||"Talf"|"32948649"|"12582161"
||"Tread"||"32948522"|"12582062"
||"Tread"||"32948021"|"12582112"
||"Tread"||"32948543"|"12582074"
||"Tread"||"32948418"|"12582173"
||"Tread"||"32948479"|"12582040"
||"Tread"||"32948376"|"12582206"
|"Interfluve"|||"32948689"|"12582234"
||"Tread"||"32948595"|"12582185"
||"Tread"||"32948216"|"12581984"
|||"Dip"|"32948194"|"12581973"
||"Tread"||"32948405"|"12582166"
||"Tread"||"32948091"|"12581952"
||"Tread"||"32948457"|"12582220"
||"Tread"||"32948121"|"12582105"
||"Tread"||"32948564"|"12582085"
||"Tread"||"32948110"|"12582109"
||"Tread"||"32948468"|"12582226"
||"Tread"||"32948627"|"12582200"
||"Tread"||"32948606"|"12582190"
||"Tread"||"32948554"|"12582080"
||"Tread"||"32948585"|"12582096"
|||"Talf"|"32948179"|"12582135"
|||"Dip"|"32948409"|"12582168"
||"Tread"||"32948352"|"12582036"
||"Tread"||"32948283"|"12582016"
|"Crest"|||"32947999"|"12581910"
||"Tread"||"32948190"|"12581971"
|||"Talf"|"32948648"|"12582160"
||"Tread"||"32947991"|"12582127"
||"Tread"||"32948450"|"12582215"
|||"Dip"|"32948313"|"12582028"
|"Interfluve"|||"32948106"|"12582130"
||"Tread"||"32948143"|"12581966"
||"Tread"||"32948385"|"12582146"
||"Tread"||"32948010"|"12582140"
|"Side Slope"|||"32948679"|"12582244"
|||"Talf"|"32948017"|"12581922"
||"Tread"||"32948533"|"12582068"
|||"Dip"|"32948398"|"12582152"
|||"Dip"|"32948617"|"12582194"
||"Tread"||"32948637"|"12582203"
