"Btng"||"B"|||25|28|50|30|81|125|10|53|100|0|0|0|0|0|0|100|100|100|100|100|100|92|98|100|88|94|98|0|10.4|35||0.5|||1|||0.4|||0.9|||7.6||40|58.4|70||27.6|||30.8||25|31.2|35||||0|0.34|0.5||||1.4|1.55|1.7||||1.69|1.77|1.84|2.65|0.01|0.2|0.42|0.1|0.12|0.14||||25.7|32.8|34.3|15.5|19.8|22.4|34|39|45|3|4.5|5.9|35|42|46|17|22|25|14|21|26|".49"|".49"|0|0|0|0|0|0|13|15|20|2.1|3|4|15|18|20|8|11|18|8|12|20|5.1|5.4|9||5|||||||||||||||||||||||||||||||"21303667"|"62753941"
"Ap"||"A"|||0|0|0|10|13|30|10|13|30|0|0|0|0|0|0|100|100|100|100|100|100|93|97|100|84|88|97|0|19.5|35||1.3|||1.8|||0.6|||1.8|||14||50|69.3|80||41.6|||27.7||7|11.2|20||||0.5|0.9|2||||1.3|1.43|1.55||||1.43|1.5|1.56|2.65|4|9|14|0.22|0.23|0.24||||14.4|23.4|29.1|4.7|7.6|14.1|39|43|48|0|1.5|2.9|19|24|35|3|7|13|0|4|13|".64"|".64"|0|0|0|0|0|0|0|0|0|0|1|2|5|9.5|15||||2|9|14|4.5|6.5|7.3||6.2|||||||||||||||||||||||||||||||"21303667"|"62753939"
"BCng"||"BC"|||30|81|125|152|152|203|50|71|100|0|0|0|0|0|0|100|100|100|100|100|100|81|98|100|74|91|94|0|15.6|52||0.5|||1.1|||0.6|||1.2|||12.2||40|60.1|80||36.8|||23.3||7|24.3|27||||0|0.17|0.3||||1.45|1.52|1.6||||1.66|1.73|1.81|2.65|0.01|0.2|0.42|0.1|0.12|0.14||||8.4|29.8|31|4.3|15|16.8|38|40|43|3|4.5|5.9|19|35|39|4|17|19|0|15|18|".55"|".55"|0|0|0|0|0|0|13|15|20|2.1|3|4|5|15|18||||5|15|18|6.6|7.5|9||7|||||||||||||||||||||||||||||||"21303667"|"62753942"
"Bt/Eg"||"B/E"|||10|13|30|25|28|50|10|15|30|0|0|0|0|0|0|100|100|100|100|100|100|88|99|100|83|95|98|0|9.8|35||0.3|||0.7|||0.3|||0.8|||7.7||50|64.1|80||32|||32.1||15|26.1|30||||0.1|0.34|1||||1.4|1.55|1.7||||1.69|1.77|1.84|2.65|1.4|3|4|0.21|0.23|0.24||||17.5|30.9|32.9|9.4|16.7|20|34|39|45|3|4.5|5.9|26|37|43|10|18|21|6|17|22|".55"|".55"|0|0|0|0|0|0|0|0|0|0|1|2|10|15|20|4|9|12|5|9|19|5.1|5.3|7.3||4.6|||||||||||||||||||||||||||||||"21303667"|"62753940"
"Btg1"||"B"||1|10|10|25|100|165|180|35|155|200|0|0|0|0|0|0|100|100|100|100|100|100|93|100|100|90|97|100|0.1|3.3|15|0|0|0.2|0|0|0.8|0|0|2|0|0.7|4|0.1|2.6|8|40|42.1|65|9|9.5|14.7|31|32.6|50.3|35|54.6|60||||0.2|2.2|2.5||||1.2|1.4|1.6||||1.81|1.89|1.96|2.65|0.4|0.9|1.4|0.11|0.12|0.2||||22.2|35.7|37.1|19.8|31.9|35.1|37|44|51|9|10.5|11.9|47|69|75|25|40|44|24|45|53|".24"|".24"|0|0|0|0|0|0|0|0|0|0|1|2|20|32|40|16.2|17.9|20.7|7|11|32|4.5|4.5|6|3.5|3.9|5.5||||||||||||||||||||||||||||"High"|"Moist"|"21303668"|"62753945"
"Btg2"||"B"||2|100|165|180|150|203|203|0|38||0|0|0|0|0|0|100|100|100|100|100|100|89|99|100|80|95|100|1|6.7|40|0|0.2|0.2|0|0.4|0.8|0|0.5|6|0.2|2.8|12|0.7|2.8|21|40|63.6|80|18.2|28.9|36|21.8|34.7|44|10|29.7|35||||0.1|0.2|0.3||||1.45|1.55|1.65||||1.69|1.77|1.84|2.65|1.4|2.7|14|0.17|0.19|0.22||||10.9|32.1|34.1|6.3|18.7|22.1|36|39|43|3|4.5|5.9|22|40|46|6|21|25|2|20|27|".49"|".49"|0|0|0|0|0|0|0|0|0|0|1|2|6|20|24|12.7||20.7|3|20|24|4.5|7.7|7.8|6.1|7.2|7.3||||||||||||||||||||||||||||"Moderate"|"Moist"|"21303668"|"62753943"
"Ap"||"A"|||0|0|0|10|10|25|10|10|25|0|0|0|0|0|0|100|100|100|100|100|100|93|100|100|80|89|93|0.1|15.3|20|0|0.1|0.4|0|0.2|1.6|0|0.7|4|0|7.4|8|0.1|6.9|8|55|62.3|70|3.4|26.4|30|31|35.9|64.7|20|22.4|27||||2|3.5|6||||1.2|1.32|1.45||||1.32|1.38|1.44|2.65|4|9|14|0.22|0.23|0.24||||24.7|30.5|33.7|13|16|21.3|41|46|51|0|1.5|2.9|33|39|49|13|15|18|9|14|20|".37"|".37"|0|0|0|0|0|0|0|0|0|0|1|2|16|20|27|11.5|16.2|20.7|7|18|25|4.5|6.5|6.5|3.5|4.4|5.5||||||||||||||||||||||||||||"Moderate"|"Moist"|"21303668"|"62753944"
"Eg"||"E"|||10|15|23|15|64|75|20|49|60|0|0|0|0|0|0|100|100|100|100|100|100|94|99|100|90|97|100|0|4|10|0|0.9|1|0|0.3|0.5|0|0.1|0.2|0|0.6|1|0|2.1|2.5|65|78.3|88||31.3|||47||12|17.7|27|0|0|0|0.1|0.2|0.5||||1.4|1.5|1.6||||1.5|1.57|1.63|2.65|1.4|2.2|4|0.2|0.21|0.22||||17.9|26.6|31|7.3|10.9|16.9|38|41|45|0|1.5|2.9|22|28|38|7|12|19|3|10|20|".55"|".55"|0|0|0|0|0|0|0|0|0|0|1|2|5|10|15|2|8.9|12|2|10|14|4.5|7.3|7.3||6.5|||||||||||||||||||||||||||||"Moderate"||"21303669"|"62753948"
"2Btg"|2|"B"|||64|127|140|203|203|203|40|76|129|0|0|0|0|0|0|100|100|100|100|100|100|93|98|100|89|97|100|0|4.2|10|0|1|1.5|0|0.7|1|0|0.4|1|0|0.7|1|0|1.4|2.5|55|70.3|82||22.9|||47.4||18|25.5|35|0|0|0|0.1|0.2|0.5||||1.3|1.55|1.7||||1.69|1.77|1.84|2.65|0.42|0.9|1.4|0.18|0.21|0.22||||21.4|30.5|34.3|11.3|16.1|22.4|34|39|48|3|4.5|5.9|29|37|46|12|18|25|9|18|27|".55"|".55"|0|0|0|0|0|0|0|0|0|0|1|2|8|14.5|20|5|10.9|20|3|15|20|4.5|8.2|8.4||7.4|||||||||||||||||||||||||||||"Moderate"||"21303669"|"62753947"
"Ap"||"A"|||0|0|0|10|15|23|10|15|23|0|0|0|0|0|0|100|100|100|100|100|100|95|100|100|91|98|100|0|2.6|10|0|0.3|0.5|0|0.1|0.2|0|0.1|0.2|0|0.6|1|0|1.5|2|65|71.4|88||23.7|||47.7||12|26|27|0|0|0|1|2.6|4||||1.2|1.35|1.5||||1.35|1.41|1.47|2.65|4|9|14|0.22|0.23|0.24||||14.1|31.2|32.6|7.8|17.2|19.4|40|45|51|0|1.5|2.9|24|40|45|7|18|18|4|19|21|".37"|".37"|0|0|0|0|0|0|0|0|0|0|1|2|8|15|18|4|8.6|15|3|9|17|4.5|5.3|7.3||4.9|||||||||||||||||||||||||||||"Low"||"21303669"|"62753949"
