||"Tread"||"33961328"|"12990150"
||"Tread"||"33961365"|"12990171"
|||"Talf"|"33961350"|"12990159"
||"Tread"||"33961339"|"12990152"
|||"Talf"|"33961278"|"12990142"
|||"Dip"|"33961358"|"12990167"
||"Riser"||"33961387"|"12990177"
||"Tread"||"33961369"|"12990173"
|||"Talf"|"33961391"|"12990181"
||"Tread"||"33961321"|"12990144"
|||"Talf"|"33961354"|"12990163"
|||"Talf"|"33961380"|"12990176"
|||"Talf"|"33961413"|"12990187"
|||"Talf"|"33961343"|"12990153"
|||"Talf"|"33961352"|"12990161"
|||"Talf"|"33961351"|"12990160"
||"Tread"||"33961363"|"12990170"
|||"Talf"|"33961372"|"12990174"
|||"Talf"|"33961353"|"12990162"
||"Tread"||"33961322"|"12990145"
|||"Talf"|"33961239"|"12990139"
|||"Talf"|"33961276"|"12990141"
||"Tread"||"33961392"|"12990182"
|||"Talf"|"33961323"|"12990146"
|||"Talf"|"33961360"|"12990169"
|||"Dip"|"33961397"|"12990185"
|||"Dip"|"33961359"|"12990168"
||"Tread"||"33961396"|"12990184"
|||"Rise"|"33961349"|"12990158"
|||"Talf"|"33961319"|"12990143"
|||"Talf"|"33961232"|"12990138"
|||"Rise"|"33961356"|"12990165"
|||"Talf"|"33961393"|"12990183"
||"Tread"||"33961367"|"12990172"
|||"Talf"|"33961345"|"12990154"
|||"Dip"|"33961357"|"12990166"
|||"Dip"|"33961388"|"12990178"
|||"Dip"|"33961389"|"12990179"
|||"Rise"|"33961347"|"12990156"
|||"Talf"|"33961275"|"12990140"
|||"Talf"|"33961325"|"12990148"
||"Tread"||"33961398"|"12990186"
||"Tread"||"33961326"|"12990149"
|||"Talf"|"33961337"|"12990151"
|||"Talf"|"33961348"|"12990157"
|||"Talf"|"33961377"|"12990175"
|||"Talf"|"33961390"|"12990180"
|||"Talf"|"33961324"|"12990147"
|||"Rise"|"33961355"|"12990164"
|||"Talf"|"33961346"|"12990155"
