0|1|1|"Iron-manganese nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very weakly cemented"|"64442312"|"111249174"
0|2|3||2|4|5||||"64442419"|"111249208"
0|9|17||2|4|5||||"64442367"|"111249179"
23|33|43||5|40|75||||"64442367"|"111249180"
0|3|6||75|162|250||||"64442367"|"111249181"
0|2|3||2|4|5||||"64442260"|"111249164"
0|1|1||2|4|5||||"64442411"|"111249204"
0|2|3||2|4|5||||"64442374"|"111249198"
0|14|28||2|4|5||||"64442368"|"111249182"
13|27|40||5|40|75||||"64442368"|"111249183"
0|3|6||75|162|250||||"64442368"|"111249184"
0|14|28||2|4|5||||"64442257"|"111249157"
16|28|40||5|40|75||||"64442257"|"111249158"
0|2|3||75|162|250||||"64442257"|"111249159"
0|14|28||2|4|5||||"64442370"|"111249188"
13|27|40||5|40|75||||"64442370"|"111249189"
0|3|6||75|162|250||||"64442370"|"111249190"
0|2|3||5|40|75||||"64442372"|"111249195"
0|3|6||2|4|5||||"64442372"|"111249194"
0|1|1||2|4|5||||"64442414"|"111249207"
0|1|1||2|4|5||||"64442412"|"111249205"
0|1|1||2|4|5||||"64442413"|"111249206"
0|3|6||2|4|5||||"64442423"|"111249213"
0|2|3||5|40|75||||"64442423"|"111249214"
0|14|28||2|4|5||||"64442371"|"111249191"
16|28|40||5|40|75||||"64442371"|"111249192"
0|2|3||75|162|250||||"64442371"|"111249193"
0|2|3|"Carbonate concretions"|5|40|75|"Nonflat"|"Subrounded"|"Moderately cemented"|"64442454"|"111249221"
0|3|6|"Iron-manganese concretions"|2|4|5|"Nonflat"|"Subrounded"|"Weakly cemented"|"64442454"|"111249220"
0|9|17||2|4|5||||"64442369"|"111249185"
11|20|28||5|40|75||||"64442369"|"111249186"
0|2|3||75|162|250||||"64442369"|"111249187"
0|2|3||2|4|5||||"64442424"|"111249215"
0|1|1|"Iron-manganese concretions"|2|4|5|"Nonflat"|"Subrounded"|"Very weakly cemented"|"64442310"|"111249172"
0|2|3||2|4|5||||"64442262"|"111249167"
0|1|1||2|4|5||||"64442409"|"111249202"
0|3|6||2|4|5||||"64442421"|"111249211"
0|2|3||5|40|75||||"64442421"|"111249212"
0|3|6||2|4|5||||"64442258"|"111249160"
0|2|3||5|40|75||||"64442258"|"111249161"
0|3|6||2|4|5||||"64442420"|"111249209"
0|2|3||5|40|75||||"64442420"|"111249210"
0|2|3|"Carbonate concretions"|5|40|75|"Nonflat"|"Subrounded"|"Moderately cemented"|"64442453"|"111249219"
0|3|6|"Iron-manganese concretions"|2|4|5|"Nonflat"|"Subrounded"|"Weakly cemented"|"64442453"|"111249218"
0|3|6||2|4|5||||"64442373"|"111249196"
0|2|3||5|40|75||||"64442373"|"111249197"
0|1|1|"Iron-manganese concretions"|2|4|5|"Nonflat"|"Subrounded"|"Very weakly cemented"|"64442280"|"111249168"
0|1|1||2|4|5||||"64442410"|"111249203"
0|3|6|"Iron-manganese concretions"|2|4|5|"Nonflat"|"Subrounded"|"Very weakly cemented"|"64442452"|"111249216"
0|2|3|"Iron-manganese concretions"|5|40|75|"Nonflat"|"Subrounded"|"Very weakly cemented"|"64442452"|"111249217"
0|1|1|"Iron-manganese nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very weakly cemented"|"64442283"|"111249171"
0|9|17||2|4|5||||"64442366"|"111249176"
11|20|28||5|40|75||||"64442366"|"111249177"
0|2|3||75|162|250||||"64442366"|"111249178"
0|3|6||2|4|5||||"64442259"|"111249162"
0|2|3||5|40|75||||"64442259"|"111249163"
0|1|1|"Iron-manganese concretions"|2|4|5|"Nonflat"|"Subrounded"|"Moderately cemented"|"64442311"|"111249173"
0|3|6||2|4|5||||"64442261"|"111249165"
0|2|3||5|40|75||||"64442261"|"111249166"
0|1|1|"Iron-manganese nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very weakly cemented"|"64442282"|"111249170"
0|3|6||2|4|5||||"64442375"|"111249199"
0|2|3||5|40|75||||"64442375"|"111249200"
0|1|1|"Iron-manganese nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very weakly cemented"|"64442313"|"111249175"
0|2|3||2|4|5||||"64442376"|"111249201"
0|1|1|"Iron-manganese concretions"|2|4|5|"Nonflat"|"Subrounded"|"Moderately cemented"|"64442281"|"111249169"
