"A12"||"A"||12||15|||23|||8||0|0|0|0|0|0|100|100|100|100|100|100|75|87.5|100|45|65|85||67.7|||0|||2.4|||14.6|||33.9|||16.8|||14.3||||||||15|18|25||||0.5|1.5|2.5||||1.25|1.35|1.45|||||1.41|||1.4|6|14|0.18|0.2|0.22|||||21.9|||12.8|||46||0|1.5|2.9|25|30|35|11|15.5|20|1|7|15|".20"|".20"|0|0|0|0|0|0|0|0|0|0|0|0|8|9.7|13.6|||||||5.1|5.5|6.5|||||||||||||||||||||||||||||||||"21852142"|"64442304"
"Ap1"||"A"||1||0|||15|||15||0|0|0|0|0|0|100|100|100|100|100|100|75|87.5|100|45|65|85||63.1|||0|||2.2|||13.6|||31.6|||15.7|||19.4||||||||15|17.5|20||||0.5|2|3||||1.25|1.35|1.45|||||1.41|||1.4|6|14|0.18|0.2|0.22|||||22.2|||13.1|||46||0|1.5|2.9|25|30|35|11|15.5|20|1|7|15|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|8|9.5|10.9|||||||5.6|6|6.5|||||||||||||||||||||||||||||||||"21852142"|"64442305"
"Cg"||"C"||||118|||183|||65||0|0|0|0|0|0|100|100|100|100|100|100|85|92.5|100|45|70|95||65|||4|||14.2|||18|||19.3|||9.5|||17||||||||10|18|40||||0.25|0.5|0.75||||1.5|1.55|1.6|||||1.74|||0.42|4|14|0.08|0.11|0.14|||||21.6|||12.4|||39||0|4|8.9|25|35|45|15|20|35|2|11|33|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|5.3|9.6|21.2|||||||5.1|5.8|6.5|||||||||||||||||||||||||||||||||"21852142"|"64442306"
"Btg2"||"B"||2||79|||118|||39||0|0|0|0|0|0|100|100|100|100|100|100|80|90|100|50|67.5|85||55.8|||1.3|||8.2|||14.8|||20.2|||11.3|||17.7||||||||18|26.5|35||||0.5|0.75|1||||1.45|1.5|1.55|||||1.71|||0.42|1|1.4|0.15|0.17|0.19|||||25.4|||17.7|||41||3|4.5|5.9|35|40|45|20|25|30|6|14|25|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|9.6|14.1|18.6|||||||4.5|5.5|6.5|||||||||||||||||||||||||||||||||"21852142"|"64442307"
"BAg"||"BA"||||23|||43|||20||0|0|0|0|0|0|100|100|100|100|100|100|75|87.5|100|45|65|85||67.7|||0|||2.4|||14.6|||33.9|||16.8|||14.3||||||||15|18|25||||0.5|1|1.5||||1.25|1.35|1.45|||||1.41|||1.4|6|14|0.18|0.2|0.22|||||21.4|||12.2|||46||0|1.5|2.9|25|30|35|11|15.5|20|1|7|15|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|8|9.7|13.4|||||||5.1|5.5|6.5|||||||||||||||||||||||||||||||||"21852142"|"64442308"
"Btg1"||"B"||1||43|||79|||36||0|0|0|0|0|0|100|100|100|100|100|100|80|90|100|50|67.5|85||55.8|||1.3|||8.2|||14.8|||20.2|||11.3|||17.7||||||||18|26.5|35||||0.5|0.75|1||||1.45|1.5|1.55|||||1.71|||0.42|1|1.4|0.15|0.17|0.19|||||25.4|||17.7|||41||3|4.5|5.9|35|40|45|20|25|30|6|14|25|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|9.6|14.1|18.6|||||||4.5|5.5|6.5|||||||||||||||||||||||||||||||||"21852142"|"64442309"
"Cg"||"C"||||143|||183|||40||0|0|0|0|0|0|100|100|100|100|100|100|60|77.5|95|30|52.5|75||68.8|||0.1|||3.2|||15.6|||33|||16.9|||16.2||||||||10|15|20||||0|0.25|0.5||||1.4|1.48|1.55|||||1.55|||4|9|14|0.1|0.15|0.19|||||19.9|||10.3|||42||0|1.5|2.9|20|25|30|3|5|7|0|0|4|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0||||5|10|15||||4.5|5.3|6|||||||||||||||||||||||||||||||||"21852138"|"64442298"
"Ap"||"A"||||0|||20|||20||0|0|0|0|0|0|100|100|100|100|100|100|70|77.5|85|40|45|50||64.6|||0.3|||4.5|||14.3|||28.1|||17.4|||26.9||||||||5|8.5|12||||0.5|1.25|2||||1.4|1.45|1.5|||||1.52|||4|9|14|0.1|0.12|0.14|||||17|||7.3|||42||0|1.5|2.9|10|15|20|0|1.5|3|0|0|0|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0|0||||5|7.5|10||||4.5|5.3|6|||||||||||||||||||||||||||||||||"21852138"|"64442299"
"BCg"||"BC"||||107|||143|||36||0|0|0|0|0|0|100|100|100|100|100|100|60|77.5|95|30|52.5|75||44.3|||4.3|||5.9|||7.9|||13.7|||12.5|||40.7||||||||10|15|20||||0|0.25|0.5||||1.4|1.48|1.55|||||1.55|||4|9|14|0.1|0.15|0.19|||||25.1|||9.2|||42||0|1.5|2.9|20|25|30|3|5|7|0|0|4|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0||||5|10|15||||4.5|5.3|6|||||||||||||||||||||||||||||||||"21852138"|"64442300"
"Btg2"||"B"||2||72|||107|||35||0|0|0|0|0|0|100|100|100|100|100|100|80|90|100|35|57.5|80||55.8|||1.3|||8.2|||14.8|||20.2|||11.3|||17.7||||||||18|26.5|35||||0|0.25|0.5||||1.35|1.43|1.5|||||1.5|||1.4|2.7|4|0.13|0.17|0.2|||||24.4|||16.2|||44||0|1.5|2.9|20|27.5|35|5|10|15|0|3|11|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0||||10|22.5|35||||4.5|5.3|6|||||||||||||||||||||||||||||||||"21852138"|"64442301"
"BEg"||"BE"||||20|||36|||16||0|0|0|0|0|0|100|100|100|100|100|100|70|82.5|95|40|57.5|75||68.5|||0.3|||4.7|||15.2|||29.8|||18.5|||21.5||||||||5|10|15||||0.5|0.75|1||||1.35|1.43|1.5|||||1.5|||4|9|14|0.1|0.15|0.19|||||17.2|||7.5|||43||0|1.5|2.9|10|15|20|0|2.5|5|0|0|1|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0||||5|10|15||||4.5|5.3|6|||||||||||||||||||||||||||||||||"21852138"|"64442302"
"Btg1"||"B"||1||36|||72|||36||0|0|0|0|0|0|100|100|100|100|100|100|80|90|100|35|57.5|80||55.8|||1.3|||8.2|||14.8|||20.2|||11.3|||17.7||||||||18|26.5|35||||0|0.5|1||||1.35|1.43|1.5|||||1.5|||1.4|2.7|4|0.13|0.17|0.2|||||24.6|||16.6|||44||0|1.5|2.9|20|27.5|35|5|10|15|0|3|11|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0||||10|22.5|35||||4.5|5.3|6|||||||||||||||||||||||||||||||||"21852138"|"64442303"
"BCg"||"BC"||||102|||183|||81||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|85|92.5|100|5|17.5|35|0|1.3|2|0|1.9|5|0|2.7|5|1|5.5|20|2|6.1|20|14.5|43.5|72.5|||||||27|39|55||||0|0.25|0.5||||1.3|1.48|1.65|||||1.69|||0.42|1|1.4|0.2|0.21|0.22|||||34.8|||23.4|||42||3|4.5|5.9|38|49|60|18|26.5|35|15|26|40|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0|0|12|19|26||||5|16|24|4.5|6|7|||||||||||||||||||||||||||||||||"21852136"|"64442292"
"Btg3"||"B"||3||82|||102|||20||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|85|92.5|100|5|17.5|35|0|1.3|2|0|1.9|5|0|2.7|5|1|5.5|20|2|6.1|20|14.5|43.5|72.5|||||||27|39|55||||0|0.25|0.5||||1.3|1.48|1.65|||||1.69|||0.42|1|1.4|0.2|0.21|0.22|||||34.8|||23.4|||42||3|4.5|5.9|38|49|60|18|26.5|35|15|26|40|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0|0|12|19|26||||5|16|24|4.5|6|7|||||||||||||||||||||||||||||||||"21852136"|"64442293"
"Ap"||"A"||||0|||15|||15||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|80|90|100|20|27.1|35|0|2.2|3|1|3.1|5|1|4.4|10|5|8.5|20|5|8.9|20|38.4|54.4|70.4|||||||10|18.5|27||||0.5|1.25|2||||1.3|1.48|1.65|||||1.55|||1.4|2.7|4|0.2|0.22|0.23|||||28|||12.7|||41||0|1.5|2.9|15|22.5|30|0|5|10|0|2|9|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|0|4|7|10||||5|16|24|5|6|7|||||||||||||||||||||||||||||||||"21852136"|"64442294"
"Btg2"||"B"||2||56|||82|||26||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|85|92.5|100|5|7.7|30|0|0.2|1|0|0.5|1|0|0.9|5|1|2.4|20|2|3.7|15|29.8|49.8|69.8|||||||35|42.5|50||||0.1|0.4|5||||1.2|1.38|1.55|||||1.71|||0.01|0.21|0.42|0.19|0.2|0.21|||||31.4|||23.3|||45||6|7.5|8.9|41|50.5|60|20|27.5|35|17|28|40|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0||||17.6|23.5|32.6|5|16|24|4.5|5|6|||||||||||||||||||||||||||||||||"21852136"|"64442295"
"Eg"||"E"||||15|||38|||23||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|80|90|100|20|27.1|35|0|2.2|3|1|3.1|5|1|4.4|10|5|8.5|20|5|8.9|20|38.4|54.4|70.4|||||||10|18.5|27||||0.1|0.5|1||||1.3|1.48|1.65|||||1.55|||1.4|2.7|4|0.2|0.22|0.23|||||27.2|||11.6|||42||0|1.5|2.9|15|22.5|30|0|5|10|0|2|9|".55"|".55"|0|0|0|0|0|0|0|0|0|0|0|0||||6|9.6|12|2|6|10|4.5|5|6|||||||||||||||||||||||||||||||||"21852136"|"64442296"
"Btg1"||"B"||1||38|||56|||18||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|85|92.5|100|5|7.7|30|0|0.2|1|0|0.5|1|0|0.9|5|1|2.4|20|2|3.7|15|29.8|49.8|69.8|||||||35|42.5|50||||0.1|0.4|0.7||||1.2|1.38|1.55|||||1.71|||0.01|0.21|0.42|0.19|0.2|0.21|||||31.4|||23.3|||45||6|7.5|8.9|41|50.5|60|20|27.5|35|17|28|40|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0||||17.6|23.5|32.6|5|16|24|4.5|5|6|||||||||||||||||||||||||||||||||"21852136"|"64442297"
"Cg"||"C"||||123|||183|||60||0|0|0|0|0|0|100|100|100|100|100|100|100|100|100|90|95|100|1|11.4|||0.1|||0.4|||0.9|||3.4|||6.6|||68.6||||||||10|20|30||||0|0.25|0.5||||1.4|1.55|1.7|||||1.62|||0.42|2|4|0.21|0.22|0.23|||||28.1|||12.8|||39||0|1.5|2.9|25|32.5|40|5|12.5|20|3|11|21|".55"|".55"|0|0|0|0|0|0|0|0|0|0|0|0|5|15|25|||||||5|6.4|7.8|||||||||||||||||||||||||||||||||"21852134"|"64442287"
"BCg"||"BC"||||94|||123|||29||0|0|0|0|0|0|100|100|100|100|100|100|100|100|100|90|95|100|1|11.4|||0.1|||0.4|||0.9|||3.4|||6.6|||68.6||||||||10|20|30||||0|0.25|0.5||||1.4|1.55|1.7|||||1.62|||0.42|2|4|0.21|0.22|0.23|||||28.1|||12.8|||39||0|1.5|2.9|25|32.5|40|5|12.5|20|3|11|21|".55"|".55"|0|0|0|0|0|0|0|0|0|0|0|0|5|15|25|||||||5|6.4|7.8|||||||||||||||||||||||||||||||||"21852134"|"64442288"
"Eg"||"E"||||15|||36|||21||0|0|0|0|0|0|100|100|100|100|100|100|100|100|100|95|97.5|100|1|11.7|||0.2|||0.4|||0.9|||3.5|||6.7|||69.8||||||||10|18.5|27||||0.5|0.75|1||||1.3|1.48|1.65|||||1.55|||1.4|2.7|4|0.21|0.22|0.23|||||27.5|||12|||42||0|1.5|2.9|15|23|31|0|5|10|0|3|10|".55"|".55"|0|0|0|0|0|0|0|0|0|0|0|0|4|9.5|15|||||||5|5.5|6|||||||||||||||||||||||||||||||||"21852134"|"64442289"
"Btg"||"B"||||36|||94|||58||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|95|97.5|100|0.5|7|||0.4|||0.6|||0.9|||2.2|||2.9|||64.5||||||||22|28.5|35||||0.5|0.75|1||||1.3|1.5|1.7|||||1.71|||0.42|1|1.4|0.2|0.21|0.22|||||31.8|||18.1|||41||3|4.5|5.9|30|37.5|45|11|17.5|24|9|17|26|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|0|5|15|25|||||||5|5.5|6|||||||||||||||||||||||||||||||||"21852134"|"64442290"
