"Silty clay loam"||"129945562"|"132182762"
"Clay"||"129945395"|"132182595"
"Silt loam"||"129945647"|"132182847"
"Silt loam"||"129945635"|"132182835"
"Silt loam"||"129945614"|"132182814"
"Silty clay loam"||"129945428"|"132182628"
"Loam"||"129945763"|"132182963"
"Silt loam"||"129945636"|"132182836"
"Silty clay loam"||"129945499"|"132182699"
"Silt loam"||"129945417"|"132182617"
"Silt loam"||"129945478"|"132182678"
"Silt loam"||"129945624"|"132182824"
"Silty clay loam"||"129945752"|"132182952"
"Sandy loam"||"129945454"|"132182654"
"Silty clay loam"||"129945739"|"132182939"
"Clay loam"||"129945728"|"132182928"
"Loam"||"129945468"|"132182668"
"Very fine sandy loam"||"129945520"|"132182720"
"Loam"||"129945687"|"132182887"
"Silty clay loam"||"129945781"|"132182981"
"Silt loam"||"129945657"|"132182857"
"Fine sandy loam"||"129945450"|"132182650"
"Loam"||"129945711"|"132182911"
"Silty clay loam"||"129945772"|"132182972"
"Silt loam"||"129945583"|"132182783"
"Fine sandy loam"||"129945678"|"132182878"
"Loam"||"129945761"|"132182961"
"Sandy loam"||"129945759"|"132182959"
"Fine sandy loam"||"129945541"|"132182741"
"Very fine sandy loam"||"129945432"|"132182632"
"Silt loam"||"129945604"|"132182804"
"Clay"||"129945794"|"132182994"
"Very fine sandy loam"||"129945542"|"132182742"
"Loam"||"129945656"|"132182856"
"Fine sandy loam"||"129945443"|"132182643"
"Clay loam"||"129945530"|"132182730"
"Silt loam"||"129945770"|"132182970"
"Silty clay loam"||"129945552"|"132182752"
"Silt loam"||"129945667"|"132182867"
"Silt loam"||"129945625"|"132182825"
"Silt loam"||"129945805"|"132183005"
"Silty clay loam"||"129945615"|"132182815"
"Silt loam"||"129945406"|"132182606"
"Loamy sand"||"129945700"|"132182900"
"Silt loam"||"129945573"|"132182773"
"Clay"||"129945783"|"132182983"
"Sandy clay loam"||"129945531"|"132182731"
"Silt loam"||"129945646"|"132182846"
"Silty clay"||"129945750"|"132182950"
"Fine sandy loam"||"129945689"|"132182889"
"Silt loam"||"129945551"|"132182751"
"Clay loam"||"129945740"|"132182940"
"Silty clay loam"||"129945654"|"132182854"
"Fine sandy loam"||"129945424"|"132182624"
"Loamy fine sand"||"129945792"|"132182992"
"Silt loam"||"129945521"|"132182721"
"Silt loam"||"129945606"|"132182806"
"Silty clay loam"||"129945688"|"132182888"
"Silt loam"||"129945477"|"132182677"
"Silt loam"||"129945490"|"132182690"
"Silty clay loam"||"129945709"|"132182909"
"Clay"||"129945751"|"132182951"
"Silt loam"||"129945593"|"132182793"
"Loam"||"129945532"|"132182732"
"Silt loam"||"129945466"|"132182666"
"Silty clay"||"129945825"|"132183025"
"Silt loam"||"129945782"|"132182982"
"Silt loam"||"129945813"|"132183013"
"Silty clay loam"||"129945584"|"132182784"
"Silt loam"||"129945582"|"132182782"
"Silty clay loam"||"129945508"|"132182708"
"Silt loam"||"129945698"|"132182898"
"Silt loam"||"129945571"|"132182771"
"Silt loam"||"129945479"|"132182679"
"Loam"||"129945540"|"132182740"
"Silty clay loam"||"129945595"|"132182795"
"Loam"||"129945519"|"132182719"
"Loam"||"129945665"|"132182865"
"Silt loam"||"129945814"|"132183014"
"Silty clay loam"||"129945501"|"132182701"
"Silty clay loam"||"129945729"|"132182929"
"Clay loam"||"129945824"|"132183024"
"Silt loam"||"129945510"|"132182710"
"Silty clay loam"||"129945708"|"132182908"
