"Ochric epipedon"|0|0|0|10|15|25|10|15|25|"23384844"|"13718085"
"Cambic horizon"|10|15|25|190|203|203|120|127|130|"23384844"|"13718086"
"Slickensides"|10|15|25|190|203|203|120|127|130|"23384844"|"13718087"
"Argillic horizon"||43|||61|||18||"23384845"|"13718088"
"Ochric epipedon"|0|0|0|10|15|20|10|15|20|"23384880"|"13718089"
"Ochric epipedon"|0|0|0|10|15|30|10|15|30|"23384881"|"13718090"
"Cambic horizon"|10|15|30|100|122|150|90|107|120|"23384881"|"13718091"
"Ochric epipedon"|0|0|0|0|25|30|0|25|30|"23384882"|"13718092"
"Cambic horizon"|0|25|30|200|213|230|183|188|200|"23384882"|"13718093"
"Slickensides"|0|25|30|200|213|230|183|188|200|"23384882"|"13718094"
"Aquic conditions"|0|0|0|200|213|230|213|213|230|"23384882"|"13718095"
"Ochric epipedon"|0|0|0|10|15|25|10|15|25|"23384884"|"13718096"
"Cambic horizon"|10|15|25|40|50|60|30|35|50|"23384884"|"13718097"
"Lithologic discontinuity"|55|63|70|200|203|203|130|140|148|"23384884"|"13718098"
"Aquic conditions"|10|15|25|40|50|60|30|35|50|"23384884"|"13718099"
"Ochric epipedon"|0|0|0|10|15|25|10|15|25|"23384818"|"13718079"
"Cambic horizon"|10|15|25|190|203|203|165|188|193|"23384818"|"13718080"
"Slickensides"|10|15|25|190|203|203|165|188|193|"23384818"|"13718081"
"Ochric epipedon"|0|0|0|10|15|25|10|15|25|"23384820"|"13718082"
"Cambic horizon"|10|15|25|190|203|203|120|127|130|"23384820"|"13718083"
"Slickensides"|10|15|25|190|203|203|120|127|130|"23384820"|"13718084"
"Ochric epipedon"|0|0|0|10|15|25|10|15|25|"23384887"|"13718100"
"Cambic horizon"|10|15|25|190|203|203|120|127|130|"23384887"|"13718101"
"Slickensides"|10|15|25|190|203|203|120|127|130|"23384887"|"13718102"
"Ochric epipedon"|0|0|0|8|10|20|8|10|20|"23384888"|"13718103"
"Cambic horizon"|8|10|20|120|127|180|100|117|160|"23384888"|"13718104"
"Ochric epipedon"|0|0|0|8|10|20|8|10|20|"23384787"|"13718076"
"Cambic horizon"|8|10|20|120|127|180|100|117|160|"23384787"|"13718077"
"Ochric epipedon"|0|0|0|15|20|30|15|20|30|"23384815"|"13718078"
