||"Tread"||"36807831"|"14291230"
||"Tread"||"36807821"|"14291228"
||"Tread"||"36807873"|"14291240"
|||"Rise"|"36807894"|"14291250"
|||"Rise"|"36807893"|"14291249"
||"Tread"||"36807839"|"14291233"
||"Tread"||"36807834"|"14291231"
||"Tread"||"36807871"|"14291239"
||"Tread"||"36807845"|"14291234"
||"Tread"||"36807823"|"14291229"
||"Tread"||"36807679"|"14291226"
|||"Dip"|"36807890"|"14291247"
||"Riser"||"36807875"|"14291241"
||"Tread"||"36807784"|"14291252"
||"Tread"||"36807868"|"14291238"
||"Tread"||"36807857"|"14291236"
||"Tread"||"36807836"|"14291232"
||"Tread"||"36807848"|"14291235"
||"Riser"||"36807880"|"14291244"
||"Riser"||"36807878"|"14291243"
||"Riser"||"36807876"|"14291242"
|||"Rise"|"36807889"|"14291246"
|||"Dip"|"36807891"|"14291248"
||"Tread"||"36807896"|"14291251"
||"Tread"||"36807811"|"14291227"
||"Tread"||"36807866"|"14291237"
|||"Rise"|"36807888"|"14291245"
