"mixed"|"23386871"|"18443235"
"mixed"|"23386872"|"18443236"
"mixed"|"23386884"|"18443246"
"mixed"|"23386886"|"18443247"
"mixed"|"23386876"|"18443240"
"mixed"|"23386889"|"18443248"
"mixed"|"23386890"|"18443249"
"mixed"|"23386837"|"18443214"
"mixed"|"23386845"|"18443221"
"mixed"|"23386838"|"18443215"
"siliceous"|"23386847"|"18443222"
"mixed"|"23386849"|"18443223"
"mixed"|"23386860"|"18443231"
"mixed"|"23386898"|"18443252"
"mixed"|"23386899"|"18443253"
"mixed"|"23386855"|"18443226"
"mixed"|"23386856"|"18443227"
"montmorillonitic"|"23386862"|"18443232"
"mixed"|"23386851"|"18443224"
"mixed"|"23386840"|"18443216"
"mixed"|"23386842"|"18443218"
"mixed"|"23386843"|"18443219"
"mixed"|"23386844"|"18443220"
"mixed"|"23386854"|"18443225"
"mixed"|"23386857"|"18443228"
"smectitic"|"23386858"|"18443229"
"mixed"|"23386900"|"18443254"
"mixed"|"23386901"|"18443255"
"smectitic"|"23386873"|"18443237"
"smectitic"|"23386874"|"18443238"
"smectitic"|"23386875"|"18443239"
"smectitic"|"23386894"|"18443250"
"smectitic"|"23386896"|"18443251"
"mixed"|"23386880"|"18443242"
"mixed"|"23386859"|"18443230"
"mixed"|"23386878"|"18443241"
"mixed"|"23386841"|"18443217"
"mixed"|"23386881"|"18443243"
"mixed"|"23386882"|"18443244"
"mixed"|"23386883"|"18443245"
"mixed"|"23386864"|"18443233"
"mixed"|"23386868"|"18443234"
