"Ochric epipedon"|0|0|0|10|25|30|10|25|30|"21860398"|"12183319"
"Cambic horizon"|10|25|30|56|107|152|46|82|142|"21860398"|"12183320"
"Argillic horizon"|28|43|89|66|97|191|38|54|163|"21860410"|"12183330"
"Mollic epipedon"|0|0|0|28|43|89|28|43|89|"21860410"|"12183331"
"Ochric epipedon"|0|0|0|10|20|30|10|20|30|"21860411"|"12183332"
"Cambic horizon"|10|20|30|56|71|152|46|51|142|"21860411"|"12183333"
"Ochric epipedon"|0|0|0|10|18|30|10|18|30|"21860413"|"12183334"
"Argillic horizon"|15|41|45|86|105|117|51|64|102|"21860413"|"12183335"
"Ochric epipedon"|0|0|0|8|18|25|8|18|25|"21860342"|"12183283"
"Albic horizon"|8|18|25|18|41|56|10|23|48|"21860342"|"12183284"
"Argillic horizon"|18|41|56|51|99|120|33|58|102|"21860342"|"12183285"
"Natric horizon"|18|41|56|51|99|102|33|58|84|"21860342"|"12183286"
"Mollic epipedon"|0|0|0|18|20|38|18|20|38|"21860344"|"12183287"
"Argillic horizon"|28|36|89|66|94|191|38|58|163|"21860344"|"12183288"
"Ochric epipedon"|0|0|0|10|18|30|10|18|30|"21860334"|"12183270"
"Argillic horizon"|15|41|45|86|105|117|51|64|102|"21860334"|"12183271"
"Ochric epipedon"|0|0|0|30|38|43|30|38|43|"21860335"|"12183272"
"Albic horizon"|8|15|25|30|38|43|5|23|35|"21860335"|"12183273"
"Argillic horizon"|30|38|43|64|142|185|21|104|155|"21860335"|"12183274"
"Ochric epipedon"|0|0|0|10|15|23|10|15|23|"21860336"|"12183275"
"Aquic conditions"|40|58|75|122|183|200|82|125|160|"21860336"|"12183276"
"Ochric epipedon"|0|0|0|8|18|30|8|18|30|"21860374"|"12183302"
"Glossic horizon"|8|18|30|58|94|157|28|76|127|"21860374"|"12183303"
"Natric horizon"|58|94|157|149|183|200|43|89|142|"21860374"|"12183304"
"Ochric epipedon"|0|0|0|8|18|23|8|18|23|"21860375"|"12183305"
"Albic materials"|8|18|23|31|33|84|13|15|76|"21860375"|"12183306"
"Argillic horizon"|31|33|84|48|127|186|17|94|155|"21860375"|"12183307"
"Glossic horizon"|31|33|84|48|127|186|17|94|155|"21860375"|"12183308"
"Natric horizon"|30|58|102|60|137|152|30|79|122|"21860376"|"12183309"
"Ochric epipedon"|0|0|0|8|18|30|8|18|30|"21860376"|"12183310"
"Albic horizon"|8|18|30|15|28|46|7|10|38|"21860376"|"12183311"
"Argillic horizon"|15|28|46|60|137|152|45|109|137|"21860376"|"12183312"
"Ochric epipedon"|0|0|0|10|30|35|10|30|35|"21860396"|"12183316"
"Cambic horizon"|10|30|35|10|43|65|0|13|30|"21860396"|"12183317"
"Slickensides"|10|43|55|61|122|166|51|79|156|"21860396"|"12183318"
"Ochric epipedon"|0|0|0|13|15|20|13|15|20|"21860367"|"12183289"
"Argillic horizon"|16|25|36|94|130|183|78|105|147|"21860367"|"12183290"
"Fragipan"|58|64|80|94|130|183|36|66|103|"21860367"|"12183291"
"Argillic horizon"|16|25|36|94|130|183|78|105|147|"21860370"|"12183292"
"Fragipan"|58|64|80|94|130|183|36|66|103|"21860370"|"12183293"
"Ochric epipedon"|0|0|0|13|15|20|8|12|18|"21860370"|"12183294"
"Ochric epipedon"|0|0|0|24|32|46|24|32|46|"21860371"|"12183295"
"Glossic horizon"|47|61|70|76|99|120|29|38|50|"21860371"|"12183296"
"Argillic horizon"|47|61|70|117|149|180|70|88|110|"21860371"|"12183297"
"Fragipan"|47|61|70|117|149|180|70|88|110|"21860371"|"12183298"
"Paralithic contact"|112|137|150|140|147|160|25|25|25|"21860373"|"12183301"
"Argillic horizon"|10|20|25|112|137|150|102|117|125|"21860373"|"12183300"
"Ochric epipedon"|0|0|0|10|20|25|10|20|25|"21860373"|"12183299"
"Ochric epipedon"|0|0|0|8|10|18||10||"21860378"|"12183313"
"Argillic horizon"|8|10|18|10|36|43||26||"21860378"|"12183314"
"Lithic contact"|51|94|102|51|94|102||0||"21860378"|"12183315"
"Ochric epipedon"|0|0|0|15|23|24|15|23|24|"21860339"|"12183277"
"Argillic horizon"|15|23|24|30|43|49|15|20|25|"21860339"|"12183278"
"Lithic contact"|30|43|49|30|43|49||||"21860339"|"12183279"
"Ochric epipedon"|0|0|0|10|15|15|10|15|15|"21860341"|"12183280"
"Argillic horizon"|23|33|35|51|79|102|19|46|50|"21860341"|"12183281"
"Lithic contact"|51|79|102|51|79|102||||"21860341"|"12183282"
"Ochric epipedon"|0|0|0|13|20|30|13|20|30|"21860400"|"12183321"
"Albic materials"|13|20|30|23|36|91|10|16|78|"21860400"|"12183322"
"Argillic horizon"|23|36|91|69|86|167|46|50|144|"21860400"|"12183323"
"Argillic horizon"|28|43|89|66|97|191|38|54|163|"21860401"|"12183324"
"Mollic epipedon"|0|0|0|28|43|89|28|43|89|"21860401"|"12183325"
"Albic horizon"|8|20|25|18|30|56|10|10|48|"21860402"|"12183329"
"Natric horizon"|18|30|56|51|112|183|33|82|165|"21860402"|"12183328"
"Argillic horizon"|18|30|56|51|112|183|33|82|165|"21860402"|"12183327"
"Ochric epipedon"|0|0|0|8|20|25|8|20|25|"21860402"|"12183326"
