"A-2-4"|Yes|"68238273"|"111385671"
"A-6"|No |"68238273"|"111385672"
"A-6"|Yes|"68238746"|"111386543"
"A-7-6"|No |"68238746"|"111386544"
"A-4"|Yes|"68238868"|"111386773"
"A-6"|No |"68238868"|"111386774"
"A-4"|No |"68238711"|"111386484"
"A-6"|Yes|"68238711"|"111386486"
"A-7-6"|No |"68238711"|"111386485"
"A-7-5"|No |"68238862"|"111386762"
"A-7-6"|Yes|"68238862"|"111386761"
"A-7-5"|Yes|"68238299"|"111385716"
"A-7-6"|No |"68238299"|"111385717"
"A-7-6"|Yes|"68238831"|"111386705"
"A-6"|Yes|"68238430"|"111385969"
"A-7-6"|No |"68238430"|"111385968"
"A-4"|No |"68238810"|"111386663"
"A-6"|Yes|"68238810"|"111386664"
"A-4"|No |"68238492"|"111386092"
"A-6"|Yes|"68238492"|"111386091"
"A-4"|Yes|"68238576"|"111386238"
"A-6"|No |"68238576"|"111386237"
"A-4"|Yes|"68238247"|"111385623"
"A-6"|No |"68238247"|"111385624"
"A-7-6"|Yes|"68238724"|"111386507"
"A-6"|No |"68238367"|"111385855"
"A-7-6"|Yes|"68238367"|"111385854"
"A-6"|No |"68238461"|"111386031"
"A-7-6"|Yes|"68238461"|"111386032"
"A-7-5"|No |"68238166"|"111385465"
"A-7-6"|Yes|"68238166"|"111385464"
"A-4"|Yes|"68238483"|"111386072"
"A-6"|No |"68238483"|"111386071"
"A-1-b"|Yes|"68238857"|"111386755"
"A-7-6"|No |"68238857"|"111386754"
"A-7-5"|Yes|"68238388"|"111385892"
"A-7-6"|No |"68238388"|"111385891"
"A-6"|No |"68238321"|"111385761"
"A-7-6"|Yes|"68238321"|"111385760"
"A-7-6"|Yes|"68238472"|"111386052"
"A-7-5"|No |"68238586"|"111386257"
"A-7-6"|Yes|"68238586"|"111386256"
"A-4"|No |"68238358"|"111385836"
"A-6"|Yes|"68238358"|"111385837"
"A-4"|No |"68238229"|"111385585"
"A-6"|Yes|"68238229"|"111385586"
"A-2-4"|Yes|"68238577"|"111386239"
"A-4"|No |"68238577"|"111386240"
