"Aquic conditions"|0|0|0|26|35|61|26|35|61|"21661156"|"11984982"
"Ochric epipedon"|0|0|0|26|35|61|26|35|61|"21661156"|"11984981"
"Argillic horizon"|26|35|61|203|203|203|142|168|177|"21661156"|"11984983"
"Calcic horizon"|8|30|48|203|203|203|155|173|195|"21661207"|"11984766"
"Ochric epipedon"|0|0|0|8|30|48|8|30|48|"21661207"|"11984765"
"Endosaturation"|112|157|163|203|203|203|40|46|91|"21661207"|"11984767"
"Aquic conditions"|8|15|15|203|203|203|188|188|195|"21661209"|"11984769"
"Ochric epipedon"|0|0|0|8|15|15|8|15|15|"21661209"|"11984768"
"Aquic conditions"|8|13|26|203|203|203|177|190|195|"21661210"|"11984942"
"Ochric epipedon"|0|0|0|8|13|26|8|13|26|"21661210"|"11984941"
"Ochric epipedon"|0|0|0|15|15|31|15|15|31|"21661239"|"11985008"
"Mollic epipedon"|0|0|0|32|55|92|32|55|77|"21661240"|"11985222"
"Argillic horizon"|10|21|57|203|203|203|146|182|193|"21661240"|"11985223"
"Ochric epipedon"|0|0|0|13|18|30|13|18|30|"21661244"|"11985374"
"Argillic horizon"|13|18|30|203|203|203|173|185|190|"21661244"|"11985375"
"Glossic horizon"|8|10|13|203|203|203|190|193|195|"21661265"|"11984948"
"Aquic conditions"|0|0|0|203|203|203|203|203|203|"21661265"|"11984946"
"Ochric epipedon"|0|0|0|23|46|66|23|46|66|"21661265"|"11984947"
"Argillic horizon"|23|46|66|203|203|203|137|157|180|"21661265"|"11984949"
"Ochric epipedon"|0|0|0|28|41|69|28|41|69|"21661266"|"11984950"
"Argillic horizon"|28|41|69|203|203|203|134|162|175|"21661266"|"11984951"
"Glossic horizon"|25|30|64|61|104|107|3|74|82|"21661268"|"11984953"
"Aquic conditions"|0|0|0|203|203|203|203|203|203|"21661268"|"11984952"
"Ochric epipedon"|0|0|0|25|30|64|25|30|64|"21661268"|"11984954"
"Argillic horizon"|25|30|64|203|203|203|139|173|178|"21661268"|"11984955"
"Secondary carbonates"|18|28|35|203|203|203|168|175|185|"21661278"|"11984772"
"Mollic epipedon"|0|0|0|25|28|49|25|28|49|"21661278"|"11984770"
"Argillic horizon"|18|28|35|203|203|203|168|175|185|"21661278"|"11984771"
"Abrupt textural change"|51|58|90|||||||"21661296"|"11984803"
"Ochric epipedon"|0|0|0|51|58|90|51|58|90|"21661296"|"11984801"
"Argillic horizon"|51|58|90|203|203|203|113|145|152|"21661296"|"11984802"
"Ochric epipedon"|0|0|0|32|45|51|32|45|51|"21661302"|"11985083"
"Argillic horizon"|32|45|51|203|203|203|152|158|171|"21661302"|"11985084"
"Aquic conditions"|0|0|0|20|58|66|20|58|66|"21661307"|"11984859"
"Ochric epipedon"|0|0|0|20|22|48|20|22|48|"21661307"|"11984857"
"Argillic horizon"|20|22|48|203|203|203|155|181|183|"21661307"|"11984858"
"Aquic conditions"|0|0|0|25|44|64|25|44|64|"21661310"|"11984863"
"Ochric epipedon"|0|0|0|8|20|23|8|20|23|"21661310"|"11984860"
"Argillic horizon"|25|44|64|203|203|203|139|159|178|"21661310"|"11984861"
"Episaturation"|0|0|0|25|44|64|25|44|64|"21661310"|"11984862"
"Ochric epipedon"|0|0|0|46|63|84|46|63|64|"21661312"|"11984864"
"Argillic horizon"|36|63|84|79|203|203|43|140|157|"21661312"|"11984865"
"Aquic conditions"|0|0|0|203|203|203|203|203|203|"21661314"|"11984868"
"Ochric epipedon"|0|0|0|10|13|30|10|13|30|"21661314"|"11984866"
"Slickensides"|10|48|80|203|203|203|123|155|193|"21661314"|"11984867"
"Reduced matrix"|0|0|0|203|203|203|203|203|203|"21661314"|"11984869"
"Aquic conditions"|0|0|0|26|35|61|26|35|61|"21661317"|"11985226"
"Ochric epipedon"|0|0|0|26|35|61|26|35|61|"21661317"|"11985224"
