"2"|"21661156"|"4862508"
"2"|"21661158"|"4862404"
"3"|"21661158"|"4862405"
"2"|"21661168"|"4862384"
"2"|"21661174"|"4862382"
"3"|"21661174"|"4862383"
"2"|"21661206"|"4862345"
"3"|"21661206"|"4862343"
"4"|"21661206"|"4862344"
"4"|"21661208"|"4862444"
"2"|"21661209"|"4862330"
"2"|"21661210"|"4862336"
"2"|"21661239"|"4862439"
"2"|"21661241"|"4862403"
"2"|"21661244"|"4862442"
"2"|"21661265"|"4862457"
"3"|"21661265"|"4862456"
"2"|"21661268"|"4862458"
"3"|"21661268"|"4862459"
"2"|"21661280"|"4862381"
"2"|"21661297"|"4862419"
"3"|"21661297"|"4862420"
"2"|"21661300"|"4862394"
"3"|"21661300"|"4862395"
"2"|"21661306"|"4862425"
"3"|"21661306"|"4862426"
"2"|"21661307"|"4862471"
"2"|"21661310"|"4862472"
"3"|"21661310"|"4862473"
"2"|"21661311"|"4862474"
"2"|"21661313"|"4862475"
"3"|"21661313"|"4862476"
"2"|"21661314"|"4862477"
"2"|"21661317"|"4862434"
"2"|"21661342"|"4862386"
"3"|"21661342"|"4862387"
"2"|"21661346"|"4862412"
"2"|"21661373"|"4862392"
"3"|"21661373"|"4862393"
"2"|"21661375"|"4862469"
"2"|"21661376"|"4862463"
"2"|"21661377"|"4862464"
"4"|"21661377"|"4862465"
"2"|"21661378"|"4862460"
"4"|"21661378"|"4862461"
"2"|"21661379"|"4862398"
"4"|"21661379"|"4862399"
"2"|"21661380"|"4862462"
"2"|"21661381"|"4862466"
"3"|"21661381"|"4862467"
"4"|"21661381"|"4862468"
"2"|"21661391"|"4862379"
"2"|"21661394"|"4862401"
"2"|"21661401"|"4862516"
"2"|"21661403"|"4862361"
"3"|"21661403"|"4862362"
"2"|"21661404"|"4862388"
"3"|"21661404"|"4862389"
"2"|"21661408"|"4862443"
"2"|"21661421"|"4862511"
"3"|"21661421"|"4862512"
"2"|"21661437"|"4862396"
"3"|"21661437"|"4862397"
"2"|"21661438"|"4862470"
"2"|"21661457"|"4862314"
"3"|"21661457"|"4862315"
"2"|"21661473"|"4862354"
"3"|"21661473"|"4862353"
"2"|"21661475"|"4862445"
"2"|"21661491"|"4862440"
"3"|"21661491"|"4862441"
"2"|"21661497"|"4862368"
"2"|"21661498"|"4862446"
"3"|"21661498"|"4862447"
"2"|"21661499"|"4862360"
"2"|"21661515"|"4862376"
"3"|"21661515"|"4862377"
"2"|"21661516"|"4862507"
"2"|"21661536"|"4862454"
"2"|"21661562"|"4862355"
"2"|"21661564"|"4862438"
"2"|"21661598"|"4862421"
"2"|"21661599"|"4862422"
"3"|"21661599"|"4862423"
"2"|"21661600"|"4862385"
"2"|"21661618"|"4862378"
"2"|"21661623"|"4862402"
"2"|"21661632"|"4862352"
"3"|"21661632"|"4862351"
"2"|"21661643"|"4862430"
"2"|"21661654"|"4862346"
"2"|"21661665"|"4862358"
"2"|"21661667"|"4862453"
"2"|"21661686"|"4862418"
"2"|"21661688"|"4862416"
"3"|"21661688"|"4862417"
"2"|"21661691"|"4862427"
"3"|"21661691"|"4862428"
"2"|"21661692"|"4862424"
"2"|"21661697"|"4862406"
"2"|"21661700"|"4862513"
"3"|"21661700"|"4862514"
"2"|"21661733"|"4862449"
"3"|"21661733"|"4862448"
"2"|"21661739"|"4862413"
"3"|"21661739"|"4862414"
"2"|"21661743"|"4862415"
"2"|"21661748"|"4862432"
"3"|"21661748"|"4862431"
"2"|"21661758"|"4862435"
"3"|"21661758"|"4862436"
"2"|"21661786"|"4862329"
"2"|"21661787"|"4862347"
"2"|"21661793"|"4862371"
"2"|"21661795"|"4862372"
"2"|"21661797"|"4862348"
"2"|"21661801"|"4862349"
"2"|"21661844"|"4862515"
"2"|"21661847"|"4862410"
"3"|"21661847"|"4862411"
"2"|"21661856"|"4862509"
"3"|"21661856"|"4862510"
"2"|"21661884"|"4862374"
"2"|"21661888"|"4862375"
"2"|"21661896"|"4862369"
"2"|"21661897"|"4862363"
"3"|"21661897"|"4862364"
"4"|"21661900"|"4862350"
"2"|"21661901"|"4862370"
"4"|"21661902"|"4862373"
"2"|"21661904"|"4862367"
"3"|"21661904"|"4862365"
"4"|"21661904"|"4862366"
"2"|"21661919"|"4862450"
"2"|"21661921"|"4862451"
"2"|"21661922"|"4862400"
"2"|"21661924"|"4862452"
"2"|"21661925"|"4862359"
"2"|"21661943"|"4862429"
