|||"Flat"|"33908961"|"12966136"
|||"Talf"|"33908998"|"12966165"
|||"Dip"|"33908670"|"12966148"
|||"Rise"|"33908707"|"12966151"
|||"Flat"|"33908950"|"12966141"
|||"Dip"|"33908795"|"12966147"
|||"Dip"|"33908659"|"12966007"
||"Riser"||"33908758"|"12966253"
|||"Rise"|"33908729"|"12966208"
|||"Talf"|"33908988"|"12966155"
|||"Dip"|"33908717"|"12966225"
|||"Talf"|"33908769"|"12966002"
|||"Talf"|"33908858"|"12966018"
|||"Rise"|"33908891"|"12966032"
|||"Flat"|"33908728"|"12966218"
|||"Dip"|"33908733"|"12966211"
|||"Talf"|"33908832"|"12966115"
||"Tread"||"33908843"|"12966258"
|||"Flat"|"33908978"|"12966274"
|||"Rise"|"33908739"|"12966299"
|||"Talf"|"33908681"|"12966203"
|||"Talf"|"33908702"|"12966288"
|||"Flat"|"33908784"|"12966222"
|||"Talf"|"33908692"|"12966195"
|||"Talf"|"33908939"|"12966128"
|||"Talf"|"33908968"|"12966230"
|||"Rise"|"33908666"|"12966281"
|||"Talf"|"33908906"|"12966078"
|||"Talf"|"33908817"|"12966232"
|||"Dip"|"33908997"|"12966169"
|||"Talf"|"33908688"|"12966194"
|||"Talf"|"33908954"|"12966125"
|||"Rise"|"33908828"|"12966116"
|||"Flat"|"33908943"|"12966131"
||"Tread"||"33908747"|"12965857"
|||"Talf"|"33908725"|"12966214"
|||"Talf"|"33908677"|"12966198"
|||"Rise"|"33908932"|"12966267"
|||"Talf"|"33908895"|"12966029"
|||"Dip"|"33908964"|"12966241"
|||"Rise"|"33908776"|"12966265"
|||"Dip"|"33908813"|"12966242"
|||"Dip"|"33908880"|"12966021"
|||"Flat"|"33908999"|"12966166"
|||"Talf"|"33908986"|"12966233"
|||"Talf"|"33908917"|"12966289"
|||"Talf"|"33908839"|"12966118"
||"Riser"||"33908761"|"12966251"
|||"Talf"|"33908731"|"12966206"
|||"Talf"|"33908774"|"12966001"
|||"Flat"|"33908730"|"12966209"
|||"Flat"|"33908949"|"12966140"
|||"Talf"|"33908877"|"12966019"
|||"Flat"|"33908720"|"12966213"
|||"Flat"|"33908962"|"12966270"
|||"Talf"|"33908868"|"12966186"
||"Tread"||"33908940"|"12966259"
|||"Talf"|"33908890"|"12966033"
|||"Talf"|"33908866"|"12966184"
|||"Talf"|"33908763"|"12965855"
|||"Dip"|"33908792"|"12965977"
|||"Talf"|"33908901"|"12966083"
|||"Talf"|"33908805"|"12966234"
|||"Flat"|"33908710"|"12966227"
||"Tread"||"33908855"|"12966256"
|||"Talf"|"33908960"|"12966135"
|||"Rise"|"33908657"|"12966006"
|||"Talf"|"33908942"|"12966130"
|||"Dip"|"33908910"|"12966188"
|||"Rise"|"33908772"|"12966245"
||"Tread"||"33908699"|"12966248"
|||"Talf"|"33908668"|"12966287"
|||"Rise"|"33908783"|"12966221"
|||"Flat"|"33908931"|"12966266"
|||"Flat"|"33908846"|"12966077"
|||"Talf"|"33908687"|"12966193"
|||"Flat"|"33908989"|"12966156"
|||"Talf"|"33908857"|"12966017"
|||"Talf"|"33908689"|"12966196"
|||"Talf"|"33909000"|"12966167"
|||"Talf"|"33908919"|"12966197"
|||"Talf"|"33908804"|"12966237"
|||"Talf"|"33908815"|"12966084"
|||"Flat"|"33908678"|"12966199"
|||"Talf"|"33908974"|"12966231"
|||"Talf"|"33908888"|"12966028"
|||"Rise"|"33908709"|"12966226"
|||"Dip"|"33908722"|"12966216"
|||"Rise"|"33908837"|"12966124"
|||"Rise"|"33908698"|"12966283"
||"Tread"||"33908847"|"12966280"
|||"Talf"|"33908826"|"12966111"
|||"Talf"|"33908899"|"12966079"
|||"Talf"|"33908835"|"12966119"
|||"Talf"|"33908951"|"12966142"
|||"Rise"|"33908680"|"12966202"
|||"Talf"|"33908711"|"12966228"
|||"Talf"|"33908985"|"12966239"
|||"Rise"|"33908930"|"12966246"
|||"Flat"|"33908993"|"12966154"
|||"Flat"|"33908937"|"12966127"
|||"Talf"|"33908834"|"12966121"
|||"Rise"|"33908782"|"12966220"
|||"Talf"|"33908661"|"12966149"
||"Tread"||"33908915"|"12966249"
|||"Talf"|"33908793"|"12966276"
|||"Talf"|"33908948"|"12966139"
|||"Talf"|"33908878"|"12966020"
|||"Rise"|"33908867"|"12966185"
|||"Flat"|"33908682"|"12966204"
|||"Talf"|"33908845"|"12966076"
|||"Rise"|"33908982"|"12966064"
|||"Flat"|"33908819"|"12966085"
|||"Rise"|"33908676"|"12966160"
|||"Dip"|"33908952"|"12966134"
|||"Dip"|"33908871"|"12966187"
|||"Talf"|"33908874"|"12966023"
|||"Talf"|"33908900"|"12966080"
|||"Talf"|"33908882"|"12966024"
|||"Talf"|"33908911"|"12966189"
|||"Talf"|"33908992"|"12966153"
||"Tread"||"33908863"|"12966257"
|||"Rise"|"33908963"|"12966271"
|||"Rise"|"33908686"|"12966191"
|||"Rise"|"33908808"|"12966269"
||"Tread"||"33908723"|"12966261"
|||"Talf"|"33908823"|"12966113"
|||"Rise"|"33908885"|"12966027"
|||"Talf"|"33908944"|"12966132"
|||"Talf"|"33908679"|"12966201"
|||"Talf"|"33908786"|"12966219"
|||"Talf"|"33908822"|"12966238"
|||"Flat"|"33908675"|"12966161"
||"Tread"||"33908859"|"12966247"
|||"Talf"|"33908833"|"12966120"
|||"Rise"|"33908971"|"12966273"
|||"Rise"|"33908897"|"12966082"
|||"Flat"|"33908775"|"12966264"
||"Riser"||"33908745"|"12966252"
|||"Rise"|"33908875"|"12966022"
||"Tread"||"33908849"|"12966255"
|||"Flat"|"33908970"|"12966272"
|||"Rise"|"33908922"|"12966286"
|||"Talf"|"33908995"|"12966158"
|||"Rise"|"33908716"|"12966224"
|||"Talf"|"33908896"|"12966030"
|||"Rise"|"33908664"|"12966284"
|||"Rise"|"33908801"|"12966145"
|||"Rise"|"33908790"|"12966263"
|||"Talf"|"33908727"|"12966217"
|||"Rise"|"33908719"|"12966212"
|||"Dip"|"33908933"|"12966314"
|||"Rise"|"33908959"|"12966138"
|||"Talf"|"33908912"|"12966190"
|||"Rise"|"33908827"|"12966117"
|||"Talf"|"33908973"|"12966236"
|||"Talf"|"33908800"|"12966144"
|||"Talf"|"33908662"|"12966150"
|||"Talf"|"33908881"|"12966025"
|||"Talf"|"33908811"|"12966278"
|||"Flat"|"33909001"|"12966168"
|||"Dip"|"33908980"|"12966243"
|||"Dip"|"33908683"|"12966200"
|||"Rise"|"33908914"|"12966282"
|||"Dip"|"33908853"|"12966016"
||"Tread"||"33908695"|"12966250"
|||"Talf"|"33908936"|"12966316"
|||"Talf"|"33908927"|"12966034"
|||"Talf"|"33908798"|"12966146"
|||"Dip"|"33908903"|"12966081"
|||"Dip"|"33908672"|"12966164"
|||"Dip"|"33908829"|"12966112"
|||"Talf"|"33908831"|"12966114"
|||"Talf"|"33908923"|"12966229"
|||"Rise"|"33908842"|"12966123"
|||"Talf"|"33908958"|"12966137"
|||"Talf"|"33908673"|"12966162"
|||"Dip"|"33908704"|"12966152"
|||"Dip"|"33908990"|"12966159"
|||"Flat"|"33908807"|"12966268"
|||"Dip"|"33908809"|"12966244"
|||"Flat"|"33908955"|"12966126"
|||"Rise"|"33908979"|"12966275"
|||"Dip"|"33908736"|"12966210"
|||"Talf"|"33908967"|"12966235"
|||"Talf"|"33908713"|"12966223"
||"Tread"||"33908851"|"12966015"
||"Tread"||"33908956"|"12966260"
|||"Talf"|"33908799"|"12966143"
|||"Rise"|"33908737"|"12966207"
|||"Rise"|"33908945"|"12966133"
|||"Rise"|"33908820"|"12966086"
|||"Flat"|"33908994"|"12966157"
|||"Rise"|"33908841"|"12966122"
|||"Flat"|"33908726"|"12966215"
|||"Talf"|"33908976"|"12966279"
|||"Talf"|"33908788"|"12965976"
|||"Dip"|"33908946"|"12966129"
|||"Dip"|"33908693"|"12966192"
|||"Talf"|"33908935"|"12966315"
|||"Flat"|"33908983"|"12966063"
|||"Talf"|"33908767"|"12966004"
|||"Rise"|"33908768"|"12966003"
|||"Dip"|"33908883"|"12966026"
||"Tread"||"33908861"|"12966254"
|||"Dip"|"33908777"|"12966240"
|||"Flat"|"33908674"|"12966163"
|||"Flat"|"33908789"|"12966262"
|||"Talf"|"33908925"|"12966277"
|||"Rise"|"33908706"|"12966285"
|||"Dip"|"33908893"|"12966031"
|||"Dip"|"33908779"|"12966205"
