|||"Dip"|"36797554"|"14289702"
||"Riser"||"36797544"|"14289697"
||"Tread"||"36797606"|"14289737"
|||"Talf"|"36797532"|"14289689"
||"Riser"||"36797542"|"14289696"
|||"Talf"|"36797533"|"14289690"
|||"Rise"|"36797553"|"14289701"
|"Side Slope"|||"36797564"|"14289711"
||"Tread"||"36797595"|"14289729"
||"Tread"||"36797584"|"14289724"
|"Interfluve"|||"36797562"|"14289709"
||"Tread"||"36797534"|"14289691"
|"Interfluve"|||"36797531"|"14289688"
||"Tread"||"36797586"|"14289725"
||"Tread"||"36797545"|"14289698"
||"Tread"||"36797603"|"14289734"
|||"Talf"|"36797555"|"14289703"
|"Side Slope"|||"36797530"|"14289687"
||"Tread"||"36797604"|"14289735"
||"Riser"||"36797625"|"14289744"
|||"Talf"|"36797556"|"14289704"
||"Tread"||"36797582"|"14289722"
||"Tread"||"36797541"|"14289695"
|||"Rise"|"36797471"|"14289717"
||"Tread"||"36797596"|"14289730"
|"Side Slope"|||"36797563"|"14289710"
||"Tread"||"36797574"|"14289716"
||"Tread"||"36797589"|"14289727"
|||"Rise"|"36797581"|"14289721"
|"Side Slope"|||"36797537"|"14289694"
||"Tread"||"36797607"|"14289738"
|||"Dip"|"36797580"|"14289720"
||"Tread"||"36797568"|"14289713"
|||"Talf"|"36797601"|"14289732"
||"Riser"||"36797569"|"14289714"
||"Tread"||"36797600"|"14289731"
|||"Talf"|"36797559"|"14289706"
||"Tread"||"36797558"|"14289705"
|"Interfluve"|||"36797529"|"14289686"
||"Tread"||"36797442"|"14289700"
|||"Rise"|"36797536"|"14289693"
||"Tread"||"36797612"|"14289740"
|"Head Slope"|||"36797560"|"14289707"
||"Riser"||"36797623"|"14289742"
||"Tread"||"36797610"|"14289739"
||"Tread"||"36797602"|"14289733"
|||"Dip"|"36797472"|"14289718"
||"Tread"||"36797613"|"14289741"
|||"Rise"|"36797535"|"14289692"
|||"Talf"|"36797624"|"14289743"
||"Tread"||"36797587"|"14289726"
||"Tread"||"36797546"|"14289699"
|||"Dip"|"36797583"|"14289723"
||"Tread"||"36797528"|"14289685"
|"Interfluve"|||"36797561"|"14289708"
||"Tread"||"36797465"|"14289715"
||"Riser"||"36797605"|"14289736"
|||"Talf"|"36797565"|"14289712"
||"Tread"||"36797594"|"14289728"
||"Tread"||"36797576"|"14289719"
