"Fragipan"|"noncoherent"|50|69|75|140|180|203||111||"23380664"|"6581514"
"Fragipan"|"noncoherent"|71|94|100|173|183|193|82|89|102|"23380678"|"6581515"
"Fragipan"|"noncoherent"|56|66|76|173|183|193|97|117|137|"23380679"|"6581516"
"Fragipan"|"noncoherent"|41|61|81|140|150|160|69|89|109|"23380681"|"6581517"
"Fragipan"|"noncoherent"|41|61|81|140|150|160|69|89|109|"23380708"|"6581518"
"Fragipan"|"noncoherent"|65|73|90|150|203|230|85|130|140|"23380720"|"6581519"
"Fragipan"|"noncoherent"|66|76|86|173|183|193|87|107|127|"23380723"|"6581520"
"Fragipan"|"noncoherent"|54|64|74|173|183|193|99|119|139|"23380728"|"6581521"
"Fragipan"|"noncoherent"|60|66|75|165|203|203|105|137|143|"23380740"|"6581522"
"Fragipan"|"noncoherent"||||||||||"23380742"|"6581523"
"Fragipan"|"noncoherent"|54|64|74|173|203|203|120|139|139|"23380747"|"6581524"
"Fragipan"|"noncoherent"|51|61|71|109|119|129|38|58|78|"23380755"|"6581525"
"Fragipan"|"noncoherent"|60|66|75|165|183|203|105|117|128|"23380766"|"6581526"
"Fragipan"|"Moderately coherent"||||||||||"23380768"|"6581527"
