"Clay loam"||"139897436"|"142294460"
"Silt loam"||"139897635"|"142294443"
"Silty clay"||"139897465"|"142294368"
"Silt loam"||"139897552"|"142294495"
"Silt loam"||"139897600"|"142294462"
"Silt loam"||"139897478"|"142294315"
"Sandy clay loam"||"139897539"|"142294351"
"Loam"||"139897454"|"142294408"
"Clay"||"139897467"|"142294512"
"Silty clay"||"139897611"|"142294464"
"Silt loam"||"139897486"|"142294404"
"Silty clay loam"||"139897673"|"142294254"
"Fine sandy loam"||"139897404"|"142294316"
"Silty clay"||"139897624"|"142294369"
"Sandy loam"||"139897541"|"142294490"
"Silty clay loam"||"139897583"|"142294426"
"Silt loam"||"139897580"|"142294424"
"Loam"||"139897528"|"142294483"
"Silty clay loam"||"139897517"|"142294469"
"Silt loam"||"139897633"|"142294304"
"Silty clay loam"||"139897447"|"142294334"
"Silty clay loam"||"139897414"|"142294504"
"Clay"||"139897622"|"142294371"
"Sandy clay loam"||"139897530"|"142294481"
"Silty clay loam"||"139897445"|"142294468"
"Loam"||"139897424"|"142294302"
"Fine sandy loam"||"139897403"|"142294378"
"Silt loam"||"139897572"|"142294497"
"Sandy loam"||"139897458"|"142294406"
"Sand"||"139897604"|"142294331"
"Clay loam"||"139897591"|"142294274"
"Sandy clay loam"||"139897506"|"142294360"
"Silty clay loam"||"139897434"|"142294459"
"Silt loam"||"139897651"|"142294273"
"Silty clay loam"||"139897593"|"142294398"
"Silt loam"||"139897581"|"142294499"
"Loam"||"139897508"|"142294300"
"Loam"||"139897560"|"142294292"
"Silt loam"||"139897519"|"142294470"
"Loam"||"139897582"|"142294295"
"Silt loam"||"139897466"|"142294307"
"Silt loam"||"139897570"|"142294415"
"Silt loam"||"139897412"|"142294433"
"Sandy clay loam"||"139897456"|"142294410"
"Fine sandy loam"||"139897662"|"142294278"
"Very fine sandy loam"||"139897477"|"142294520"
"Silt loam"||"139897644"|"142294271"
"Silt loam"||"139897425"|"142294388"
"Loam"||"139897488"|"142294281"
"Clay loam"||"139897498"|"142294450"
