"Ochric epipedon"||0|||8|||8||"23380692"|"13713348"
"Argillic horizon"||61|||142|||81||"23380692"|"13713349"
"Ochric epipedon"||0|||10|||10||"23380740"|"13713397"
"Redox depletions with chroma 2 or less"||10|||56|||46||"23380740"|"13713398"
"Albic materials"||66|||94|||28||"23380740"|"13713399"
"Redox concentrations"||0|||203|||203||"23380740"|"13713400"
"Fragic soil properties"||66|||203|||137||"23380740"|"13713401"
"Argillic horizon"||66|||203|||137||"23380740"|"13713402"
"Redox depletions with chroma 2 or less"||66|||203|||137||"23380740"|"13713403"
"Ochric epipedon"||0|||10|||10||"23380766"|"13713420"
"Redox concentrations"||0|||183|||183||"23380766"|"13713421"
"Albic materials"||66|||94|||28||"23380766"|"13713422"
"Fragic soil properties"||66|||183|||117||"23380766"|"13713423"
"Argillic horizon"||66|||183|||117||"23380766"|"13713424"
"Redox depletions with chroma 2 or less"||66|||183|||117||"23380766"|"13713425"
"Redox depletions with chroma 2 or less"||10|||56|||46||"23380766"|"13713426"
"Ochric epipedon"||0|||18|||18||"23380679"|"13713335"
"Cambic horizon"||18|||56|||38||"23380679"|"13713336"
"Argillic horizon"||66|||183|||117||"23380679"|"13713337"
"Fragipan"||66|||183|||117||"23380679"|"13713338"
"Glossic horizon"||56|||66|||10||"23380679"|"13713339"
"Ochric epipedon"||0|||36|||36||"23380702"|"13713364"
"Argillic horizon"||36|||203|||167||"23380702"|"13713365"
"Ochric epipedon"||0|||36|||36||"23380674"|"13713330"
"Argillic horizon"||36|||203|||167||"23380674"|"13713331"
"Ochric epipedon"||0|||18|||18||"23380668"|"13713325"
"Albic horizon"||18|||36|||18||"23380668"|"13713326"
"Argillic horizon"||36|||92|||56||"23380668"|"13713327"
"Ochric epipedon"||0|||61|||61||"23380755"|"13713411"
"Argillic horizon"||61|||119|||58||"23380755"|"13713412"
"Fragipan"||61|||119|||58||"23380755"|"13713413"
"Ochric epipedon"||0|||20|||20||"23380756"|"13713414"
"Argillic horizon"||20|||124|||104||"23380756"|"13713415"
"Ochric epipedon"||0|||51|||51||"23380760"|"13713416"
"Cambic horizon"||51|||173|||122||"23380760"|"13713417"
"Ochric epipedon"|0|0|0|10|15|25|10|15|25|"23380683"|"13713343"
"Cambic horizon"|10|15|25|190|203|203|165|188|193|"23380683"|"13713344"
"Slickensides"|10|15|25|190|203|203|165|188|193|"23380683"|"13713345"
"Ochric epipedon"|0|0|0|10|13|20|10|13|20|"23380693"|"13713350"
"Cambic horizon"|10|13|20|43|114|132|23|101|122|"23380693"|"13713351"
"Ochric epipedon"||0|||18|||18||"23380695"|"13713352"
"Albic horizon"||18|||79|||61||"23380695"|"13713353"
"Argillic horizon"||79|||203|||124||"23380695"|"13713354"
"Ochric epipedon"|0|0|0|10|13|20|10|13|20|"23380696"|"13713355"
"Cambic horizon"|10|13|20|43|114|132|23|101|122|"23380696"|"13713356"
"Ochric epipedon"||0|||20|||20||"23380720"|"13713382"
"Argillic horizon"||73|||183|||110||"23380720"|"13713383"
"Fragipan"||73|||203|||130||"23380720"|"13713384"
"Ochric epipedon"||0|||10|||10||"23380700"|"13713362"
"Argillic horizon"||38|||203|||165||"23380700"|"13713363"
"Ochric epipedon"|0|0|0|8|10|20|8|10|20|"23380686"|"13713346"
"Cambic horizon"|8|10|20|120|127|180|100|117|160|"23380686"|"13713347"
"Ochric epipedon"|0|0|0|8|10|20|8|10|20|"23380709"|"13713373"
"Cambic horizon"|8|10|20|120|127|180|100|117|160|"23380709"|"13713374"
"Ochric epipedon"||0|||25|||25||"23380723"|"13713387"
"Argillic horizon"||25|||183|||158||"23380723"|"13713388"
"Fragipan"||76|||183|||107||"23380723"|"13713389"
"Ochric epipedon"|0|0|0|15|25|30|10|25|30|"23380713"|"13713375"
"Argillic horizon"|15|94|120|20|94|120|60|70|90|"23380713"|"13713376"
"Ochric epipedon"||0|||18|||18||"23380714"|"13713377"
"Argillic horizon"||18|||84|||66||"23380714"|"13713378"
"Ochric epipedon"||0|||10|||10||"23380715"|"13713379"
"Ochric epipedon"||0|||18|||18||"23380716"|"13713380"
"Argillic horizon"||18|||84|||66||"23380716"|"13713381"
"Ochric epipedon"||0|||23|||23||"23380705"|"13713366"
"Argillic horizon"||23|||117|||94||"23380705"|"13713367"
"Glossic horizon"||117|||140|||23||"23380705"|"13713368"
"Argillic horizon"||140|||203|||63||"23380705"|"13713369"
"Ochric epipedon"|0|0|0|20|23|41|20|23|41|"23380665"|"13713322"
"Glossic horizon"|111|117|140|132|140|203|21|23|63|"23380665"|"13713323"
"Argillic horizon"|20|23|41|191|203|216|150|180|196|"23380665"|"13713324"
"Ochric epipedon"|0|0|0|11|20|28|11|20|28|"23380697"|"13713357"
"Argillic horizon"|11|20|28|102|135|152|74|115|141|"23380697"|"13713358"
"Episaturation"|61|94|122|76|107|137|10|13|76|"23380697"|"13713359"
"Redox depletions with chroma 2 or less"|11|20|28|61|94|122|51|74|111|"23380697"|"13713360"
"Redox concentrations"|61|94|122|102|135|203|8|41|142|"23380697"|"13713361"
"Ochric epipedon"||0|||81|||81||"23380678"|"13713332"
"Argillic horizon"||81|||183|||102||"23380678"|"13713333"
"Fragipan"||94|||183|||89||"23380678"|"13713334"
"Ochric epipedon"||0|||23|||23||"23380681"|"13713340"
"Argillic horizon"||23|||150|||127||"23380681"|"13713341"
"Fragipan"||61|||150|||89||"23380681"|"13713342"
"Ochric epipedon"||0|||23|||23||"23380708"|"13713370"
"Argillic horizon"||23|||150|||127||"23380708"|"13713371"
"Fragipan"||61|||150|||89||"23380708"|"13713372"
"Ochric epipedon"||0|||15|||15||"23380673"|"13713328"
"Argillic horizon"||15|||216|||201||"23380673"|"13713329"
"Ochric epipedon"||0|||25|||25||"23380763"|"13713418"
"Argillic horizon"||25|||79|||54||"23380763"|"13713419"
"Ochric epipedon"||0|||15|||15||"23380721"|"13713385"
"Argillic horizon"||15|||203|||188||"23380721"|"13713386"
"Ochric epipedon"|0|0|0|15|20|30|15|20|30|"23380743"|"13713404"
"Argillic horizon"|13|43|60|60|75|90|60|75|90|"23380752"|"13713408"
"Ochric epipedon"|0|0|0|4|8|13|4|8|13|"23380752"|"13713409"
"Glossic horizon"|13|43|60|60|75|90|60|75|90|"23380752"|"13713410"
"Ochric epipedon"||0|||64|||64||"23380747"|"13713405"
"Argillic horizon"||64|||183|||119||"23380747"|"13713406"
"Fragipan"||64|||183|||119||"23380747"|"13713407"
"Ochric epipedon"||0|||64|||64||"23380728"|"13713390"
"Argillic horizon"||64|||183|||119||"23380728"|"13713391"
"Fragipan"||64|||183|||119||"23380728"|"13713392"
"Ochric epipedon"||0|||10|||10||"23380729"|"13713393"
"Ochric epipedon"||0|||64|||64||"23380733"|"13713394"
