"Abrupt textural change"|33|45|46|33|45|46||0||"22273094"|"12627759"
"Ochric epipedon"|0|0|0|33|45|46|33|45|46|"22273094"|"12627757"
"Argillic horizon"|33|45|46|203|203|203|156|158|172|"22273094"|"12627758"
"Secondary carbonates"|107|113|154|203|203|203|49|90|96|"22273099"|"12627762"
"Ochric epipedon"|0|0|0|11|16|30|11|16|30|"22273099"|"12627760"
"Argillic horizon"|11|16|30|203|203|203|173|187|192|"22273099"|"12627761"
"Abrupt textural change"|51|58|90|||||||"22273102"|"12627765"
"Ochric epipedon"|0|0|0|51|58|90|51|58|90|"22273102"|"12627763"
"Argillic horizon"|51|58|90|203|203|203|113|145|152|"22273102"|"12627764"
"Ochric epipedon"|0|0|0|32|45|51|32|45|51|"22273107"|"12627766"
"Argillic horizon"|32|45|51|203|203|203|152|158|171|"22273107"|"12627767"
"Ochric epipedon"|0|0|0|101|110|122|101|110|122|"22273111"|"12627768"
"Argillic horizon"|101|110|122|203|203|203|81|93|102|"22273111"|"12627769"
"Aquic conditions"||41|||115|||74||"22273112"|"12627772"
"Ochric epipedon"||0|||59|||59||"22273112"|"12627770"
"Argillic horizon"||59|||203|||144||"22273112"|"12627771"
"Aquic conditions"|0|0|0|25|44|64|25|44|64|"22273126"|"12627781"
"Ochric epipedon"|0|0|0|8|20|23|8|20|23|"22273126"|"12627778"
"Argillic horizon"|25|44|64|203|203|203|139|159|178|"22273126"|"12627779"
"Episaturation"|0|0|0|25|44|64|25|44|64|"22273126"|"12627780"
"Ochric epipedon"|0|0|0|46|63|84|46|63|64|"22273127"|"12627782"
"Argillic horizon"|36|63|84|79|203|203|43|140|157|"22273127"|"12627783"
"Ochric epipedon"|0|0|0|36|43|53|36|43|53|"22273206"|"12627786"
"Argillic horizon"|36|43|53|203|203|203|150|160|167|"22273206"|"12627787"
"Ochric epipedon"|0|0|0|33|42|70|33|42|70|"22273207"|"12627788"
"Argillic horizon"|33|42|70|203|203|203|133|161|170|"22273207"|"12627789"
"Ochric epipedon"|0|0|0|48|54|97|48|54|97|"22273226"|"12627808"
"Argillic horizon"|48|54|97|203|203|203|106|149|155|"22273226"|"12627809"
"Aquic conditions"|0|0|0|203|203|203|203|203|203|"22273229"|"12627812"
"Mollic epipedon"|0|0|0|20|36|91|20|36|91|"22273229"|"12627810"
"Slickensides"|20|36|91|100|104|152|9|68|132|"22273229"|"12627811"
"Cambic horizon"|10|10|25|38|38|91|10|28|71|"22273255"|"12627830"
"Calcic horizon"|38|38|46|140|140|183|94|102|137|"22273255"|"12627831"
"Secondary carbonates"|0|10|25|165|165|183|140|140|165|"22273255"|"12627833"
"Mollic epipedon"|0|0|0|10|10|25|10|10|25|"22273255"|"12627834"
"Slickensides"|25|38|38|165|165|183|127|140|158|"22273255"|"12627832"
"Calcic horizon"|18|30|49|33|91|102|15|61|84|"22273256"|"12627836"
"Mollic epipedon"|0|0|0|18|30|49|18|30|49|"22273256"|"12627835"
"Paralithic contact"|51|91|102|76|152|203|25|61|112|"22273256"|"12627837"
"Cambic horizon"|18|20|25|50|91|91|30|59|71|"22273262"|"12627865"
"Calcic horizon"|20|91|99|91|231|231|76|140|211|"22273262"|"12627862"
"Secondary carbonates"|15|91|91|91|231|231|76|140|216|"22273262"|"12627861"
"Mollic epipedon"|0|0|0|20|20|25|20|20|25|"22273262"|"12627864"
"Slickensides"|20|20|53|178|231|231|158|179|211|"22273262"|"12627860"
"Redox concentrations"|20|20|178|231|231|231|158|211|211|"22273262"|"12627859"
"Redox depletions with chroma 2 or less"|91|91|91|132|132|203|41|41|112|"22273262"|"12627863"
"Cambic horizon"|10|15|46|25|203|203|15|188|193|"22273263"|"12627868"
"Calcic horizon"|175|178|203|203|203|203|0|25|28|"22273263"|"12627871"
"Secondary carbonates"|0|0|100|203|203|203|103|203|203|"22273263"|"12627867"
"Mollic epipedon"|0|0|0|10|15|46|10|15|46|"22273263"|"12627866"
"Slickensides"|15|15|50|150|203|203|100|188|188|"22273263"|"12627869"
"Redox concentrations"|0|15|100|150|203|203|150|188|203|"22273263"|"12627870"
"Calcic horizon"|18|30|49|33|91|102|15|61|84|"22273264"|"12627873"
"Mollic epipedon"|0|0|0|18|30|49|18|30|49|"22273264"|"12627872"
"Paralithic contact"|51|91|102|76|152|203|25|61|112|"22273264"|"12627874"
"Secondary carbonates"|101|101|157|203|203|203|46|102|102|"22273269"|"12627878"
"Ochric epipedon"|0|0|0|9|13|60|9|13|60|"22273269"|"12627875"
"Argillic horizon"|9|13|60|203|203|203|143|190|194|"22273269"|"12627876"
"Lithologic discontinuity"|101|101|157|203|203|203|46|102|102|"22273269"|"12627877"
"Ochric epipedon"|0|0|0|49|74|96|49|74|96|"22273271"|"12627879"
"Argillic horizon"|49|74|96|203|203|203|107|129|154|"22273271"|"12627880"
"Ochric epipedon"|0|0|0|32|46|51|32|46|51|"22273272"|"12627881"
"Argillic horizon"|32|46|51|203|203|203|152|157|171|"22273272"|"12627882"
"Glossic horizon"|22|38|81|50|71|122|15|33|66|"22273281"|"12627889"
"Ochric epipedon"|0|0|0|22|38|81|22|38|81|"22273281"|"12627888"
"Argillic horizon"|22|38|81|203|203|203|122|165|181|"22273281"|"12627890"
"Endosaturation"|91|178|178|203|203|203|25|25|112|"22273281"|"12627892"
"Episaturation"|22|38|81|50|71|122|15|33|66|"22273281"|"12627891"
"Abrupt textural change"|50|66|100|||||||"22273283"|"12627894"
"Ochric epipedon"|0|0|0|50|66|100|50|66|100|"22273283"|"12627895"
"Plinthite"|70|81|125|152|165|203|78|84|133|"22273283"|"12627897"
"Albic horizon"|13|13|25|50|66|100|38|53|84|"22273283"|"12627893"
"Argillic horizon"|50|66|100|152|165|203|52|99|153|"22273283"|"12627896"
"Abrupt textural change"|41|71|127|||||||"22273284"|"12627905"
"Aquic conditions"|41|71|127|203|203|203|76|132|162|"22273284"|"12627901"
"Ochric epipedon"|0|0|0|41|71|127|41|71|127|"22273284"|"12627904"
"Albic horizon"|8|15|25|41|71|127|33|56|107|"22273284"|"12627903"
"Argillic horizon"|41|71|127|203|203|203|76|132|162|"22273284"|"12627902"
"Redox concentrations"|41|71|127|203|203|203|76|132|162|"22273284"|"12627900"
"Reduced matrix"|41|71|127|203|203|203|76|132|162|"22273284"|"12627899"
"Endosaturation"|41|71|127|203|203|203|76|132|162|"22273284"|"12627898"
"Aquic conditions"|100|119|142|203|203|203|61|84|103|"22273285"|"12627912"
"Ochric epipedon"|0|0|0|100|124|142|100|124|142|"22273285"|"12627909"
"Plinthite"|100|119|142|203|203|203|61|84|103|"22273285"|"12627908"
"Albic horizon"|13|18|25|100|119|142|75|101|117|"22273285"|"12627910"
"Argillic horizon"|100|119|142|203|203|203|61|84|103|"22273285"|"12627911"
"Reduced matrix"|100|119|142|203|203|203|61|84|103|"22273285"|"12627906"
"Endosaturation"|100|119|142|203|203|203|61|84|103|"22273285"|"12627907"
"Glossic horizon"|22|38|81|50|71|122|15|33|66|"22273286"|"12627916"
"Aquic conditions"|91|142|178|203|203|203|25|61|112|"22273286"|"12627922"
"Ochric epipedon"|0|0|0|22|38|81|22|38|81|"22273286"|"12627913"
"Albic horizon"|8|15|26|22|38|81|10|23|59|"22273286"|"12627921"
"Argillic horizon"|22|38|81|203|203|203|122|165|181|"22273286"|"12627914"
"Redox concentrations"|8|15|26|203|203|203|177|188|195|"22273286"|"12627917"
"Redox depletions with chroma 2 or less"|8|15|26|203|203|203|177|188|195|"22273286"|"12627920"
"Reduced matrix"|91|142|178|203|203|203|25|61|112|"22273286"|"12627918"
"Endosaturation"|91|142|178|203|203|203|25|61|112|"22273286"|"12627919"
"Episaturation"|22|38|81|50|71|122|15|33|66|"22273286"|"12627915"
"Abrupt textural change"|50|56|84|||||||"22273287"|"12627927"
"Ochric epipedon"|0|0|0|50|56|84|50|56|84|"22273287"|"12627923"
"Plinthite"|58|64|109|203|203|203|94|139|145|"22273287"|"12627925"
"Albic horizon"|8|15|20|50|56|84|30|41|76|"22273287"|"12627924"
"Argillic horizon"|50|56|84|152|178|203|102|122|153|"22273287"|"12627926"
"Glossic horizon"|28|42|42|72|81|119|30|39|47|"22273288"|"12627929"
"Ochric epipedon"|0|0|0|28|42|42|28|42|42|"22273288"|"12627928"
"Albic horizon"|8|11|15|28|42|42|13|31|31|"22273288"|"12627933"
"Argillic horizon"|72|81|119|203|203|203|84|122|131|"22273288"|"12627931"
"Redox concentrations"|72|81|119|203|203|203|84|122|131|"22273288"|"12627930"
"Redox depletions with chroma 2 or less"|96|110|152|203|203|203|51|93|106|"22273288"|"12627932"
"Ochric epipedon"|0|0|0|46|76|84|46|76|84|"22273356"|"12627944"
"Argillic horizon"|36|76|84|79|203|203|43|127|157|"22273356"|"12627945"
"Cambic horizon"||31|||76|||45||"22273362"|"12627947"
"Ochric epipedon"||0|||31|||31||"22273362"|"12627946"
"Aquic conditions"|0|0|0|38|58|99|38|58|99|"22273363"|"12627948"
"Natric horizon"|68|83|185|203|203|203|18|120|135|"22273363"|"12627949"
"Ochric epipedon"|0|0|0|17|17|64|17|17|64|"22273363"|"12627950"
"Argillic horizon"|17|17|64|203|203|203|139|186|186|"22273363"|"12627951"
"Aquic conditions"|0|0|0|10|29|52|10|29|52|"22273364"|"12627955"
"Natric horizon"|10|29|52|203|203|203|151|174|193|"22273364"|"12627953"
"Ochric epipedon"|0|0|0|10|29|52|10|29|52|"22273364"|"12627952"
"Argillic horizon"|10|29|52|203|203|203|151|174|193|"22273364"|"12627954"
"Secondary carbonates"|35|135|163|203|203|203|40|68|168|"22273396"|"12627983"
"Mollic epipedon"|0|0|0|35|135|163|35|135|163|"22273396"|"12627982"
"Slickensides"|15|29|117|203|203|203|86|174|188|"22273396"|"12627984"
"Secondary carbonates"|94|127|172|203|203|203|31|76|109|"22273397"|"12627987"
"Ochric epipedon"|0|0|0|10|23|25|10|23|25|"22273397"|"12627985"
"Argillic horizon"|10|23|25|203|203|203|178|180|193|"22273397"|"12627986"
"Abrupt textural change"|58|67|84|63|72|89|5|5|5|"22273416"|"12628034"
"Aquic conditions"|58|67|84|91|100|108|7|33|50|"22273416"|"12628035"
"Aquic conditions"|58|67|84|183|203|203|7|33|50|"22273416"|"12628036"
"Ochric epipedon"|0|0|0|58|67|84|58|67|84|"22273416"|"12628031"
"Albic horizon"|13|27|41|58|67|84|17|40|71|"22273416"|"12628033"
"Argillic horizon"|58|67|84|183|203|203|99|136|145|"22273416"|"12628030"
"Redox depletions with chroma 2 or less"|58|67|75|91|100|108|16|33|50|"22273416"|"12628028"
"Reduced matrix"|58|67|84|91|100|108|7|33|50|"22273416"|"12628032"
"Episaturation"|58|67|84|91|100|108|7|33|50|"22273416"|"12628029"
"Abrupt textural change"|15|36|53|20|41|58|5|5|5|"22273417"|"12628038"
"Secondary carbonates"|132|150|186|203|203|203|17|53|71|"22273417"|"12628042"
"Ochric epipedon"|0|0|0|15|36|53|15|36|53|"22273417"|"12628037"
"Albic horizon"|10|20|30|15|36|53|5|16|43|"22273417"|"12628039"
"Argillic horizon"|15|36|53|132|150|186|79|114|171|"22273417"|"12628040"
"Redox depletions with chroma 2 or less"|15|36|53|132|165|203|79|129|188|"22273417"|"12628041"
"Ochric epipedon"|0|0|0|69|117|178||||"22273418"|"12628043"
"Albic horizon"|8|25|41|69|117|178||||"22273418"|"12628045"
"Argillic horizon"|69|117|178|94|191|259||||"22273418"|"12628044"
"Calcic horizon"|8|30|48|203|203|203|155|173|195|"22273487"|"12628061"
"Ochric epipedon"|0|0|0|8|30|48|8|30|48|"22273487"|"12628060"
"Endosaturation"|112|157|163|203|203|203|40|46|91|"22273487"|"12628062"
"Aquic conditions"|8|13|26|203|203|203|177|190|195|"22273488"|"12628064"
"Ochric epipedon"|0|0|0|8|13|26|8|13|26|"22273488"|"12628063"
"Aquic conditions"|8|15|15|203|203|203|188|188|195|"22273489"|"12628066"
"Ochric epipedon"|0|0|0|8|15|15|8|15|15|"22273489"|"12628065"
"Secondary carbonates"|46|149|149|203|203|203|54|54|157|"22273496"|"12628076"
"Mollic epipedon"|0|0|0|110|166|166|110|166|166|"22273496"|"12628075"
"Slickensides"|8|9|64|203|203|203|139|194|195|"22273496"|"12628074"
"Secondary carbonates"|18|97|193|94|175|229|21|78|185|"22273572"|"12628152"
"Mollic epipedon"|0|0|0|10|58|60|10|18|60|"22273572"|"12628155"
"Slickensides"|20|58|87|95|175|229|62|117|142|"22273572"|"12628151"
"Lithologic discontinuity"|150|175|203|203|229|229|26|54|79|"22273572"|"12628154"
"Free carbonates"|20|58|193|147|229|229|10|107|183|"22273572"|"12628153"
"Ochric epipedon"|0|0|0|48|48|97|48|48|97|"22273578"|"12628156"
"Argillic horizon"|48|48|97|203|203|203|106|155|155|"22273578"|"12628157"
"Abrupt textural change"|15|18|23|89|203|203|74|185|188|"22273598"|"12628177"
"Secondary carbonates"|107|107|127|152|203|203|45|96|96|"22273598"|"12628173"
"Ochric epipedon"|0|0|0|0|18|23|0|18|23|"22273598"|"12628175"
"Slickensides"|50|61|75|85|124|203|35|63|153|"22273598"|"12628174"
"Argillic horizon"|15|18|23|89|203|203|74|185|188|"22273598"|"12628176"
"Redox concentrations"|15|18|91|89|203|203|74|185|185|"22273598"|"12628178"
"Abrupt textural change"|20|34|58|25|39|63|5|5|5|"22273599"|"12628185"
"Ochric epipedon"|0|0|0|20|34|58|20|34|58|"22273599"|"12628179"
"Slickensides"|20|34|58|81|108|145|23|74|125|"22273599"|"12628184"
"Argillic horizon"|20|34|58|203|203|203|145|169|183|"22273599"|"12628181"
"Albic materials"|10|16|27|20|34|58|10|18|48|"22273599"|"12628180"
"Redox concentrations"|20|34|58|203|203|203|145|169|183|"22273599"|"12628182"
"Redox depletions with chroma 2 or less"|81|108|145|203|203|203|58|95|122|"22273599"|"12628183"
"Endosaturation"|20|34|58|203|203|203|145|169|183|"22273599"|"12628186"
"Ochric epipedon"|0|0|0|58|67|84|58|67|84|"22273600"|"12628189"
"Argillic horizon"|58|67|84|183|203|203|99|136|145|"22273600"|"12628188"
"Redox depletions with chroma 2 or less"|58|67|75|91|100|108|16|33|50|"22273600"|"12628191"
"Reduced matrix"|58|67|84|91|100|108|7|33|50|"22273600"|"12628187"
"Episaturation"|58|67|84|91|100|108|7|33|50|"22273600"|"12628190"
"Abrupt textural change"|25|38|50|||||||"22273601"|"12628193"
"Secondary carbonates"|53|86|191|203|203|203|12|117|150|"22273601"|"12628195"
"Ochric epipedon"|0|0|0|25|38|50|25|38|50|"22273601"|"12628192"
"Albic horizon"|10|15|23|25|38|50|10|23|40|"22273601"|"12628197"
"Argillic horizon"|25|38|50|203|203|203|153|165|178|"22273601"|"12628194"
"Redox concentrations"|33|38|165|86|203|203|53|165|170|"22273601"|"12628198"
"Redox depletions with chroma 2 or less"|30|38|43|53|86|203|23|48|160|"22273601"|"12628196"
"Ochric epipedon"|0|0|0|10|33|51|10|33|51|"22273602"|"12628199"
"Argillic horizon"|10|33|51|86|150|226|35|117|216|"22273602"|"12628201"
"Redox concentrations"|10|33|51|61|97|163|10|64|153|"22273602"|"12628200"
"Calcic horizon"|18|30|40|50|86|102|15|56|82|"22273663"|"12628209"
"Secondary carbonates"|18|30|40|50|86|102|15|56|82|"22273663"|"12628212"
"Mollic epipedon"|0|0|0|18|30|40|18|30|40|"22273663"|"12628213"
"Paralithic contact"|50|86|102|50|86|100|0|0|0|"22273663"|"12628211"
"Paralithic materials"|50|86|102|75|152|203|25|66|153|"22273663"|"12628210"
"Free carbonates"|0|0|0|76|152|203|76|152|203|"22273663"|"12628208"
"Calcic horizon"|18|30|40|50|86|102|15|56|82|"22273667"|"12628215"
"Secondary carbonates"|18|30|40|50|86|102|15|56|82|"22273667"|"12628218"
"Mollic epipedon"|0|0|0|18|30|40|18|30|40|"22273667"|"12628219"
"Paralithic contact"|50|86|102|50|86|100|0|0|0|"22273667"|"12628216"
"Paralithic materials"|50|86|102|75|152|203|25|66|153|"22273667"|"12628217"
"Free carbonates"|0|0|0|76|152|203|76|152|203|"22273667"|"12628214"
"Cambic horizon"|10|10|25|38|38|91|10|28|71|"22273677"|"12628229"
"Calcic horizon"|38|38|46|140|140|183|94|102|137|"22273677"|"12628232"
"Secondary carbonates"|10|10|25|165|165|183|140|155|165|"22273677"|"12628231"
"Mollic epipedon"|0|0|0|10|10|25|10|10|25|"22273677"|"12628233"
"Slickensides"|25|38|38|165|165|183|127|127|158|"22273677"|"12628230"
"Calcic horizon"|20|25|43|152|203|203|15|178|183|"22273678"|"12628235"
"Mollic epipedon"|0|0|0|20|25|43|20|25|43|"22273678"|"12628234"
"Cambic horizon"|10|15|46|25|203|203|15|188|193|"22273679"|"12628238"
"Calcic horizon"|175|178|203|203|203|203|0|25|28|"22273679"|"12628241"
"Secondary carbonates"|0|0|100|203|203|203|103|203|203|"22273679"|"12628237"
"Mollic epipedon"|0|0|0|10|15|46|10|15|46|"22273679"|"12628236"
"Slickensides"|15|15|50|150|203|203|100|188|188|"22273679"|"12628239"
"Redox concentrations"|0|15|100|150|203|203|150|188|203|"22273679"|"12628240"
"Calcic horizon"|18|30|49|33|91|102|15|61|84|"22273680"|"12628243"
"Mollic epipedon"|0|0|0|18|30|49|18|30|49|"22273680"|"12628242"
"Paralithic contact"|51|91|102|76|152|203|25|61|112|"22273680"|"12628244"
"Secondary carbonates"|35|101|163|203|203|203|40|102|168|"22273683"|"12628250"
"Mollic epipedon"|0|0|0|35|101|163|35|101|163|"22273683"|"12628248"
"Slickensides"|15|61|117|203|203|203|86|142|188|"22273683"|"12628249"
"Secondary carbonates"|94|107|172|203|203|203|31|96|109|"22273686"|"12628253"
"Ochric epipedon"|0|0|0|10|18|25|10|18|25|"22273686"|"12628251"
"Argillic horizon"|10|18|25|203|203|203|178|185|193|"22273686"|"12628252"
"Cambic horizon"|13|14|18|203|203|203|185|189|190|"22273690"|"12628256"
"Ochric epipedon"|0|0|0|13|14|18|13|14|18|"22273690"|"12628254"
"Slickensides"|13|14|18|203|203|203|185|189|190|"22273690"|"12628255"
"Cambic horizon"|13|14|18|203|203|203|185|189|190|"22273756"|"12628322"
"Ochric epipedon"|0|0|0|13|14|18|13|14|18|"22273756"|"12628321"
