"2"|"22273096"|"5003258"
"3"|"22273096"|"5003259"
"2"|"22273100"|"5003260"
"3"|"22273100"|"5003261"
"2"|"22273104"|"5003262"
"3"|"22273104"|"5003263"
"2"|"22273105"|"5003264"
"3"|"22273105"|"5003265"
"2"|"22273112"|"5003266"
"2"|"22273124"|"5003267"
"2"|"22273126"|"5003268"
"3"|"22273126"|"5003269"
"2"|"22273128"|"5003270"
"3"|"22273128"|"5003271"
"2"|"22273134"|"5003272"
"3"|"22273134"|"5003273"
"4"|"22273134"|"5003274"
"2"|"22273150"|"5003275"
"3"|"22273151"|"5003276"
"3"|"22273155"|"5003277"
"3"|"22273159"|"5003278"
"2"|"22273164"|"5003279"
"3"|"22273168"|"5003280"
"2"|"22273208"|"5003281"
"2"|"22273210"|"5003282"
"3"|"22273210"|"5003283"
"2"|"22273224"|"5003284"
"3"|"22273224"|"5003285"
"2"|"22273229"|"5003286"
"4"|"22273229"|"5003287"
"2"|"22273267"|"5003288"
"3"|"22273267"|"5003289"
"2"|"22273274"|"5003290"
"3"|"22273274"|"5003291"
"2"|"22273280"|"5003292"
"3"|"22273302"|"5003293"
"2"|"22273359"|"5003294"
"4"|"22273359"|"5003295"
"2"|"22273363"|"5003296"
"2"|"22273364"|"5003297"
"2"|"22273367"|"5003298"
"3"|"22273367"|"5003299"
"2"|"22273394"|"5003300"
"2"|"22273398"|"5003301"
"3"|"22273398"|"5003302"
"2"|"22273444"|"5003303"
"3"|"22273444"|"5003304"
"4"|"22273444"|"5003305"
"2"|"22273488"|"5003306"
"2"|"22273489"|"5003307"
"2"|"22273490"|"5003310"
"3"|"22273490"|"5003308"
"4"|"22273490"|"5003309"
"4"|"22273491"|"5003311"
"2"|"22273575"|"5003312"
"3"|"22273575"|"5003313"
"2"|"22273623"|"5003314"
"3"|"22273623"|"5003315"
"2"|"22273687"|"5003316"
"3"|"22273687"|"5003317"
"2"|"22273692"|"5003318"
"4"|"22273692"|"5003319"
"2"|"22273758"|"5003320"
"4"|"22273758"|"5003321"
"2"|"22273761"|"5003322"
"3"|"22273761"|"5003323"
"2"|"22273834"|"5003324"
"4"|"22273834"|"5003325"
"2"|"22273841"|"5003326"
"2"|"22273846"|"5003327"
"3"|"22273846"|"5003328"
"2"|"22273859"|"5003329"
"4"|"22273896"|"5003330"
"4"|"22273898"|"5003331"
"2"|"22273972"|"5003332"
"2"|"22273978"|"5003333"
"4"|"22273978"|"5003334"
"2"|"22273981"|"5003335"
"3"|"22273981"|"5003336"
"2"|"22273985"|"5003337"
"3"|"22273985"|"5003338"
"2"|"22273986"|"5003339"
"2"|"22274003"|"5003340"
"2"|"22274103"|"5003341"
"3"|"22274103"|"5003342"
"2"|"22274109"|"5003343"
"2"|"22274112"|"5003344"
"3"|"22274112"|"5003345"
"2"|"22274221"|"5003346"
"3"|"22274221"|"5003347"
"2"|"22274229"|"5003348"
"4"|"22274244"|"5003349"
"4"|"22274247"|"5003350"
"2"|"22274295"|"5003351"
