|||"Dip"|"35948721"|"13910670"
||"Tread"||"35948869"|"13910761"
||"Tread"||"35949056"|"13910736"
||"Tread"||"35948717"|"13910622"
||"Tread"||"35948973"|"13910683"
||"Tread"||"35948802"|"13910694"
||"Tread"||"35948621"|"13910681"
||"Tread"||"35948776"|"13910754"
||"Tread"||"35949059"|"13910734"
||"Tread"||"35948610"|"13910636"
||"Tread"||"35948962"|"13910627"
|||"Dip"|"35948743"|"13910608"
||"Tread"||"35948878"|"13910777"
||"Tread"||"35948603"|"13910624"
|||"Dip"|"35948702"|"13910739"
||"Tread"||"35948942"|"13910792"
|||"Dip"|"35949037"|"13910746"
||"Tread"||"35948880"|"13910614"
||"Tread"||"35948994"|"13910660"
||"Tread"||"35948695"|"13910715"
||"Tread"||"35948599"|"13910654"
||"Tread"||"35948901"|"13910783"
||"Tread"||"35948728"|"13910673"
||"Tread"||"35948765"|"13910680"
||"Tread"||"35948636"|"13910649"
||"Tread"||"35949005"|"13910635"
||"Tread"||"35948984"|"13910774"
||"Tread"||"35948807"|"13910697"
||"Tread"||"35948614"|"13910618"
||"Riser"||"35948651"|"13910640"
||"Tread"||"35949047"|"13910707"
||"Tread"||"35948724"|"13910623"
||"Tread"||"35948640"|"13910612"
||"Tread"||"35948908"|"13910690"
||"Tread"||"35948847"|"13910645"
||"Tread"||"35949058"|"13910733"
|||"Dip"|"35948714"|"13910669"
|||"Dip"|"35948709"|"13910795"
||"Tread"||"35948860"|"13910667"
||"Tread"||"35948849"|"13910763"
||"Tread"||"35948912"|"13910703"
|||"Dip"|"35948666"|"13910743"
||"Tread"||"35948910"|"13910692"
||"Tread"||"35948814"|"13910732"
||"Tread"||"35948687"|"13910717"
||"Tread"||"35948698"|"13910738"
||"Tread"||"35948613"|"13910749"
||"Tread"||"35948644"|"13910648"
||"Tread"||"35948882"|"13910616"
||"Tread"||"35948996"|"13910662"
|||"Dip"|"35948792"|"13910741"
||"Tread"||"35949007"|"13910676"
||"Tread"||"35948768"|"13910632"
|||"Rise"|"35948914"|"13910701"
||"Tread"||"35948655"|"13910776"
|||"Dip"|"35948788"|"13910742"
||"Tread"||"35948981"|"13910751"
||"Tread"||"35948611"|"13910771"
||"Tread"||"35948757"|"13910778"
|||"Dip"|"35948955"|"13910625"
||"Tread"||"35948830"|"13910755"
||"Tread"||"35948867"|"13910643"
|||"Dip"|"35948819"|"13910788"
||"Riser"||"35948844"|"13910770"
||"Tread"||"35948808"|"13910698"
