"Sand"||"126313380"|"128476626"
"Clay"||"126314484"|"128477582"
"Clay"||"126314786"|"128477964"
"Very fine sandy loam"||"126313888"|"128477407"
"Sand"||"126313413"|"128476649"
"Very fine sandy loam"||"126313413"|"128476648"
"Loamy sand"||"126314520"|"128477444"
"Fine sand"||"126314406"|"128477676"
"Silt loam"||"126313541"|"128476576"
"Sandy loam"||"126313389"|"128476723"
"Very fine sandy loam"||"126313744"|"128476719"
"Sand"||"126313744"|"128476720"
"Loam"||"126314838"|"128477932"
"Silty clay"||"126314447"|"128477643"
"Loam"||"126313931"|"128476658"
"Silty clay"||"126314265"|"128476537"
"Silt loam"||"126313963"|"128476525"
"Sandy loam"||"126313715"|"128476895"
"Silt loam"||"126313681"|"128476587"
"Fine sand"||"126314683"|"128477204"
"Loam"||"126313634"|"128476947"
"Silty clay"||"126314046"|"128477106"
"Silty clay loam"||"126314037"|"128477440"
"Fine sandy loam"||"126313707"|"128476621"
"Silt loam"||"126314554"|"128477394"
"Clay"||"126314849"|"128478052"
"Clay"||"126313952"|"128476583"
"Silty clay"||"126314348"|"128478009"
"Clay"||"126314025"|"128477431"
"Fine sandy loam"||"126314171"|"128477621"
"Silt loam"||"126314171"|"128477622"
"Clay loam"||"126313645"|"128477119"
"Silty clay"||"126314132"|"128477970"
"Silt loam"||"126314807"|"128477927"
"Loamy sand"||"126314764"|"128477959"
"Silty clay loam"||"126314129"|"128477968"
"Silt loam"||"126313840"|"128476629"
"Clay loam"||"126314679"|"128477499"
"Loam"||"126313608"|"128476707"
"Silt loam"||"126314369"|"128477913"
"Fine sandy loam"||"126313973"|"128477117"
"Sandy clay loam"||"126313393"|"128476565"
"Silt"||"126313530"|"128476445"
"Silty clay"||"126313818"|"128477057"
"Silty clay loam"||"126313910"|"128477259"
"Fine sandy loam"||"126314521"|"128477445"
"Silt loam"||"126314716"|"128477666"
"Silty clay loam"||"126314532"|"128477317"
"Loamy fine sand"||"126313921"|"128477265"
"Silt loam"||"126314140"|"128477787"
"Silty clay"||"126313567"|"128476794"
"Fine sand"||"126313689"|"128476744"
"Silt loam"||"126313689"|"128476745"
"Sandy loam"||"126314635"|"128477527"
"Silty clay loam"||"126314047"|"128476602"
"Silty clay"||"126314609"|"128477521"
"Clay"||"126314543"|"128477657"
"Silty clay loam"||"126314572"|"128477398"
"Silty clay loam"||"126313877"|"128477651"
"Loam"||"126314923"|"128478078"
"Loamy sand"||"126314278"|"128476512"
"Silt loam"||"126314035"|"128477441"
"Sandy loam"||"126313472"|"128477051"
"Fine sandy loam"||"126314121"|"128477399"
"Silt loam"||"126314796"|"128477923"
"Clay loam"||"126314911"|"128477890"
"Sandy clay loam"||"126314583"|"128477754"
"Loam"||"126314531"|"128477162"
"Loam"||"126313391"|"128476725"
"Silt"||"126314510"|"128477611"
"Clay loam"||"126314742"|"128478043"
"Loam"||"126314358"|"128478104"
"Very fine sandy loam"||"126313667"|"128477320"
"Sand"||"126313452"|"128476788"
"Clay"||"126313696"|"128477580"
"Loam"||"126314254"|"128476676"
"Silty clay"||"126314267"|"128476865"
"Silty clay loam"||"126314565"|"128477536"
"Loam"||"126314473"|"128478001"
"Loam"||"126313899"|"128477261"
"Sandy loam"||"126314922"|"128477974"
"Loam"||"126314738"|"128477856"
"Loam"||"126313402"|"128476884"
"Coarse sand"||"126313770"|"128476682"
"Clay"||"126313671"|"128477627"
"Loamy sand"||"126314395"|"128477366"
"Loamy sand"||"126314300"|"128476695"
"Clay loam"||"126314912"|"128477977"
"Silty clay"||"126314058"|"128476931"
"Sandy loam"||"126313483"|"128477039"
"Silty clay loam"||"126314705"|"128477209"
"Silty clay"||"126313781"|"128476803"
"Clay loam"||"126314943"|"128477955"
"Loam"||"126314664"|"128477726"
"Silt loam"||"126314818"|"128477840"
"Loamy fine sand"||"126314391"|"128477669"
"Silt loam"||"126313862"|"128477654"
"Silt loam"||"126314234"|"128477462"
"Sandy loam"||"126314380"|"128477510"
"Loamy sand"||"126314195"|"128476455"
"Silt loam"||"126314109"|"128477707"
"Sandy loam"||"126314354"|"128477818"
"Loamy sand"||"126314829"|"128477737"
"Fine sandy loam"||"126314657"|"128477729"
"Fine sand"||"126313666"|"128477455"
"Silt loam"||"126313666"|"128477456"
"Loamy fine sand"||"126313593"|"128476468"
"Loam"||"126313833"|"128476956"
"Sandy loam"||"126314110"|"128477708"
"Fine sandy loam"||"126313920"|"128477416"
"Sandy loam"||"126314505"|"128476808"
"Sand"||"126313494"|"128476997"
"Silty clay loam"||"126314806"|"128477736"
"Silt loam"||"126313552"|"128476578"
"Loamy fine sand"||"126313493"|"128476817"
"Sandy loam"||"126314828"|"128478026"
"Silt loam"||"126314226"|"128477327"
"Sand"||"126314276"|"128476511"
"Silt loam"||"126314561"|"128477541"
"Silty clay loam"||"126314068"|"128476692"
"Silty clay loam"||"126314057"|"128477111"
"Loam"||"126314247"|"128476812"
"Sandy loam"||"126313825"|"128476715"
"Loamy sand"||"126314184"|"128477332"
"Silty clay loam"||"126314328"|"128477809"
"Loamy sand"||"126314495"|"128477290"
"Coarse sand"||"126313424"|"128477021"
"Sandy loam"||"126313424"|"128477020"
"Silt loam"||"126314036"|"128476986"
"Clay"||"126313700"|"128477130"
"Fine sand"||"126314287"|"128477095"
"Silty clay"||"126313515"|"128476747"
"Loam"||"126314506"|"128476476"
"Loamy fine sand"||"126314880"|"128477393"
"Loam"||"126314646"|"128478018"
"Clay loam"||"126314547"|"128477674"
"Fine sandy loam"||"126313478"|"128476847"
"Clay"||"126314026"|"128477432"
"Silty clay loam"||"126314701"|"128477208"
"Loam"||"126314206"|"128477294"
"Fine sand"||"126313504"|"128476495"
"Fine sandy loam"||"126314160"|"128476540"
"Very fine sandy loam"||"126313962"|"128477035"
"Sandy clay loam"||"126314727"|"128478046"
"Loam"||"126314891"|"128477238"
"Silt loam"||"126313941"|"128477147"
"Sandy loam"||"126313371"|"128476616"
"Loam"||"126314598"|"128478032"
"Silt loam"||"126314078"|"128476653"
"Clay"||"126313682"|"128477091"
"Sandy loam"||"126313463"|"128476670"
"Sandy loam"||"126313807"|"128476754"
"Sandy clay loam"||"126314753"|"128478042"
"Loam"||"126313722"|"128476572"
"Sandy clay loam"||"126313400"|"128477066"
