"Bt1"||"B"||1|8|10|20|35|46|65||36||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|95|100|100|0.1|0.3|5|0|0|0|0|0|0.1|0|0|0.1|0|0|0.1|0.1|0.3|0.5|60|69.1|75|25|28.9|30|35|40.2|45|25|30.6|35||0||0.2|0.6|0.8||||1.4|1.5|1.6||||1.64|1.71|1.78|2.65|4|9|14|0.2|0.21|0.22||||25.9|32.4|34.1|15.3|19.1|22|37|41|45|3|4.5|5.9|35|42|47|17|22|25|16|23|28|".43"|".43"|0|0|0|0|0|0|0|0|0|0|1|2|10|14|18|8|10|14|3|7.2|15|4.5|5.3|6|3.5|4.8|5.5||||||||||||||||||||||||||||"Moderate"|"Moist"|"21294913"|"62720942"
"Bt2"||"B"||2|35|46|65|85|113|150||67||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|94|100|100|0.1|0.5|5|0|0|0|0|0|0.1|0|0|0.1|0|0|0.1|0.1|0.5|0.7|68|79.9|85|25|36.8|40|35|43.1|45|15|19.6|27||0||0.1|0.3|0.5||||1.35|1.45|1.55||||1.45|1.51|1.58|2.65|4|9|14|0.2|0.22|0.23||||20.5|27.3|30.6|8.8|11.8|16.3|39|43|46|0|1.4|2.9|25|30|38|9|13|19|6|12|20|".55"|".55"|0|0|0|0|0|0|0|0|0|0|1|2|7|11|15||||2|7.7|12|4.5|5.7|6|4.5|5.2|5.5||||||||||||||||||||||||||||"Moderate"|"Moist"|"21294913"|"62720943"
"C"||"C"|||85|113|150|203|203|203||90||0|0|0|0|0|0|100|100|100|100|100|100|96|100|100|93|100|100|0.1|0.5|5|0|0|0|0|0|0.1|0|0|0.1|0|0|0.1|0.1|0.5|0.7|70|84.1|90|35|41.1|45|35|43|45|10|15.4|25||0||0.1|0.3|0.5||||1.35|1.45|1.55||||1.45|1.51|1.58|2.65|4|9|14|0.2|0.22|0.23||||16|25.2|29.9|5.9|9.3|15.2|39|43|46|0|1.4|2.9|20|26|36|6|10|17|2|8|17|".55"|".55"|0|0|0|0|0|0|0|0|0|0|1|2|7|9|15||||4|7.6|12|5.1|5.8|6|4.5|5.3|5.5||||||||||||||||||||||||||||"Moderate"|"Moist"|"21294913"|"62720944"
"Ap"||"A"|||0|0|0|8|10|20||10||0|0|0|0|0|0|100|100|100|100|100|100|98|100|100|96|100|100|0.1|0.4|5|0|0|0|0|0|0.1|0|0.1|0.2|0.1|0.1|0.3|0.1|0.2|0.7|68|75.4|85|35|43.8|45|30|31.6|40|15|24.2|27||||0.5|0.7|2||||1.35|1.45|1.55||||1.45|1.51|1.58|2.65|4|9|14|0.2|0.22|0.23||||18.6|29.7|31.9|9.4|15|18.2|39|43|46|0|1.4|2.9|26|35|41|9|16|19|7|16|20|".43"|".43"|0|0|0|0|0|0|0|0|0|0|1|2|10|12.7|15|4|8|9|3|7.5|12|4.5|5.3|6|3.5|4.8|5.5||||||||7.8||||||||||||||||||||"Low"|"Moist"|"21294913"|"62720945"
"Bt1"||"B"||1|8|10|20|35|46|65||36||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|95|100|100|0.1|0.3|5|0|0|0|0|0|0.1|0|0|0.1|0|0|0.1|0.1|0.3|0.5|60|69.1|75|25|28.9|30|35|40.2|45|25|30.6|35||0||0.2|0.6|0.8||||1.4|1.5|1.6||||1.64|1.71|1.78|2.65|4|9|14|0.2|0.21|0.22||||25.9|32.4|34.1|15.3|19.1|22|37|41|45|3|4.5|5.9|35|42|47|17|22|25|16|23|28|".43"|".43"|0|0|0|0|0|0|0|0|0|0|1|2|10|14|18|8|10|14|3|7.2|15|4.5|5.3|6|3.5|4.8|5.5||||||||||||||||||||||||||||"Moderate"|"Moist"|"21294914"|"62720946"
"C"||"C"|||85|113|150|203|203|203||90||0|0|0|0|0|0|100|100|100|100|100|100|96|100|100|93|100|100|0.1|0.5|5|0|0|0|0|0|0.1|0|0|0.1|0|0|0.1|0.1|0.5|0.7|70|84.1|90|35|41.1|45|35|43|45|10|15.4|25||0||0.1|0.3|0.5||||1.35|1.45|1.55||||1.45|1.51|1.58|2.65|4|9|14|0.2|0.22|0.23||||16|25.2|29.9|5.9|9.3|15.2|39|43|46|0|1.4|2.9|20|26|36|6|10|17|2|8|17|".55"|".55"|0|0|0|0|0|0|0|0|0|0|1|2|7|9|15||||4|7.6|12|5.1|5.8|6|4.5|5.3|5.5||||||||||||||||||||||||||||"Moderate"|"Moist"|"21294914"|"62720947"
"Bt2"||"B"||2|35|46|65|85|113|150||67||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|94|100|100|0.1|0.5|5|0|0|0|0|0|0.1|0|0|0.1|0|0|0.1|0.1|0.5|0.7|68|79.9|85|25|36.8|40|35|43.1|45|15|19.6|27||0||0.1|0.3|0.5||||1.35|1.45|1.55||||1.45|1.51|1.58|2.65|4|9|14|0.2|0.22|0.23||||20.5|27.3|30.6|8.8|11.8|16.3|39|43|46|0|1.4|2.9|25|30|38|9|13|19|6|12|20|".55"|".55"|0|0|0|0|0|0|0|0|0|0|1|2|7|11|15||||2|7.7|12|4.5|5.7|6|4.5|5.2|5.5||||||||||||||||||||||||||||"Moderate"|"Moist"|"21294914"|"62720948"
"A"||"A"|||0|0|0|8|10|20||10||0|0|0|0|0|0|100|100|100|100|100|100|98|100|100|96|100|100|0.1|0.4|5|0|0|0|0|0|0.1|0|0.1|0.2|0.1|0.1|0.3|0.1|0.2|0.7|68|75.4|85|35|43.8|45|30|31.6|40|15|24.2|27||||0.5|0.7|2||||1.35|1.45|1.55||||1.45|1.51|1.58|2.65|4|9|14|0.2|0.22|0.23||||18.6|29.7|31.9|9.4|15|18.2|39|43|46|0|1.4|2.9|26|35|41|9|16|19|7|16|20|".43"|".43"|0|0|0|0|0|0|0|0|0|0|1|2|10|12.7|15|4|8|9|3|7.5|12|4.5|5.3|6|3.5|4.8|5.5||||||||7.8||||||||||||||||||||"Low"|"Moist"|"21294914"|"62720949"
"Bt2"||"B"||2|30|86|144|61|127|172|25|41|142|0|0|0|0|0|0|100|100|100|100|100|100|90|97|100|69|76|89|15|30|35|0|0.3|0.5|0|1.8|2.1|0.4|5.4|6|4.3|11.7|17.5|10.3|10.8|20.4|30|40|65|||||||20|30|35|0|0|0|0.5|0.75|1||||1.4|1.46|1.53||||1.54|1.6|1.64||4|9|14|0.18|0.2|0.22||||28.2|32.5|34.4|12.9|19.4|22.7|40|42|44|1.7|3.1|3.9|31|41|46|13|21|25|6|15|23|".32"|".32"|0|0|0|0|0|0|0|0|0|0|1|2|10.6|15.9|18.6||||2.9|13.3|16.9|4.5|5.8|6||||||||||4.5|6.3|10.8|||||||||||||||||||||"21294998"|"62721228"
"Bt1"||"B"||1|10|30|45|30|86|144|20|56|134|0|0|0|0|0|0|100|100|100|100|100|100|92|99|100|84|95|100|0.5|6.9|22|0|0.2|0.3|0|0.3|0.7|0|0.7|1.7|0.1|2.1|6.5|0|3.6|12.8|44|63.1|79.5|||||||20|30|34|0|0|0|0.5|0.75|1||||1.32|1.4|1.47||||1.42|1.5|1.53||4|9|14|0.18|0.2|0.22||||27.4|31.6|33.1|11.8|17.7|20.2|42|44|47|1.1|2.3|3|30|40|45|13|20|24|9|20|26|".43"|".43"|0|0|0|0|0|0|0|0|0|0|1|2||||5.9|9.8|11.9|3|8.4|9.6|4.5|5.3|6||||||||||2.4|7.8|12.6|||||||||||||||||||||"21294998"|"62721229"
