"C"||"C"||||15|||127|||112||0|0|0|0|0|0|100|100|100|95|97.5|100|75|85|95|30|47.5|65||68.5|||0.3|||4.7|||15.2|||29.8|||18.5|||21.5||||||||5|10|15||||0.5|0.75|1||||1.5|1.55|1.6|||||1.62|||4|23|42|0.14|0.16|0.18|||||17.6|||8|||38||0|1.5|2.9|15|20|25|0|1.5|3|0|0|0|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0|0|4.6|8.8|12.8||||2|6|10|6.1|7.3|8.4|||||||||||||||||||||||||||||||||"23394556"|"69342670"
"A"||"A"||||0|||15|||15||0|0|0|0|0|0|100|100|100|95|97.5|100|85|90|95|35|57.5|80||36.3|||3|||4.3|||6|||11.4|||11.6|||57.7||||||||2|6|10||||0.5|1.25|2||||1.4|1.45|1.5|||||1.52|||14|28|42|0.15|0.19|0.22|||||20.3|||5.2|||41||0|1.5|2.9|15|20|25|0|1.5|3|0|0|1|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|0|2|5.7|9.1||||2|6|10|6.1|7.3|8.4|||||||||||||||||||||||||||||||||"23394556"|"69342671"
"A"||"A"||||0|||13|||13||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|90|92.5|95|0.5|1.8|3||0|||0|||0.1|||0.5|||1.2|||48.2||||||||40|50|60||||1|2|3||||1.4|1.45|1.5|||||1.8|||0.42|1|1.4|0.15|0.18|0.2|||||35.4|||31.3|||42||6|7.5|8.9|51|58|65|28|34|40|27|35|43|".20"|".20"|0|0|0|0|0|0|0|0|0|0|0|0|25|35|45||||10|20|30|5.6|6.5|7.3|||||||||||||||||||||||||||||||||"23394557"|"69342672"
"C2"||"C"||2||76|||127|||51||0|0|0|0|0|0|100|100|100|100|100|100|80|90|100|30|60|90||68|||0.1|||3.2|||15.4|||32.6|||16.7|||16||||||||7|16|25||||0|0.25|0.5||||1.5|1.53|1.55|||||1.6|||4|9|14|0.15|0.19|0.22|||||19.8|||10.2|||40||0|1.5|2.9|20|25|30|3|6.5|10|0|1|8|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|5|11.5|18||||10|20|30|6.1|7.3|8.4|||||||||||||||||||||||||||||||||"23394557"|"69342673"
"Bw"||"B"||||13|||46|||33||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|90|92.5|95||23.3|||3.2|||3.7|||4.3|||6.5|||5.6|||29.2||||||||35|47.5|60||||0|0.25|0.5||||1.4|1.45|1.5|||||1.8|||0.42|1|1.4|0.15|0.18|0.2|||||33.7|||27.8|||42||6|7.5|8.9|51|58|65|28|34|40|27|35|43|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|22|31|40||||10|20|30|5.6|6.5|7.3|||||||||||||||||||||||||||||||||"23394557"|"69342674"
"C1"||"C"||1||46|||76|||30||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|70|80|90||29.1|||2.4|||3.4|||4.8|||9.1|||9.4|||53.4||||||||10|17.5|25||||0|0.25|0.5||||1.5|1.53|1.55|||||1.6|||1.4|2.7|4|0.19|0.21|0.22|||||26.7|||11.1|||40||0|1.5|2.9|25|30|35|3|7.5|12|0|5|11|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|0|7|12.5|18||||10|20|30|6.1|7.3|8.4|||||||||||||||||||||||||||||||||"23394557"|"69342675"
"C"||"C"||||140|||183|||43||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|70|82.5|95|10|23.3|30|0|3.2|4|0|3.7|5|0|4.3|5|2|6.5|8|1|5.6|8|0|29.2|66.7|||||||20|47.5|75||||0.5|0.75|1||||1.2|1.38|1.55||||1.53|1.71|1.78||1.4|2.7|4|0.14|0.18|0.22||||23.4|38.9|43.3|11.4|26.4|41.3|39|45|52|6|7.5|8.9|35|57.5|80|15|37.5|60|8|32|64|".20"|".20"|0|0|0|0|0|0|0|0|0|0|0|0|10|20|30||||10|20|30|6.1|7|7.8||||||||||0|3.2|6.9|||||||||||||||||||||"23394558"|"69342676"
"Bss"||"B"||||18|||140|||122||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|75|85|95|0.5|1.8|3|0|0|0|0|0|0.1|0|0.1|1|0|0.5|2|0.5|1.2|2|17|28.2|39.5|||||||60|70|80||||0.5|0.75|1||||1.2|1.3|1.4||||1.51|1.61|1.68||0.01|0.21|0.42|0.14|0.17|0.2||||42.8|44.4|45.8|32|37.5|42.9|44|48|52|6|7.5|8.9|75|80|85|50|55|60|39|51|65|".20"|".20"|0|0|0|0|0|0|0|0|0|0|0|0|15|22.5|30||||10|20|30|6.1|7|7.8||||||||||0.4|3.5|6.9|||||||||||||||||||||"23394558"|"69342677"
"A"||"A"||||0|||18|||18||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|75|85|95|0.5|1.8|3|0|0|0|0|0|0.1|0|0.1|1|0|0.5|2|0.5|1.2|2|27|43.2|59.5|||||||40|55|70||||1|2.5|4||||1.2|1.3|1.4||||1.51|1.61|1.68||0.42|1|1.4|0.15|0.18|0.2||||30.7|41.9|44.4|22.1|31.4|40.5|43|47|51|6|7.5|8.9|55|70|85|35|45|55|26|42|61|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|15|20|25||||10|20|30|6.1|7|7.8||||||||||0.6|3.9|7.4|||||||||||||||||||||"23394558"|"69342678"
"C2"||"C"||2||71|||163|||92||0|0|0|0|0|0|100|100|100|100|100|100|100|100|100|70|80|90||66.1|||0|||2.4|||14.2|||33.1|||16.4|||13.9||||||||2|20|28||||0.5|0.75|1||||1.4|1.5|1.6|||||1.71|||4|9|14|0.53|0.56|0.58|||||28.3|||13|||40||3|4.5|5.9|20|30|45|0|5|10|0|3|12|".15"|".15"|0|0|0|0|0|0|0|0|0|0|0|0|1|10.5|20||||0|2|4|5.1|6.8|8.4|||||||||||||||||||||||||||||||||"23394561"|"69342679"
