||"Tread"||"36829869"|"14302108"
|||"Talf"|"36829694"|"14302102"
|||"Rise"|"36829690"|"14302103"
|||"Talf"|"36829692"|"14302101"
|||"Rise"|"36829723"|"14302121"
||"Tread"||"36829833"|"14302114"
||"Tread"||"36829785"|"14302117"
|||"Rise"|"36829726"|"14302120"
|||"Dip"|"36829689"|"14302105"
||"Tread"||"36829848"|"14302110"
|||"Talf"|"36829693"|"14302100"
||"Tread"||"36829851"|"14302111"
||"Tread"||"36829862"|"14302107"
||"Tread"||"36829837"|"14302113"
|||"Rise"|"36829836"|"14302118"
|||"Dip"|"36829688"|"14302104"
||"Tread"||"36829738"|"14302109"
||"Tread"||"36829727"|"14302123"
|||"Dip"|"36829843"|"14302116"
||"Tread"||"36829740"|"14302112"
|||"Talf"|"36829729"|"14302119"
|||"Rise"|"36829686"|"14302106"
|||"Dip"|"36829834"|"14302115"
|||"Talf"|"36829732"|"14302122"
