10|13|30|203|203|203|"Moist"|"244622980"|"154302629"
0|0|0|10|13|30|"Wet"|"244622980"|"154302630"
0|0|0|15|24|36|"Moist"|"244623301"|"154302769"
15|24|36|183|183|183|"Wet"|"244623301"|"154302770"
0|0|0|183|183|183|"Moist"|"244623558"|"154302862"
0|0|0|81|183|200|"Moist"|"244622933"|"154302571"
8|13|18|203|203|203|"Moist"|"244622991"|"154302652"
0|0|0|8|13|18|"Wet"|"244622991"|"154302651"
0|0|0|46|54|61|"Moist"|"244622725"|"154302495"
46|54|61|183|183|183|"Wet"|"244622725"|"154302496"
0|0|0|40|58|75|"Moist"|"244623540"|"154302835"
40|58|75|122|183|200|"Wet"|"244623540"|"154302836"
0|0|0|10|15|23|"Moist"|"244623290"|"154302755"
10|15|23|203|203|203|"Wet"|"244623290"|"154302756"
0|0|0|152|183|200|"Moist"|"244622954"|"154302597"
0|0|0|81|183|200|"Moist"|"244622928"|"154302566"
0|0|0|46|84|122|"Moist"|"244623058"|"154302683"
46|84|122|183|183|183|"Wet"|"244623058"|"154302684"
0|0|0|0|31|61|"Moist"|"244622861"|"154302523"
0|31|61|183|183|183|"Wet"|"244622861"|"154302524"
0|0|0|40|58|75|"Moist"|"244623538"|"154302832"
40|58|75|122|183|200|"Wet"|"244623538"|"154302833"
0|0|0|122|153|183|"Moist"|"244622819"|"154302509"
122|153|183|183|183|183|"Wet"|"244622819"|"154302510"
0|0|0|183|183|183|"Moist"|"244623551"|"154302851"
0|0|0|183|183|183|"Wet"|"244622965"|"154302608"
0|0|0|15|30|46|"Moist"|"244623146"|"154302709"
15|30|46|183|183|183|"Wet"|"244623146"|"154302710"
0|0|0|46|77|107|"Moist"|"244622642"|"154302469"
46|77|107|183|183|183|"Wet"|"244622642"|"154302470"
0|0|0|8|15|25|"Moist"|"244622918"|"154302552"
8|15|25|203|203|203|"Wet"|"244622918"|"154302553"
0|0|0|183|183|183|"Moist"|"244622944"|"154302584"
0|0|0|81|183|200|"Moist"|"244622907"|"154302540"
0|0|0|203|203|203|"Moist"|"244623275"|"154302733"
0|0|0|8|15|25|"Moist"|"244623528"|"154302818"
8|15|25|203|203|203|"Wet"|"244623528"|"154302819"
0|0|0|203|203|203|"Moist"|"244623283"|"154302745"
0|0|0|81|183|200|"Moist"|"244622906"|"154302539"
0|0|0|46|61|107|"Moist"|"244622943"|"154302582"
46|61|107|183|183|183|"Wet"|"244622943"|"154302583"
0|0|0|203|203|203|"Moist"|"244622917"|"154302551"
0|0|0|203|203|203|"Moist"|"244623527"|"154302817"
0|0|0|107|145|183|"Moist"|"244623106"|"154302693"
107|145|183|183|183|183|"Wet"|"244623106"|"154302694"
0|0|0|15|30|46|"Moist"|"244623372"|"154302785"
15|30|46|183|183|183|"Wet"|"244623372"|"154302786"
0|0|0|122|153|183|"Moist"|"244622821"|"154302513"
122|153|183|183|183|183|"Wet"|"244622821"|"154302514"
0|0|0|46|54|61|"Moist"|"244622726"|"154302497"
46|54|61|183|183|183|"Wet"|"244622726"|"154302498"
0|0|0|183|183|183|"Moist"|"244623549"|"154302848"
0|0|0|15|30|46|"Moist"|"244623516"|"154302811"
15|30|46|183|183|183|"Wet"|"244623516"|"154302812"
0|0|0|81|183|200|"Moist"|"244622929"|"154302567"
0|0|0|8|15|25|"Moist"|"244622921"|"154302558"
8|15|25|203|203|203|"Wet"|"244622921"|"154302559"
0|0|0|122|153|183|"Moist"|"244623422"|"154302797"
122|153|183|183|183|183|"Wet"|"244623422"|"154302798"
0|0|0|15|30|46|"Moist"|"244623370"|"154302783"
15|30|46|183|183|183|"Wet"|"244623370"|"154302784"
0|0|0|46|84|122|"Moist"|"244623006"|"154302668"
46|84|122|183|183|183|"Wet"|"244623006"|"154302667"
0|0|0|0|31|61|"Moist"|"244622884"|"154302533"
0|31|61|183|183|183|"Wet"|"244622884"|"154302534"
0|0|0|0|15|30|"Moist"|"244622653"|"154302477"
0|15|30|183|183|183|"Wet"|"244622653"|"154302478"
0|0|0|81|183|200|"Moist"|"244622903"|"154302536"
0|0|0|81|183|200|"Moist"|"244622932"|"154302570"
0|0|0|15|30|46|"Moist"|"244623457"|"154302801"
15|30|46|183|183|183|"Wet"|"244623457"|"154302802"
