"Aquic"|"23394312"|"9700019"
"Aquic"|"23394288"|"9700011"
"Udic"|"23394314"|"9700020"
"Udic"|"23394258"|"9699996"
"Udic"|"23394262"|"9699997"
"Udic"|"23394266"|"9699998"
"Aquic"|"23394310"|"9700017"
"Aquic"|"23394311"|"9700018"
"Aquic"|"23394292"|"9700012"
"Udic"|"23394316"|"9700021"
"Udic"|"23394296"|"9700013"
"Udic"|"23394277"|"9700002"
"Aquic"|"23394278"|"9700003"
"Udic"|"23394280"|"9700004"
"Aquic"|"23394282"|"9700005"
"Udic"|"23394283"|"9700006"
"Aquic"|"23394331"|"9700026"
"Aquic"|"23394332"|"9700027"
"Aquic"|"23394333"|"9700028"
"Aquic"|"23394255"|"9699994"
"Aquic"|"23394256"|"9699995"
"Aquic"|"23394318"|"9700022"
"Aquic"|"23394299"|"9700014"
"Aquic"|"23394302"|"9700015"
"Udic"|"23394322"|"9700023"
"Udic"|"23394270"|"9699999"
"Aquic"|"23394284"|"9700007"
"Aquic"|"23394285"|"9700008"
"Aquic"|"23394286"|"9700009"
"Aquic"|"23394287"|"9700010"
"Aquic"|"23394273"|"9700000"
"Aquic"|"23394275"|"9700001"
"Aquic"|"23394325"|"9700024"
"Aquic"|"23394306"|"9700016"
"Aquic"|"23394330"|"9700025"
