"Silt loam"||"140043207"|"142441247"
"Loam"||"140043014"|"142441213"
"Loam"||"140043104"|"142441144"
"Fine sandy loam"||"140043103"|"142441271"
"Fine sandy loam"||"140043040"|"142441137"
"Clay loam"||"140043030"|"142441261"
"Silty clay loam"||"140043210"|"142441053"
"Silty clay loam"||"140043051"|"142441260"
"Silt loam"||"140043125"|"142441150"
"Silt loam"||"140043004"|"142441017"
"Silty clay loam"||"140042993"|"142441089"
"Clay loam"||"140043162"|"142441241"
"Silt loam"||"140043056"|"142441189"
"Fine sandy loam"||"140043199"|"142441236"
"Sandy loam"||"140043066"|"142441056"
"Silty clay"||"140043151"|"142441234"
"Silty clay loam"||"140043078"|"142441061"
"Clay"||"140043093"|"142441073"
"Loamy fine sand"||"140043067"|"142441057"
"Loam"||"140043077"|"142441060"
"Silt loam"||"140042982"|"142441223"
"Silt loam"||"140043140"|"142441038"
"Silt loam"||"140043114"|"142441142"
"Loamy fine sand"||"140043088"|"142441196"
"Fine sandy loam"||"140043177"|"142441087"
"Silt loam"||"140043019"|"142441164"
"Clay loam"||"140043225"|"142441118"
"Loam"||"140043041"|"142441069"
"Silt loam"||"140043008"|"142441021"
"Silt loam"||"140043214"|"142441184"
"Loam"||"140043052"|"142441063"
"Silty clay"||"140043203"|"142441172"
"Silty clay"||"140043026"|"142441165"
"Clay loam"||"140043081"|"142441256"
"Silt loam"||"140043063"|"142441251"
"Silty clay loam"||"140043166"|"142441085"
"Loamy sand"||"140043133"|"142441222"
"Loam"||"140043129"|"142441148"
"Loam"||"140043000"|"142441210"
"Silt loam"||"140043155"|"142441239"
"Clay loam"||"140043055"|"142441188"
"Very fine sandy loam"||"140043192"|"142441163"
"Clay"||"140043107"|"142441076"
"Silty clay"||"140043188"|"142441225"
"Silty clay"||"140043096"|"142441140"
"Clay loam"||"140043229"|"142441245"
"Sand"||"140043181"|"142441157"
"Fine sandy loam"||"140043089"|"142441197"
"Clay loam"||"140043118"|"142441208"
"Silt loam"||"140043048"|"142441259"
"Loam"||"140043037"|"142441263"
"Clay"||"140043011"|"142441082"
"Clay"||"140043170"|"142441026"
"Loam"||"140043218"|"142441115"
"Loamy fine sand"||"140043015"|"142441102"
"Fine sandy loam"||"140043015"|"142441101"
"Silty clay loam"||"140043144"|"142441160"
"Loam"||"140043092"|"142441131"
"Loam"||"140043070"|"142441193"
"Silt loam"||"140043074"|"142441254"
"Silt loam"||"140042989"|"142441155"
"Fine sand"||"140043173"|"142441217"
"Sandy loam"||"140042988"|"142441154"
"Clay"||"140043172"|"142441024"
"Sand"||"140043087"|"142441195"
"Loam"||"140043046"|"142441065"
"Silty clay loam"||"140043160"|"142441044"
"Loam"||"140043194"|"142441040"
"Loam"||"140043009"|"142441022"
"Loam"||"140043212"|"142441052"
"Loamy fine sand"||"140043183"|"142441091"
"Clay loam"||"140043146"|"142441162"
"Silty clay loam"||"140043113"|"142441269"
"Silty clay"||"140043171"|"142441023"
"Sandy loam"||"140042998"|"142441019"
"Silty clay loam"||"140043124"|"142441149"
"Loam"||"140043223"|"142441117"
"Silt loam"||"140043035"|"142441067"
"Clay"||"140043150"|"142441107"
"Silt loam"||"140042994"|"142441152"
"Silty clay loam"||"140043031"|"142441199"
"Clay"||"140043020"|"142441103"
"Silt loam"||"140043135"|"142441036"
"Loam"||"140043227"|"142441050"
"Silty clay loam"||"140043201"|"142441237"
"Silt loam"||"140043145"|"142441161"
"Very fine sandy loam"||"140043187"|"142441035"
"Silt loam"||"140043161"|"142441045"
"Silt loam"||"140043109"|"142441204"
"Loamy sand"||"140043182"|"142441158"
"Silty clay"||"140043098"|"142441139"
"Silty clay loam"||"140043156"|"142441110"
"Loamy sand"||"140042983"|"142441238"
"Silty clay loam"||"140043190"|"142441226"
"Silt loam"||"140043050"|"142441133"
"Silty clay loam"||"140043224"|"142441048"
"Silt loam"||"140043013"|"142441083"
"Loam"||"140043057"|"142441190"
"Very fine sandy loam"||"140043039"|"142441264"
