"Fragipan"|"noncoherent"|41|66|104|91|132|203|50|66|162|"23394334"|"6588119"
"Fragipan"|"noncoherent"|40|66|104|91|132|200|51|66|160|"23394336"|"6588120"
"Abrupt textural change"|"noncoherent"|26|33|40|120|127|134|75|94|100|"23394345"|"6588121"
"Natric"|"noncoherent"|43|53|63|127|127|127|54|74|94|"23394346"|"6588122"
"Fragipan"|"noncoherent"|66|76|86|117|127|137|41|61|81|"23394363"|"6588123"
"Fragipan"|"noncoherent"|43|53|63|89|99|109|26|46|66|"23394364"|"6588124"
"Fragipan"|"noncoherent"|66|76|89|200|200|200|111|124|134|"23394366"|"6588125"
"Fragipan"|"noncoherent"|66|76|86|117|127|137|31|51|71|"23394374"|"6588126"
"Fragipan"|"noncoherent"|71|81|91|127|137|147|36|56|76|"23394380"|"6588127"
"Fragipan"|"noncoherent"|71|81|91|127|137|147|36|56|76|"23394382"|"6588128"
"Fragipan"|"noncoherent"|66|76|86|117|127|137|41|61|81|"23394386"|"6588129"
"Fragipan"|"noncoherent"|66|76|86|117|127|137|41|61|81|"23394388"|"6588130"
"Fragipan"|"noncoherent"|45|69|117|93|132|203|51|63|158|"23394395"|"6588131"
"Fragipan"|"noncoherent"|45|81|96|95|183|203|50|102|158|"23394397"|"6588132"
"Fragipan"|"noncoherent"|66|76|86|117|127|137|41|61|81|"23394422"|"6588133"
"Abrupt textural change"|"noncoherent"|59|66|73|120|127|134|50|54|75|"23394425"|"6588134"
"Fragipan"|"noncoherent"|66|76|89|200|200|200|111|124|134|"23394431"|"6588135"
"Natric"|"noncoherent"|43|53|63|127|127|127|54|74|94|"23394441"|"6588136"
"Abrupt textural change"|"noncoherent"|26|33|40|120|127|134|75|94|100|"23394443"|"6588137"
"Abrupt textural change"|"noncoherent"|3|10|17|59|66|73|50|56|75|"23394452"|"6588138"
"Natric"|"noncoherent"|23|33|43|183|183|183|140|150|160|"23394453"|"6588139"
"Fragipan"|"noncoherent"|66|76|86|117|127|137|41|61|81|"23394459"|"6588140"
"Fragipan"|"noncoherent"|43|53|63|89|99|109|26|46|66|"23394460"|"6588141"
"Fragipan"|"noncoherent"|66|76|89|200|200|200|111|124|134|"23394466"|"6588142"
"Fragipan"|"noncoherent"|46|51|94|100|114|135|6|63|89|"23394468"|"6588143"
