"COFL2"|"Cornus florida"|"flowering dogwood"|"21291884"|"36080888"
"QURU"|"Quercus rubra"|"northern red oak"|"21291884"|"36080889"
"QUVE"|"Quercus velutina"|"black oak"|"21291884"|"36080890"
"QUIM"|"Quercus imbricaria"|"Shingle oak"|"21291884"|"36080891"
"JUVI"|"Juniperus virginiana"|"eastern redcedar"|"21291884"|"36080892"
"QUST"|"Quercus stellata"|"post oak"|"21291884"|"36080893"
"CAGL8"|"Carya glabra"|"pignut hickory"|"21291884"|"36080894"
"CACO15"|"Carya cordiformis"|"bitternut hickory"|"21291884"|"36080895"
"DIVI5"|"Diospyros virginiana"|"persimmon"|"21291884"|"36080896"
"SAAL5"|"Sassafras albidum"|"sassafras"|"21291884"|"36080897"
"FRAM2"|"Fraxinus americana"|"white ash"|"21291884"|"36080898"
"NYSY"|"Nyssa sylvatica"|"blackgum"|"21291884"|"36080899"
"QUMA3"|"Quercus marilandica"|"blackjack oak"|"21291884"|"36080900"
"UNKNOWN"|"unknown scientific name"|"chinkapin oak"|"21291884"|"36080901"
"AMAR3"|"Amelanchier arborea"|"common serviceberry"|"21291884"|"36080902"
"CAAL27"|"Carya alba"|"mockernut hickory"|"21291884"|"36080903"
"CAOV2"|"Carya ovata"|"shagbark hickory"|"21291885"|"36080904"
"QUFA"|"Quercus falcata"|"southern red oak"|"21291885"|"36080905"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|"21291885"|"36080906"
"AMAR3"|"Amelanchier arborea"|"common serviceberry"|"21291885"|"36080907"
"MORU2"|"Morus rubra"|"red mulberry"|"21291885"|"36080908"
"PODE3"|"Populus deltoides"|"eastern cottonwood"|"21291885"|"36080909"
"CAGL8"|"Carya glabra"|"pignut hickory"|"21291885"|"36080910"
"QUAL"|"Quercus alba"|"white oak"|"21291885"|"36080911"
"DIVI5"|"Diospyros virginiana"|"persimmon"|"21291885"|"36080912"
"QUIM"|"Quercus imbricaria"|"Shingle oak"|"21291885"|"36080913"
"JUVI"|"Juniperus virginiana"|"eastern redcedar"|"21291885"|"36080914"
"QURU"|"Quercus rubra"|"northern red oak"|"21291885"|"36080915"
"QUMA2"|"Quercus macrocarpa"|"bur oak"|"21291885"|"36080916"
"QUST"|"Quercus stellata"|"post oak"|"21291885"|"36080917"
"QUVE"|"Quercus velutina"|"black oak"|"21291885"|"36080918"
"SAAL5"|"Sassafras albidum"|"sassafras"|"21291885"|"36080919"
"CAOV2"|"Carya ovata"|"shagbark hickory"|"21291886"|"36080920"
"QUPA2"|"Quercus palustris"|"pin oak"|"21291886"|"36080921"
"COFL2"|"Cornus florida"|"flowering dogwood"|"21291886"|"36080922"
"QUAL"|"Quercus alba"|"white oak"|"21291886"|"36080923"
"CATE9"|"Carya texana"|"black hickory"|"21291886"|"36080924"
"CAAL27"|"Carya alba"|"mockernut hickory"|"21291886"|"36080925"
"DIVI5"|"Diospyros virginiana"|"persimmon"|"21291886"|"36080926"
"CECA4"|"Cercis canadensis"|"eastern redbud"|"21291886"|"36080927"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|"21291886"|"36080928"
"QUMA2"|"Quercus macrocarpa"|"bur oak"|"21291886"|"36080929"
"QUVE"|"Quercus velutina"|"black oak"|"21291886"|"36080930"
"CACO15"|"Carya cordiformis"|"bitternut hickory"|"21291887"|"36080931"
"CAOV2"|"Carya ovata"|"shagbark hickory"|"21291887"|"36080932"
"AMAR3"|"Amelanchier arborea"|"common serviceberry"|"21291887"|"36080933"
"CAGL8"|"Carya glabra"|"pignut hickory"|"21291887"|"36080934"
"CRCR2"|"Crataegus crus-galli"|"cockspur hawthorn"|"21291887"|"36080935"
"CATE9"|"Carya texana"|"black hickory"|"21291887"|"36080936"
"CAAL27"|"Carya alba"|"mockernut hickory"|"21291887"|"36080937"
"COFL2"|"Cornus florida"|"flowering dogwood"|"21291887"|"36080938"
"QUFA"|"Quercus falcata"|"southern red oak"|"21291887"|"36080939"
"DIVI5"|"Diospyros virginiana"|"persimmon"|"21291887"|"36080940"
"NYSY"|"Nyssa sylvatica"|"blackgum"|"21291887"|"36080941"
"FRAM2"|"Fraxinus americana"|"white ash"|"21291887"|"36080942"
"QUIM"|"Quercus imbricaria"|"Shingle oak"|"21291887"|"36080943"
"JUVI"|"Juniperus virginiana"|"eastern redcedar"|"21291887"|"36080944"
"QUCO2"|"Quercus coccinea"|"scarlet oak"|"21291887"|"36080945"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|"21291887"|"36080946"
"QUMA3"|"Quercus marilandica"|"blackjack oak"|"21291887"|"36080947"
"QUVE"|"Quercus velutina"|"black oak"|"21291887"|"36080948"
"UNKNOWN"|"unknown scientific name"|"chinkapin oak"|"21291887"|"36080949"
"QURU"|"Quercus rubra"|"northern red oak"|"21291887"|"36080950"
"QUST"|"Quercus stellata"|"post oak"|"21291887"|"36080951"
"SAAL5"|"Sassafras albidum"|"sassafras"|"21291887"|"36080952"
"MORU2"|"Morus rubra"|"red mulberry"|"21291888"|"36080953"
"QUIM"|"Quercus imbricaria"|"Shingle oak"|"21291888"|"36080954"
"JUVI"|"Juniperus virginiana"|"eastern redcedar"|"21291888"|"36080955"
"SAAL5"|"Sassafras albidum"|"sassafras"|"21291888"|"36080956"
"CAOV2"|"Carya ovata"|"shagbark hickory"|"21291888"|"36080957"
"PODE3"|"Populus deltoides"|"eastern cottonwood"|"21291888"|"36080958"
"QUMA2"|"Quercus macrocarpa"|"bur oak"|"21291888"|"36080959"
"QUAL"|"Quercus alba"|"white oak"|"21291888"|"36080960"
"QUVE"|"Quercus velutina"|"black oak"|"21291888"|"36080961"
"QUFA"|"Quercus falcata"|"southern red oak"|"21291888"|"36080962"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|"21291888"|"36080963"
"QURU"|"Quercus rubra"|"northern red oak"|"21291888"|"36080964"
"CAGL8"|"Carya glabra"|"pignut hickory"|"21291888"|"36080965"
"QUST"|"Quercus stellata"|"post oak"|"21291888"|"36080966"
"DIVI5"|"Diospyros virginiana"|"persimmon"|"21291888"|"36080967"
"AMAR3"|"Amelanchier arborea"|"common serviceberry"|"21291888"|"36080968"
"MORU2"|"Morus rubra"|"red mulberry"|"21291889"|"36080969"
"QUIM"|"Quercus imbricaria"|"Shingle oak"|"21291889"|"36080970"
"JUVI"|"Juniperus virginiana"|"eastern redcedar"|"21291889"|"36080971"
"SAAL5"|"Sassafras albidum"|"sassafras"|"21291889"|"36080972"
"CAOV2"|"Carya ovata"|"shagbark hickory"|"21291889"|"36080973"
"QUFA"|"Quercus falcata"|"southern red oak"|"21291889"|"36080974"
"QUMA2"|"Quercus macrocarpa"|"bur oak"|"21291889"|"36080975"
"QUAL"|"Quercus alba"|"white oak"|"21291889"|"36080976"
"QUVE"|"Quercus velutina"|"black oak"|"21291889"|"36080977"
"PODE3"|"Populus deltoides"|"eastern cottonwood"|"21291889"|"36080978"
"CAGL8"|"Carya glabra"|"pignut hickory"|"21291889"|"36080979"
"QURU"|"Quercus rubra"|"northern red oak"|"21291889"|"36080980"
"DIVI5"|"Diospyros virginiana"|"persimmon"|"21291889"|"36080981"
"QUST"|"Quercus stellata"|"post oak"|"21291889"|"36080982"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|"21291889"|"36080983"
"AMAR3"|"Amelanchier arborea"|"common serviceberry"|"21291889"|"36080984"
"CATE9"|"Carya texana"|"black hickory"|"21291890"|"36080985"
"QUIM"|"Quercus imbricaria"|"Shingle oak"|"21291890"|"36080986"
"QUVE"|"Quercus velutina"|"black oak"|"21291890"|"36080987"
"QUST"|"Quercus stellata"|"post oak"|"21291890"|"36080988"
"CAOV2"|"Carya ovata"|"shagbark hickory"|"21291890"|"36080989"
"CRCR2"|"Crataegus crus-galli"|"cockspur hawthorn"|"21291890"|"36080990"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|"21291890"|"36080991"
"SAAL5"|"Sassafras albidum"|"sassafras"|"21291890"|"36080992"
"COFL2"|"Cornus florida"|"flowering dogwood"|"21291890"|"36080993"
"QUFA"|"Quercus falcata"|"southern red oak"|"21291890"|"36080994"
"DIVI5"|"Diospyros virginiana"|"persimmon"|"21291890"|"36080995"
"QUCO2"|"Quercus coccinea"|"scarlet oak"|"21291890"|"36080996"
"FRAM2"|"Fraxinus americana"|"white ash"|"21291890"|"36080997"
"CACO15"|"Carya cordiformis"|"bitternut hickory"|"21291890"|"36080998"
"JUVI"|"Juniperus virginiana"|"eastern redcedar"|"21291890"|"36080999"
"QUMA3"|"Quercus marilandica"|"blackjack oak"|"21291890"|"36081000"
"CAGL8"|"Carya glabra"|"pignut hickory"|"21291890"|"36081001"
"UNKNOWN"|"unknown scientific name"|"chinkapin oak"|"21291890"|"36081002"
"QURU"|"Quercus rubra"|"northern red oak"|"21291890"|"36081003"
"NYSY"|"Nyssa sylvatica"|"blackgum"|"21291890"|"36081004"
"AMAR3"|"Amelanchier arborea"|"common serviceberry"|"21291890"|"36081005"
"CAAL27"|"Carya alba"|"mockernut hickory"|"21291890"|"36081006"
"CAOV2"|"Carya ovata"|"shagbark hickory"|"21291891"|"36081007"
"CACO15"|"Carya cordiformis"|"bitternut hickory"|"21291891"|"36081008"
"CAGL8"|"Carya glabra"|"pignut hickory"|"21291891"|"36081009"
"AMAR3"|"Amelanchier arborea"|"common serviceberry"|"21291891"|"36081010"
"CATE9"|"Carya texana"|"black hickory"|"21291891"|"36081011"
"CRCR2"|"Crataegus crus-galli"|"cockspur hawthorn"|"21291891"|"36081012"
"COFL2"|"Cornus florida"|"flowering dogwood"|"21291891"|"36081013"
"CAAL27"|"Carya alba"|"mockernut hickory"|"21291891"|"36081014"
"DIVI5"|"Diospyros virginiana"|"persimmon"|"21291891"|"36081015"
"QUFA"|"Quercus falcata"|"southern red oak"|"21291891"|"36081016"
"FRAM2"|"Fraxinus americana"|"white ash"|"21291891"|"36081017"
"NYSY"|"Nyssa sylvatica"|"blackgum"|"21291891"|"36081018"
"JUVI"|"Juniperus virginiana"|"eastern redcedar"|"21291891"|"36081019"
"QUIM"|"Quercus imbricaria"|"Shingle oak"|"21291891"|"36081020"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|"21291891"|"36081021"
"QUCO2"|"Quercus coccinea"|"scarlet oak"|"21291891"|"36081022"
"QUVE"|"Quercus velutina"|"black oak"|"21291891"|"36081023"
"QUMA3"|"Quercus marilandica"|"blackjack oak"|"21291891"|"36081024"
"UNKNOWN"|"unknown scientific name"|"chinkapin oak"|"21291891"|"36081025"
"QURU"|"Quercus rubra"|"northern red oak"|"21291891"|"36081026"
"QUST"|"Quercus stellata"|"post oak"|"21291891"|"36081027"
"SAAL5"|"Sassafras albidum"|"sassafras"|"21291891"|"36081028"
"CAOV2"|"Carya ovata"|"shagbark hickory"|"21291892"|"36081029"
"CRCR2"|"Crataegus crus-galli"|"cockspur hawthorn"|"21291892"|"36081030"
"FRAM2"|"Fraxinus americana"|"white ash"|"21291892"|"36081031"
"SAAL5"|"Sassafras albidum"|"sassafras"|"21291892"|"36081032"
"CATE9"|"Carya texana"|"black hickory"|"21291892"|"36081033"
"CACO15"|"Carya cordiformis"|"bitternut hickory"|"21291892"|"36081034"
"COFL2"|"Cornus florida"|"flowering dogwood"|"21291892"|"36081035"
"AMAR3"|"Amelanchier arborea"|"common serviceberry"|"21291892"|"36081036"
"CAGL8"|"Carya glabra"|"pignut hickory"|"21291892"|"36081037"
"QUIM"|"Quercus imbricaria"|"Shingle oak"|"21291892"|"36081038"
"DIVI5"|"Diospyros virginiana"|"persimmon"|"21291892"|"36081039"
"QURU"|"Quercus rubra"|"northern red oak"|"21291892"|"36081040"
"JUVI"|"Juniperus virginiana"|"eastern redcedar"|"21291892"|"36081041"
"QUFA"|"Quercus falcata"|"southern red oak"|"21291892"|"36081042"
"QUVE"|"Quercus velutina"|"black oak"|"21291892"|"36081043"
"QUMA3"|"Quercus marilandica"|"blackjack oak"|"21291892"|"36081044"
"QUCO2"|"Quercus coccinea"|"scarlet oak"|"21291892"|"36081045"
"CAAL27"|"Carya alba"|"mockernut hickory"|"21291892"|"36081046"
"UNKNOWN"|"unknown scientific name"|"chinkapin oak"|"21291892"|"36081047"
"QUST"|"Quercus stellata"|"post oak"|"21291892"|"36081048"
"NYSY"|"Nyssa sylvatica"|"blackgum"|"21291892"|"36081049"
"CAOV2"|"Carya ovata"|"shagbark hickory"|"21291893"|"36081050"
"QUFA"|"Quercus falcata"|"southern red oak"|"21291893"|"36081051"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|"21291893"|"36081052"
"AMAR3"|"Amelanchier arborea"|"common serviceberry"|"21291893"|"36081053"
"MORU2"|"Morus rubra"|"red mulberry"|"21291893"|"36081054"
"PODE3"|"Populus deltoides"|"eastern cottonwood"|"21291893"|"36081055"
"CAGL8"|"Carya glabra"|"pignut hickory"|"21291893"|"36081056"
"QUAL"|"Quercus alba"|"white oak"|"21291893"|"36081057"
"DIVI5"|"Diospyros virginiana"|"persimmon"|"21291893"|"36081058"
"QUIM"|"Quercus imbricaria"|"Shingle oak"|"21291893"|"36081059"
"JUVI"|"Juniperus virginiana"|"eastern redcedar"|"21291893"|"36081060"
"QURU"|"Quercus rubra"|"northern red oak"|"21291893"|"36081061"
"QUMA2"|"Quercus macrocarpa"|"bur oak"|"21291893"|"36081062"
"QUST"|"Quercus stellata"|"post oak"|"21291893"|"36081063"
"QUVE"|"Quercus velutina"|"black oak"|"21291893"|"36081064"
"SAAL5"|"Sassafras albidum"|"sassafras"|"21291893"|"36081065"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|"21291894"|"36081066"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"|"21291894"|"36081067"
"LITU"|"Liriodendron tulipifera"|"tuliptree"|"21291894"|"36081068"
"QUAL"|"Quercus alba"|"white oak"|"21291894"|"36081069"
"CAOV2"|"Carya ovata"|"shagbark hickory"|"21291895"|"36081070"
"CACO15"|"Carya cordiformis"|"bitternut hickory"|"21291895"|"36081071"
"DIVI5"|"Diospyros virginiana"|"persimmon"|"21291895"|"36081072"
"AMAR3"|"Amelanchier arborea"|"common serviceberry"|"21291895"|"36081073"
"CATE9"|"Carya texana"|"black hickory"|"21291895"|"36081074"
"QUIM"|"Quercus imbricaria"|"Shingle oak"|"21291895"|"36081075"
"CAGL8"|"Carya glabra"|"pignut hickory"|"21291895"|"36081076"
"CAAL27"|"Carya alba"|"mockernut hickory"|"21291895"|"36081077"
"FRAM2"|"Fraxinus americana"|"white ash"|"21291895"|"36081078"
"QUFA"|"Quercus falcata"|"southern red oak"|"21291895"|"36081079"
"JUVI"|"Juniperus virginiana"|"eastern redcedar"|"21291895"|"36081080"
"QUST"|"Quercus stellata"|"post oak"|"21291895"|"36081081"
"QUVE"|"Quercus velutina"|"black oak"|"21291895"|"36081082"
"CRCR2"|"Crataegus crus-galli"|"cockspur hawthorn"|"21291895"|"36081083"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|"21291895"|"36081084"
"NYSY"|"Nyssa sylvatica"|"blackgum"|"21291895"|"36081085"
"COFL2"|"Cornus florida"|"flowering dogwood"|"21291895"|"36081086"
"QUCO2"|"Quercus coccinea"|"scarlet oak"|"21291895"|"36081087"
"QUMA3"|"Quercus marilandica"|"blackjack oak"|"21291895"|"36081088"
"QURU"|"Quercus rubra"|"northern red oak"|"21291895"|"36081089"
"SAAL5"|"Sassafras albidum"|"sassafras"|"21291895"|"36081090"
"UNKNOWN"|"unknown scientific name"|"chinkapin oak"|"21291895"|"36081091"
"CAOV2"|"Carya ovata"|"shagbark hickory"|"21291896"|"36081092"
"CACO15"|"Carya cordiformis"|"bitternut hickory"|"21291896"|"36081093"
"CAGL8"|"Carya glabra"|"pignut hickory"|"21291896"|"36081094"
"AMAR3"|"Amelanchier arborea"|"common serviceberry"|"21291896"|"36081095"
"CATE9"|"Carya texana"|"black hickory"|"21291896"|"36081096"
"CRCR2"|"Crataegus crus-galli"|"cockspur hawthorn"|"21291896"|"36081097"
"COFL2"|"Cornus florida"|"flowering dogwood"|"21291896"|"36081098"
"CAAL27"|"Carya alba"|"mockernut hickory"|"21291896"|"36081099"
"DIVI5"|"Diospyros virginiana"|"persimmon"|"21291896"|"36081100"
"QUFA"|"Quercus falcata"|"southern red oak"|"21291896"|"36081101"
"FRAM2"|"Fraxinus americana"|"white ash"|"21291896"|"36081102"
"NYSY"|"Nyssa sylvatica"|"blackgum"|"21291896"|"36081103"
"JUVI"|"Juniperus virginiana"|"eastern redcedar"|"21291896"|"36081104"
"QUIM"|"Quercus imbricaria"|"Shingle oak"|"21291896"|"36081105"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|"21291896"|"36081106"
"QUCO2"|"Quercus coccinea"|"scarlet oak"|"21291896"|"36081107"
"QUVE"|"Quercus velutina"|"black oak"|"21291896"|"36081108"
"QUMA3"|"Quercus marilandica"|"blackjack oak"|"21291896"|"36081109"
"UNKNOWN"|"unknown scientific name"|"chinkapin oak"|"21291896"|"36081110"
"QURU"|"Quercus rubra"|"northern red oak"|"21291896"|"36081111"
"QUST"|"Quercus stellata"|"post oak"|"21291896"|"36081112"
"SAAL5"|"Sassafras albidum"|"sassafras"|"21291896"|"36081113"
"CAOV2"|"Carya ovata"|"shagbark hickory"|"21291897"|"36081114"
"QUPA2"|"Quercus palustris"|"pin oak"|"21291897"|"36081115"
"COFL2"|"Cornus florida"|"flowering dogwood"|"21291897"|"36081116"
"CAAL27"|"Carya alba"|"mockernut hickory"|"21291897"|"36081117"
"CATE9"|"Carya texana"|"black hickory"|"21291897"|"36081118"
"CECA4"|"Cercis canadensis"|"eastern redbud"|"21291897"|"36081119"
"DIVI5"|"Diospyros virginiana"|"persimmon"|"21291897"|"36081120"
"QUAL"|"Quercus alba"|"white oak"|"21291897"|"36081121"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|"21291897"|"36081122"
"QUMA2"|"Quercus macrocarpa"|"bur oak"|"21291897"|"36081123"
"QUVE"|"Quercus velutina"|"black oak"|"21291897"|"36081124"
"QUFA"|"Quercus falcata"|"southern red oak"|"21291898"|"36081125"
"CAOV2"|"Carya ovata"|"shagbark hickory"|"21291898"|"36081126"
"AMAR3"|"Amelanchier arborea"|"common serviceberry"|"21291898"|"36081127"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|"21291898"|"36081128"
"PODE3"|"Populus deltoides"|"eastern cottonwood"|"21291898"|"36081129"
"MORU2"|"Morus rubra"|"red mulberry"|"21291898"|"36081130"
"QUAL"|"Quercus alba"|"white oak"|"21291898"|"36081131"
"CAGL8"|"Carya glabra"|"pignut hickory"|"21291898"|"36081132"
"QUIM"|"Quercus imbricaria"|"Shingle oak"|"21291898"|"36081133"
"DIVI5"|"Diospyros virginiana"|"persimmon"|"21291898"|"36081134"
"QURU"|"Quercus rubra"|"northern red oak"|"21291898"|"36081135"
"QUMA2"|"Quercus macrocarpa"|"bur oak"|"21291898"|"36081136"
"QUST"|"Quercus stellata"|"post oak"|"21291898"|"36081137"
"QUVE"|"Quercus velutina"|"black oak"|"21291898"|"36081138"
"SAAL5"|"Sassafras albidum"|"sassafras"|"21291898"|"36081139"
"JUVI"|"Juniperus virginiana"|"eastern redcedar"|"21291898"|"36081140"
"QUPA2"|"Quercus palustris"|"pin oak"|"21291899"|"36081141"
"ACRU"|"Acer rubrum"|"red maple"|"21291899"|"36081142"
"ACSA2"|"Acer saccharinum"|"silver maple"|"21291899"|"36081143"
"CRVI2"|"Crataegus viridis"|"green hawthorn"|"21291899"|"36081144"
"SANI"|"Salix nigra"|"black willow"|"21291899"|"36081145"
"FRPE"|"Fraxinus pennsylvanica"|"green ash"|"21291899"|"36081146"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"|"21291899"|"36081147"
"CAIL2"|"Carya illinoinensis"|"pecan"|"21291899"|"36081148"
"CALA21"|"Carya laciniosa"|"shellbark hickory"|"21291899"|"36081149"
"PITA"|"Pinus taeda"|"loblolly pine"|"21291899"|"36081150"
"PLOC"|"Platanus occidentalis"|"American sycamore"|"21291899"|"36081151"
"PODE3"|"Populus deltoides"|"eastern cottonwood"|"21291899"|"36081152"
"CAOV2"|"Carya ovata"|"shagbark hickory"|"21291900"|"36081153"
"CAAL27"|"Carya alba"|"mockernut hickory"|"21291900"|"36081154"
"CAGL8"|"Carya glabra"|"pignut hickory"|"21291900"|"36081155"
"CEOC"|"Celtis occidentalis"|"hackberry"|"21291900"|"36081156"
"CATE9"|"Carya texana"|"black hickory"|"21291900"|"36081157"
"CECA4"|"Cercis canadensis"|"eastern redbud"|"21291900"|"36081158"
"DIVI5"|"Diospyros virginiana"|"persimmon"|"21291900"|"36081159"
"QUPA2"|"Quercus palustris"|"pin oak"|"21291900"|"36081160"
"FRPE"|"Fraxinus pennsylvanica"|"green ash"|"21291900"|"36081161"
"QUAL"|"Quercus alba"|"white oak"|"21291900"|"36081162"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|"21291900"|"36081163"
"QUFA"|"Quercus falcata"|"southern red oak"|"21291900"|"36081164"
"QUVE"|"Quercus velutina"|"black oak"|"21291900"|"36081165"
"COFL2"|"Cornus florida"|"flowering dogwood"|"21291900"|"36081166"
"CRVI2"|"Crataegus viridis"|"green hawthorn"|"21291900"|"36081167"
"QUMA2"|"Quercus macrocarpa"|"bur oak"|"21291900"|"36081168"
"ACSA2"|"Acer saccharinum"|"silver maple"|"21291901"|"36081169"
"ACRU"|"Acer rubrum"|"red maple"|"21291901"|"36081170"
"PLOC"|"Platanus occidentalis"|"American sycamore"|"21291901"|"36081171"
"CRVI2"|"Crataegus viridis"|"green hawthorn"|"21291901"|"36081172"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"|"21291901"|"36081173"
"FRPE"|"Fraxinus pennsylvanica"|"green ash"|"21291901"|"36081174"
"PODE3"|"Populus deltoides"|"eastern cottonwood"|"21291901"|"36081175"
"CAIL2"|"Carya illinoinensis"|"pecan"|"21291901"|"36081176"
"PITA"|"Pinus taeda"|"loblolly pine"|"21291901"|"36081177"
"QUPA2"|"Quercus palustris"|"pin oak"|"21291901"|"36081178"
"SANI"|"Salix nigra"|"black willow"|"21291901"|"36081179"
"CALA21"|"Carya laciniosa"|"shellbark hickory"|"21291901"|"36081180"
"CAOV2"|"Carya ovata"|"shagbark hickory"|"21291902"|"36081181"
"AMAR3"|"Amelanchier arborea"|"common serviceberry"|"21291902"|"36081182"
"CAGL8"|"Carya glabra"|"pignut hickory"|"21291902"|"36081183"
"QUFA"|"Quercus falcata"|"southern red oak"|"21291902"|"36081184"
"MORU2"|"Morus rubra"|"red mulberry"|"21291902"|"36081185"
"QUAL"|"Quercus alba"|"white oak"|"21291902"|"36081186"
"DIVI5"|"Diospyros virginiana"|"persimmon"|"21291902"|"36081187"
"QUIM"|"Quercus imbricaria"|"Shingle oak"|"21291902"|"36081188"
"JUVI"|"Juniperus virginiana"|"eastern redcedar"|"21291902"|"36081189"
"QURU"|"Quercus rubra"|"northern red oak"|"21291902"|"36081190"
"QUMA2"|"Quercus macrocarpa"|"bur oak"|"21291902"|"36081191"
"PODE3"|"Populus deltoides"|"eastern cottonwood"|"21291902"|"36081192"
"QUVE"|"Quercus velutina"|"black oak"|"21291902"|"36081193"
"QUST"|"Quercus stellata"|"post oak"|"21291902"|"36081194"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|"21291902"|"36081195"
"SAAL5"|"Sassafras albidum"|"sassafras"|"21291902"|"36081196"
"ACRU"|"Acer rubrum"|"red maple"|"21291904"|"36081197"
"CALA21"|"Carya laciniosa"|"shellbark hickory"|"21291904"|"36081198"
"CAIL2"|"Carya illinoinensis"|"pecan"|"21291904"|"36081199"
"ACSA2"|"Acer saccharinum"|"silver maple"|"21291904"|"36081200"
"FRPE"|"Fraxinus pennsylvanica"|"green ash"|"21291904"|"36081201"
"PODE3"|"Populus deltoides"|"eastern cottonwood"|"21291904"|"36081202"
"CRVI2"|"Crataegus viridis"|"green hawthorn"|"21291904"|"36081203"
"QUBI"|"Quercus bicolor"|"swamp white oak"|"21291904"|"36081204"
"QUMA2"|"Quercus macrocarpa"|"bur oak"|"21291904"|"36081205"
"SANI"|"Salix nigra"|"black willow"|"21291904"|"36081206"
"PLOC"|"Platanus occidentalis"|"American sycamore"|"21291904"|"36081207"
"ACRU"|"Acer rubrum"|"red maple"|"21291905"|"36081208"
"ACSA2"|"Acer saccharinum"|"silver maple"|"21291905"|"36081209"
"QUMA2"|"Quercus macrocarpa"|"bur oak"|"21291905"|"36081210"
"PLOC"|"Platanus occidentalis"|"American sycamore"|"21291905"|"36081211"
"FRPE"|"Fraxinus pennsylvanica"|"green ash"|"21291905"|"36081212"
"PODE3"|"Populus deltoides"|"eastern cottonwood"|"21291905"|"36081213"
"CAIL2"|"Carya illinoinensis"|"pecan"|"21291905"|"36081214"
"QUBI"|"Quercus bicolor"|"swamp white oak"|"21291905"|"36081215"
"CRVI2"|"Crataegus viridis"|"green hawthorn"|"21291905"|"36081216"
"SANI"|"Salix nigra"|"black willow"|"21291905"|"36081217"
"CALA21"|"Carya laciniosa"|"shellbark hickory"|"21291905"|"36081218"
"ACSA2"|"Acer saccharinum"|"silver maple"|"21291906"|"36081219"
"QUPA2"|"Quercus palustris"|"pin oak"|"21291906"|"36081220"
"PODE3"|"Populus deltoides"|"eastern cottonwood"|"21291906"|"36081221"
"QUPA5"|"Quercus pagoda"|"cherrybark oak"|"21291907"|"36081222"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"|"21291907"|"36081223"
"QUPH"|"Quercus phellos"|"willow oak"|"21291907"|"36081224"
"QUNI"|"Quercus nigra"|"water oak"|"21291907"|"36081225"
"QUTE"|"Quercus texana"|"Nuttall oak"|"21291907"|"36081226"
"PODE3"|"Populus deltoides"|"eastern cottonwood"|"21291908"|"36081227"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|"21291908"|"36081228"
"QUPA5"|"Quercus pagoda"|"cherrybark oak"|"21291908"|"36081229"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"|"21291909"|"36081230"
"CRVI2"|"Crataegus viridis"|"green hawthorn"|"21291909"|"36081231"
"QUPA2"|"Quercus palustris"|"pin oak"|"21291909"|"36081232"
"ACRU"|"Acer rubrum"|"red maple"|"21291909"|"36081233"
"PITA"|"Pinus taeda"|"loblolly pine"|"21291909"|"36081234"
"QUMA2"|"Quercus macrocarpa"|"bur oak"|"21291909"|"36081235"
"FRPE"|"Fraxinus pennsylvanica"|"green ash"|"21291909"|"36081236"
"QUNI"|"Quercus nigra"|"water oak"|"21291910"|"36081237"
"QUPH"|"Quercus phellos"|"willow oak"|"21291910"|"36081238"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"|"21291910"|"36081239"
"QUPA5"|"Quercus pagoda"|"cherrybark oak"|"21291910"|"36081240"
"QUTE"|"Quercus texana"|"Nuttall oak"|"21291910"|"36081241"
"PLOC"|"Platanus occidentalis"|"American sycamore"|"21291911"|"36081242"
"QUPH"|"Quercus phellos"|"willow oak"|"21291911"|"36081243"
"ACSA2"|"Acer saccharinum"|"silver maple"|"21291911"|"36081244"
"BENI"|"Betula nigra"|"river birch"|"21291911"|"36081245"
"PODE3"|"Populus deltoides"|"eastern cottonwood"|"21291911"|"36081246"
"QULY"|"Quercus lyrata"|"Overcup Oak"|"21291911"|"36081247"
"QUMI"|"Quercus michauxii"|"swamp chestnut oak"|"21291911"|"36081248"
"QUBI"|"Quercus bicolor"|"swamp white oak"|"21291911"|"36081249"
"SANI"|"Salix nigra"|"black willow"|"21291911"|"36081250"
"TADI2"|"Taxodium distichum"|"baldcypress"|"21291911"|"36081251"
"QUPA5"|"Quercus pagoda"|"cherrybark oak"|"21291912"|"36081252"
