"LITU"|"Liriodendron tulipifera"|"tuliptree"|"21291795"|"36079881"
"QUAL"|"Quercus alba"|"white oak"|"21291795"|"36079882"
"PODE3"|"Populus deltoides"|"eastern cottonwood"|"21291796"|"36079883"
"ACSA2"|"Acer saccharinum"|"silver maple"|"21291796"|"36079884"
"QUPA2"|"Quercus palustris"|"pin oak"|"21291796"|"36079885"
"CAOV2"|"Carya ovata"|"shagbark hickory"|"21291797"|"36079886"
"AMAR3"|"Amelanchier arborea"|"common serviceberry"|"21291797"|"36079887"
"CAGL8"|"Carya glabra"|"pignut hickory"|"21291797"|"36079888"
"CACO15"|"Carya cordiformis"|"bitternut hickory"|"21291797"|"36079889"
"CATE9"|"Carya texana"|"black hickory"|"21291797"|"36079890"
"CAAL27"|"Carya alba"|"mockernut hickory"|"21291797"|"36079891"
"DIVI5"|"Diospyros virginiana"|"persimmon"|"21291797"|"36079892"
"QUFA"|"Quercus falcata"|"southern red oak"|"21291797"|"36079893"
"FRAM2"|"Fraxinus americana"|"white ash"|"21291797"|"36079894"
"NYSY"|"Nyssa sylvatica"|"blackgum"|"21291797"|"36079895"
"JUVI"|"Juniperus virginiana"|"eastern redcedar"|"21291797"|"36079896"
"QUIM"|"Quercus imbricaria"|"Shingle oak"|"21291797"|"36079897"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|"21291797"|"36079898"
"UNKNOWN"|"unknown scientific name"|"chinkapin oak"|"21291797"|"36079899"
"QUVE"|"Quercus velutina"|"black oak"|"21291797"|"36079900"
"CRCR2"|"Crataegus crus-galli"|"cockspur hawthorn"|"21291797"|"36079901"
"COFL2"|"Cornus florida"|"flowering dogwood"|"21291797"|"36079902"
"QURU"|"Quercus rubra"|"northern red oak"|"21291797"|"36079903"
"QUST"|"Quercus stellata"|"post oak"|"21291797"|"36079904"
"SAAL5"|"Sassafras albidum"|"sassafras"|"21291797"|"36079905"
"QUCO2"|"Quercus coccinea"|"scarlet oak"|"21291797"|"36079906"
"QUMA3"|"Quercus marilandica"|"blackjack oak"|"21291797"|"36079907"
"CAOV2"|"Carya ovata"|"shagbark hickory"|"21291798"|"36079908"
