||"Tread"||"32926033"|"12575244"
|||"Talf"|"32925986"|"12575241"
|"Base Slope"|||"32926059"|"12575258"
|"Interfluve"|||"32926240"|"12575267"
|"Crest"|||"32926096"|"12575379"
|"Crest"|||"32926435"|"12575520"
|"Side Slope"|||"32926278"|"12575286"
|||"Talf"|"32926447"|"12575413"
||"Tread"||"32926192"|"12575364"
|"Side Slope"|||"32926667"|"12575581"
|"Crest"|||"32926700"|"12575544"
|"Base Slope"|||"32926497"|"12575437"
|"Side Slope"|||"32925997"|"12575221"
|"Interfluve"|||"32926320"|"12575308"
|||"Talf"|"32926170"|"12575192"
|"Interfluve"|||"32926758"|"12575573"
|"Side Slope"|||"32926665"|"12575606"
|"Side Slope"|||"32926521"|"12575313"
||"Riser"||"32926445"|"12575525"
||"Tread"||"32926041"|"12575248"
|"Side Slope"|||"32926643"|"12575595"
||"Tread"||"32926479"|"12575428"
|"Base Slope"|||"32926341"|"12575495"
|"Base Slope"|||"32926122"|"12575393"
|"Interfluve"|||"32926595"|"12575446"
|"Crest"|||"32926573"|"12575339"
||"Tread"||"32926019"|"12575209"
|||"Dip"|"32926457"|"12575417"
|"Side Slope"|||"32926023"|"12575371"
|||"Talf"|"32926185"|"12575359"
|"Side Slope"|||"32926214"|"12575369"
|"Side Slope"|||"32926623"|"12575532"
|||"Dip"|"32925945"|"12575213"
|"Side Slope"|||"32926133"|"12575400"
||"Tread"||"32926710"|"12575549"
||"Tread"||"32926499"|"12575585"
|"Side Slope"|||"32926706"|"12575547"
|"Base Slope"|||"32926467"|"12575422"
|"Side Slope"|||"32926268"|"12575281"
|"Base Slope"|||"32926383"|"12575471"
|"Side Slope"|||"32926615"|"12575352"
||"Tread"||"32926331"|"12575490"
|"Side Slope"|||"32925971"|"12575203"
|"Base Slope"|||"32926074"|"12575264"
|"Side Slope"|||"32926258"|"12575276"
|||"Talf"|"32926477"|"12575427"
|"Base Slope"|||"32926351"|"12575500"
|"Crest"|||"32926591"|"12575444"
|||"Talf"|"32926159"|"12575197"
|"Interfluve"|||"32925982"|"12575239"
||"Tread"||"32926029"|"12575242"
|"Side Slope"|||"32926549"|"12575327"
|"Crest"|||"32926732"|"12575560"
|||"Talf"|"32926166"|"12575194"
|"Crest"|||"32926696"|"12575542"
|"Crest"|||"32926425"|"12575515"
||"Tread"||"32926373"|"12575466"
|||"Dip"|"32926111"|"12575386"
|"Side Slope"|||"32926571"|"12575338"
|"Base Slope"|||"32926203"|"12575451"
|"Base Slope"|||"32926108"|"12575384"
|"Base Slope"|||"32926015"|"12575207"
