"Fine sandy loam"||"138135635"|"140503462"
"Fine sandy loam"||"138135636"|"140503463"
"Sandy loam"||"138135637"|"140503464"
"Loamy fine sand"||"138135638"|"140503465"
"Sandy loam"||"138135639"|"140503093"
"Loam"||"138135640"|"140503610"
"Silt loam"||"138135641"|"140503094"
"Sandy clay loam"||"138135642"|"140503611"
"Sand"||"138135643"|"140503237"
"Very fine sandy loam"||"138135643"|"140503236"
"Clay loam"||"138135644"|"140502929"
"Sandy clay loam"||"138135645"|"140503266"
"Loam"||"138135646"|"140502930"
"Fine sandy loam"||"138135647"|"140503289"
"Sandy loam"||"138135648"|"140502951"
"Loamy sand"||"138135649"|"140503290"
"Fine sandy loam"||"138135650"|"140502763"
"Loam"||"138135651"|"140503288"
"Sandy loam"||"138135652"|"140503109"
"Fine sandy loam"||"138135653"|"140503110"
"Sandy loam"||"138135654"|"140503733"
"Loamy sand"||"138135654"|"140503734"
"Coarse sand"||"138135655"|"140503268"
"Sandy loam"||"138135655"|"140503267"
"Silt loam"||"138135656"|"140503238"
"Silt loam"||"138135657"|"140503239"
"Silty clay loam"||"138135658"|"140503931"
"Silt loam"||"138135659"|"140503612"
"Silt loam"||"138135660"|"140503240"
"Silty clay loam"||"138135661"|"140503241"
"Silt loam"||"138135662"|"140502764"
"Silt loam"||"138135663"|"140503269"
"Silty clay loam"||"138135664"|"140502931"
"Clay loam"||"138135665"|"140502944"
"Loam"||"138135666"|"140503282"
"Silty clay loam"||"138135667"|"140503270"
"Silt loam"||"138135668"|"140502932"
"Loam"||"138135669"|"140502945"
"Silt loam"||"138135670"|"140503095"
"Sandy clay loam"||"138135671"|"140503470"
"Loam"||"138135672"|"140503935"
"Clay loam"||"138135673"|"140503615"
"Sandy loam"||"138135674"|"140503936"
"Loam"||"138135675"|"140503616"
"Sandy clay loam"||"138135676"|"140503937"
"Sandy loam"||"138135677"|"140503248"
"Clay loam"||"138135678"|"140503249"
"Loam"||"138135679"|"140503250"
"Clay loam"||"138135680"|"140503251"
"Sandy clay loam"||"138135681"|"140503938"
"Clay loam"||"138135682"|"140503617"
"Loam"||"138135683"|"140503939"
"Fine sandy loam"||"138135684"|"140502964"
"Fine sandy loam"||"138135685"|"140503307"
"Sandy loam"||"138135686"|"140502965"
"Loamy fine sand"||"138135687"|"140503308"
"Sandy loam"||"138135688"|"140503337"
"Loam"||"138135689"|"140503125"
"Silt loam"||"138135690"|"140503126"
"Sandy clay loam"||"138135691"|"140503127"
"Sand"||"138135692"|"140503129"
"Very fine sandy loam"||"138135692"|"140503128"
"Loam"||"138135693"|"140503246"
"Sandy loam"||"138135694"|"140503247"
"Sandy clay loam"||"138135695"|"140503613"
"Loam"||"138135696"|"140503933"
"Sandy clay loam"||"138135697"|"140503614"
"Sandy loam"||"138135698"|"140503934"
"Loam"||"138135699"|"140503466"
"Clay loam"||"138135700"|"140503467"
"Coarse sand"||"138135701"|"140503468"
"Clay"||"138135701"|"140503469"
"Silt loam"||"138135702"|"140502885"
"Silt loam"||"138135703"|"140502886"
"Silty clay loam"||"138135704"|"140502887"
"Silt loam"||"138135705"|"140503376"
"Silt loam"||"138135706"|"140502884"
"Silt loam"||"138135707"|"140502888"
"Silty clay loam"||"138135708"|"140503031"
"Silty clay loam"||"138135709"|"140503720"
"Silt loam"||"138135710"|"140504041"
"Silt loam"||"138135711"|"140503721"
"Silt"||"138135712"|"140503857"
"Silt loam"||"138135713"|"140503858"
"Silt loam"||"138135714"|"140504040"
"Silt loam"||"138135715"|"140503572"
"Silty clay"||"138135716"|"140503995"
"Clay"||"138135717"|"140503674"
"Silty clay"||"138135718"|"140503809"
"Clay"||"138135719"|"140503810"
"Silty clay loam"||"138135720"|"140503811"
"Clay"||"138135721"|"140503812"
"Silty clay"||"138135722"|"140503675"
"Silty clay loam"||"138135723"|"140503996"
"Silty clay loam"||"138135724"|"140503673"
"Silty clay loam"||"138135725"|"140503676"
"Clay"||"138135726"|"140503677"
"Silty clay"||"138135727"|"140503525"
"Silty clay loam"||"138135728"|"140503526"
"Clay"||"138135729"|"140503997"
"Silt loam"||"138135730"|"140503309"
"Silty clay loam"||"138135731"|"140503571"
"Silt loam"||"138135732"|"140502795"
"Silty clay loam"||"138135733"|"140503016"
"Silty clay"||"138135733"|"140503015"
"Silt loam"||"138135734"|"140503388"
"Silty clay loam"||"138135735"|"140503185"
"Silt loam"||"138135736"|"140503186"
"Silty clay loam"||"138135737"|"140503188"
"Silty clay"||"138135737"|"140503187"
"Silty clay loam"||"138135738"|"140503998"
"Clay"||"138135739"|"140503527"
"Silty clay"||"138135740"|"140503528"
"Silty clay loam"||"138135741"|"140503529"
"Clay"||"138135742"|"140503678"
"Fine sandy loam"||"138135743"|"140502925"
"Loam"||"138135744"|"140503432"
"Sandy loam"||"138135745"|"140503065"
"Fine sand"||"138135746"|"140503413"
"Loamy fine sand"||"138135747"|"140503066"
"Sand"||"138135748"|"140503414"
"Loam"||"138135749"|"140503064"
"Fine sandy loam"||"138135750"|"140503412"
"Fine sandy loam"||"138135751"|"140503411"
"Sandy clay loam"||"138135752"|"140502922"
"Clay loam"||"138135753"|"140502923"
"Loam"||"138135754"|"140502924"
"Fine sandy loam"||"138135755"|"140503149"
"Loam"||"138135756"|"140503150"
"Clay loam"||"138135757"|"140503338"
"Sandy clay loam"||"138135758"|"140502991"
"Loam"||"138135759"|"140503339"
"Very fine sandy loam"||"138135760"|"140502992"
"Sandy loam"||"138135761"|"140502830"
"Fine sandy loam"||"138135762"|"140502831"
"Loamy fine sand"||"138135763"|"140502832"
"Loamy sand"||"138135764"|"140502833"
"Fine sand"||"138135765"|"140502993"
"Sandy clay loam"||"138135766"|"140503763"
"Sandy loam"||"138135767"|"140504083"
"Sandy clay loam"||"138135768"|"140504118"
"Loam"||"138135769"|"140504119"
"Sandy clay loam"||"138135770"|"140504120"
"Sandy loam"||"138135771"|"140504121"
"Loam"||"138135772"|"140504084"
"Clay loam"||"138135773"|"140503764"
"Coarse sand"||"138135774"|"140504085"
"Clay"||"138135774"|"140504086"
"Loam"||"138135775"|"140502868"
"Fine sandy loam"||"138135776"|"140503115"
"Fine sandy loam"||"138135777"|"140503891"
"Sandy clay loam"||"138135778"|"140503022"
"Clay loam"||"138135779"|"140503116"
"Loam"||"138135780"|"140503117"
"Very fine sandy loam"||"138135781"|"140504075"
"Fine sandy loam"||"138135782"|"140503118"
"Fine sand"||"138135783"|"140503296"
"Loamy fine sand"||"138135784"|"140502956"
"Sand"||"138135785"|"140502782"
"Fine sandy loam"||"138135786"|"140502867"
"Clay"||"138135787"|"140503555"
"Clay"||"138135788"|"140503556"
"Silty clay"||"138135789"|"140503557"
"Silty clay loam"||"138135790"|"140504024"
"Clay loam"||"138135791"|"140503706"
"Clay loam"||"138135792"|"140504025"
"Clay"||"138135793"|"140503707"
"Silty clay"||"138135794"|"140503840"
"Silty clay loam"||"138135795"|"140503841"
"Loamy fine sand"||"138135796"|"140503765"
"Sandy loam"||"138135797"|"140503901"
"Fine sandy loam"||"138135798"|"140503902"
"Loamy fine sand"||"138135799"|"140503903"
"Sandy loam"||"138135800"|"140503904"
"Loamy fine sand"||"138135801"|"140503766"
"Sandy clay loam"||"138135802"|"140504087"
"Loam"||"138135803"|"140503767"
"Fine sandy loam"||"138135804"|"140504088"
"Fine sand"||"138135805"|"140504122"
"Loamy sand"||"138135806"|"140504123"
"Fine sandy loam"||"138135807"|"140504124"
"Silt loam"||"138135808"|"140503009"
"Silty clay loam"||"138135809"|"140503357"
"Loamy fine sand"||"138135810"|"140502857"
"Coarse sand"||"138135811"|"140502858"
"Fine sand"||"138135812"|"140503011"
"Loamy sand"||"138135813"|"140503358"
"Coarse sandy loam"||"138135814"|"140503010"
"Loam"||"138135815"|"140502855"
"Fine sandy loam"||"138135816"|"140502856"
"Silt loam"||"138135817"|"140503161"
"Silt loam"||"138135818"|"140503356"
"Loamy fine sand"||"138135819"|"140503160"
"Coarse sand"||"138135820"|"140503297"
"Fine sand"||"138135821"|"140502957"
"Loamy sand"||"138135822"|"140503119"
