||"Tread"||"36361358"|"14055742"
||"Tread"||"36361515"|"14055910"
||"Tread"||"36361702"|"14055925"
||"Tread"||"36361589"|"14055783"
||"Tread"||"36361093"|"14055870"
||"Tread"||"36361525"|"14055957"
||"Tread"||"36361325"|"14055727"
|"Crest"|||"36361082"|"14055640"
|"Base Slope"|||"36361577"|"14055939"
|"Interfluve"|||"36361125"|"14055667"
||"Tread"||"36361473"|"14055878"
||"Tread"||"36361317"|"14055723"
||"Tread"||"36361462"|"14055937"
|||"Dip"|"36361277"|"14055703"
|"Crest"|||"36361726"|"14055914"
||"Tread"||"36361380"|"14055753"
||"Tread"||"36361599"|"14055788"
||"Tread"||"36361343"|"14055736"
||"Tread"||"36361351"|"14055740"
||"Tread"||"36361620"|"14055801"
||"Tread"||"36361273"|"14055701"
||"Tread"||"36361748"|"14055967"
||"Tread"||"36361103"|"14055841"
||"Tread"||"36361321"|"14055725"
||"Tread"||"36361609"|"14055794"
||"Tread"||"36361104"|"14055842"
|"Interfluve"|||"36361724"|"14055913"
||"Tread"||"36361557"|"14055950"
||"Tread"||"36361691"|"14055921"
||"Tread"||"36361177"|"14055838"
||"Tread"||"36361505"|"14055905"
|||"Rise"|"36361746"|"14055966"
||"Tread"||"36361299"|"14055714"
|"Crest"|||"36361129"|"14055669"
|"Crest"|||"36361768"|"14055977"
||"Tread"||"36361494"|"14055899"
|||"Dip"|"36361737"|"14055889"
||"Tread"||"36361406"|"14055763"
||"Tread"||"36361483"|"14055883"
||"Tread"||"36361066"|"14055656"
|||"Talf"|"36361262"|"14055865"
||"Tread"||"36361092"|"14055643"
||"Tread"||"36361354"|"14055834"
|"Interfluve"|||"36361229"|"14055697"
||"Tread"||"36361745"|"14055965"
|"Base Slope"|||"36361556"|"14055951"
||"Tread"||"36361313"|"14055721"
||"Tread"||"36361155"|"14055677"
|"Base Slope"|||"36361453"|"14055846"
||"Tread"||"36361366"|"14055746"
||"Tread"||"36361652"|"14055818"
||"Tread"||"36361503"|"14055904"
||"Tread"||"36361619"|"14055800"
|||"Talf"|"36361735"|"14055895"
||"Tread"||"36361704"|"14055926"
|"Interfluve"|||"36361756"|"14055971"
|"Side Slope"|||"36361766"|"14055976"
|||"Dip"|"36361376"|"14055751"
|||"Talf"|"36361144"|"14055833"
||"Tread"||"36361662"|"14055823"
|||"Talf"|"36361628"|"14055805"
||"Tread"||"36361074"|"14055857"
|"Base Slope"|||"36361558"|"14055949"
||"Tread"||"36361682"|"14055917"
||"Tread"||"36361281"|"14055705"
