"p"|"68558341"|"28827481"
"g"|"68557907"|"28827740"
"p"|"68558323"|"28827486"
"p"|"68557632"|"28827216"
"t"|"68558139"|"28827377"
"g"|"68557539"|"28827981"
"p"|"68557580"|"28827836"
"g"|"68557885"|"28827630"
"t"|"68557885"|"28827631"
"g"|"68557502"|"28826969"
"t"|"68557502"|"28826970"
"g"|"68557770"|"28828032"
"t"|"68557770"|"28828033"
"t"|"68558242"|"28826886"
"t"|"68558001"|"28828072"
"x"|"68558001"|"28828071"
"p"|"68557528"|"28827960"
"g"|"68557643"|"28828053"
"t"|"68557758"|"28827712"
"t"|"68558138"|"28827060"
"x"|"68558138"|"28827061"
"g"|"68557369"|"28828067"
"t"|"68557369"|"28828068"
"g"|"68557366"|"28827654"
"t"|"68557366"|"28827655"
"t"|"68557395"|"28827384"
"g"|"68558345"|"28826973"
"t"|"68558345"|"28826974"
"g"|"68557403"|"28827609"
"t"|"68557403"|"28827610"
"g"|"68557274"|"28827875"
"n"|"68557274"|"28827874"
"t"|"68557274"|"28827876"
"g"|"68557833"|"28827970"
"p"|"68557332"|"28827945"
"p"|"68558160"|"28827077"
"g"|"68557769"|"28827613"
"t"|"68557769"|"28827614"
"g"|"68557491"|"28827504"
"t"|"68557491"|"28827505"
"g"|"68558065"|"28827128"
"p"|"68557377"|"28827186"
"w"|"68557406"|"28827056"
"p"|"68557820"|"28827533"
"g"|"68557590"|"28827097"
"t"|"68557590"|"28827098"
"t"|"68557979"|"28827403"
"b"|"68557844"|"28827557"
"t"|"68557844"|"28827558"
"p"|"68558091"|"28827291"
"p"|"68558297"|"28827411"
"t"|"68557321"|"28827223"
"p"|"68558245"|"28827743"
"t"|"68557759"|"28827993"
"p"|"68557809"|"28827001"
"t"|"68557999"|"28828070"
"p"|"68557896"|"28827881"
"w"|"68557780"|"28826991"
"p"|"68558086"|"28827716"
"t"|"68557747"|"28827714"
"x"|"68557747"|"28827713"
"g"|"68558039"|"28827336"
"t"|"68558039"|"28827661"
"g"|"68558112"|"28827854"
"t"|"68558112"|"28827853"
"p"|"68557561"|"28827115"
