"smectitic"|"21692729"|"17072321"
"siliceous"|"21692730"|"17072322"
"smectitic"|"21692310"|"17071922"
"smectitic"|"21692313"|"17071923"
"smectitic"|"21692543"|"17071874"
"smectitic"|"21692544"|"17071875"
"mixed"|"21692099"|"17071785"
"smectitic"|"21692514"|"17071888"
"siliceous"|"21692515"|"17071889"
"smectitic"|"21692519"|"17071890"
"siliceous"|"21692521"|"17071891"
"mixed"|"21692171"|"17072048"
"smectitic"|"21692172"|"17072047"
"mixed"|"21692547"|"17071945"
"mixed"|"21692548"|"17071946"
"smectitic"|"21692549"|"17071948"
"mixed"|"21692550"|"17071947"
"smectitic"|"21692551"|"17071936"
"smectitic"|"21692552"|"17071934"
"smectitic"|"21692554"|"17071935"
"mixed"|"21692567"|"17072266"
"mixed"|"21692568"|"17072264"
"mixed"|"21692569"|"17072265"
"smectitic"|"21692101"|"17071786"
"smectitic"|"21692102"|"17071794"
"smectitic"|"21692103"|"17071795"
"mixed"|"21692104"|"17072040"
"smectitic"|"21692105"|"17071797"
"mixed"|"21692106"|"17071793"
"smectitic"|"21692107"|"17071796"
"mixed"|"21692530"|"17071893"
"montmorillonitic"|"21691928"|"17071677"
"montmorillonitic"|"21691929"|"17071678"
"smectitic"|"21692258"|"17072133"
"mixed"|"21692259"|"17072134"
"montmorillonitic"|"21691931"|"17071679"
"siliceous"|"21692378"|"17071894"
"smectitic"|"21692512"|"17072046"
"smectitic"|"21692094"|"17071784"
"smectitic"|"21692731"|"17072324"
"smectitic"|"21692735"|"17072323"
"mixed"|"21691933"|"17071680"
"montmorillonitic"|"21691937"|"17071700"
"mixed"|"21691938"|"17071681"
"montmorillonitic"|"21691939"|"17071699"
"montmorillonitic"|"21691940"|"17071682"
"montmorillonitic"|"21691941"|"17071696"
"mixed"|"21691942"|"17071697"
"mixed"|"21691943"|"17071683"
"mixed"|"21692533"|"17071892"
"mixed"|"21692250"|"17072122"
"mixed"|"21692251"|"17072261"
"mixed"|"21692252"|"17072123"
"mixed"|"21692253"|"17072262"
"mixed"|"21692561"|"17072257"
"mixed"|"21692562"|"17072258"
"mixed"|"21692563"|"17072256"
"smectitic"|"21692605"|"17072001"
"smectitic"|"21692606"|"17072002"
"mixed"|"21692577"|"17071931"
"smectitic"|"21692578"|"17071932"
"mixed"|"21692583"|"17071933"
"mixed"|"21692572"|"17072268"
"mixed"|"21692573"|"17072270"
"smectitic"|"21692575"|"17072269"
"smectitic"|"21692373"|"17072000"
"smectitic"|"21692376"|"17071999"
"mixed"|"21691945"|"17071701"
"montmorillonitic"|"21691948"|"17071684"
"smectitic"|"21692108"|"17071787"
"mixed"|"21692589"|"17071938"
"smectitic"|"21692590"|"17071940"
"mixed"|"21692591"|"17071939"
"smectitic"|"21692592"|"17071937"
"mixed"|"21691916"|"17071675"
"mixed (calcareous)"|"21691917"|"17071698"
"smectitic"|"21692593"|"17072004"
"smectitic"|"21692594"|"17072005"
"mixed"|"21692595"|"17072006"
"mixed"|"21692596"|"17072003"
"mixed"|"21692597"|"17072042"
"smectitic"|"21692246"|"17072121"
"mixed"|"21692585"|"17071941"
"mixed"|"21692586"|"17071942"
"smectitic"|"21692587"|"17071944"
"smectitic"|"21692588"|"17071943"
"mixed"|"21692111"|"17071788"
"smectitic"|"21692112"|"17071919"
"smectitic"|"21692113"|"17071790"
"smectitic"|"21692114"|"17071791"
"smectitic"|"21692115"|"17071792"
"smectitic"|"21692116"|"17071789"
"mixed"|"21692117"|"17072041"
"mixed"|"21692254"|"17072132"
"mixed"|"21692570"|"17072267"
"smectitic"|"21692598"|"17072039"
"smectitic"|"21692540"|"17071872"
"siliceous"|"21692541"|"17071873"
"smectitic"|"21692523"|"17071898"
"siliceous"|"21692526"|"17071900"
"smectitic"|"21692527"|"17071899"
"montmorillonitic"|"21691921"|"17071676"
"mixed"|"21692564"|"17072259"
"mixed"|"21692565"|"17072260"
"mixed"|"21692566"|"17072263"
