"2"|"21261972"|"4774321"
"2"|"21261977"|"4774344"
"2"|"21261979"|"4774296"
"2"|"21261982"|"4774350"
"2"|"21261983"|"4774351"
"2"|"21261984"|"4774300"
"2"|"21261985"|"4774334"
"2"|"21261986"|"4774333"
"2"|"21261989"|"4774330"
"2"|"21261993"|"4774323"
"2"|"21261995"|"4774339"
"2"|"21261999"|"4774325"
"4"|"21262001"|"4774324"
"2"|"21262002"|"4774347"
"2"|"21262003"|"4774343"
"4"|"21262004"|"4774342"
"4"|"21262005"|"4774341"
"4"|"21262006"|"4774297"
"2"|"21262007"|"4774338"
"2"|"21262008"|"4774298"
"2"|"21262009"|"4774353"
"2"|"21262010"|"4774303"
"2"|"21262011"|"4774302"
"2"|"21262012"|"4774305"
"2"|"21262013"|"4774356"
"2"|"21262014"|"4774357"
"2"|"21262015"|"4774308"
"2"|"21262016"|"4774365"
"2"|"21262017"|"4774310"
"2"|"21262018"|"4774361"
"2"|"21262019"|"4774311"
"2"|"21262020"|"4774358"
"2"|"21262021"|"4774359"
"2"|"21262022"|"4774360"
"2"|"21262024"|"4774322"
"2"|"21262025"|"4774320"
"2"|"21262028"|"4774345"
"2"|"21262029"|"4774346"
"2"|"21262032"|"4774348"
"4"|"21262033"|"4774349"
"2"|"21262034"|"4774329"
"2"|"21262035"|"4774331"
"2"|"21262036"|"4774312"
"4"|"21262038"|"4774261"
"4"|"21262039"|"4774263"
"4"|"21262040"|"4774262"
"4"|"21262041"|"4774264"
"2"|"21262042"|"4774369"
"2"|"21262043"|"4774367"
"2"|"21262045"|"4774336"
"2"|"21262046"|"4774335"
"2"|"21262047"|"4774307"
"2"|"21262049"|"4774314"
"2"|"21262050"|"4774340"
"2"|"21262051"|"4774319"
"2"|"21262052"|"4774316"
"4"|"21262055"|"4774270"
"4"|"21262056"|"4774271"
"4"|"21262057"|"4774272"
"4"|"21262058"|"4774274"
"2"|"21262059"|"4774326"
"2"|"21262060"|"4774327"
"2"|"21262062"|"4774328"
"2"|"21262064"|"4774299"
"2"|"21262065"|"4774301"
"2"|"21262066"|"4774352"
"2"|"21262067"|"4774370"
"2"|"21262069"|"4774380"
"2"|"21262070"|"4774382"
"2"|"21262071"|"4774381"
"2"|"21262075"|"4774393"
"2"|"21262076"|"4774366"
"2"|"21262082"|"4774337"
"4"|"21262084"|"4774259"
"2"|"21262085"|"4774354"
"2"|"21262086"|"4774355"
"2"|"21262087"|"4774304"
"2"|"21262088"|"4774306"
"2"|"21262089"|"4774362"
"2"|"21262090"|"4774364"
"2"|"21262091"|"4774363"
"2"|"21262092"|"4774309"
"4"|"21262093"|"4774273"
"2"|"21262095"|"4774317"
"3"|"21262095"|"4774318"
"2"|"21262097"|"4774376"
"2"|"21262100"|"4774378"
"4"|"21262101"|"4774260"
"4"|"21262102"|"4774278"
"4"|"21262103"|"4774279"
"4"|"21262104"|"4774280"
"4"|"21262105"|"4774281"
"4"|"21262106"|"4774282"
"4"|"21262107"|"4774283"
"4"|"21262108"|"4774284"
"2"|"21262109"|"4774332"
"2"|"21262110"|"4774313"
"4"|"21262111"|"4774315"
"4"|"21262113"|"4774256"
"4"|"21262114"|"4774257"
"4"|"21262115"|"4774258"
"4"|"21262116"|"4774265"
"2"|"21262118"|"4774377"
"2"|"21262122"|"4774379"
"2"|"21262123"|"4774392"
"2"|"21262124"|"4774391"
"2"|"21262125"|"4774390"
"2"|"21262126"|"4774292"
"2"|"21262127"|"4774291"
"2"|"21262128"|"4774290"
"2"|"21262129"|"4774250"
"2"|"21262130"|"4774251"
"4"|"21262131"|"4774285"
"4"|"21262132"|"4774286"
"4"|"21262133"|"4774287"
"4"|"21262134"|"4774288"
"2"|"21262136"|"4774371"
"2"|"21262137"|"4774372"
"4"|"21262138"|"4774373"
"4"|"21262139"|"4774266"
"4"|"21262140"|"4774267"
"4"|"21262141"|"4774268"
"4"|"21262142"|"4774269"
"4"|"21262143"|"4774276"
"4"|"21262144"|"4774277"
"4"|"21262145"|"4774275"
"2"|"21262147"|"4774385"
"2"|"21262148"|"4774384"
"2"|"21262150"|"4774386"
"2"|"21262151"|"4774388"
"2"|"21262152"|"4774387"
"2"|"21262154"|"4774293"
"2"|"21262155"|"4774289"
"2"|"21262159"|"4774375"
"4"|"21262160"|"4774374"
"2"|"21262161"|"4774383"
"2"|"21262163"|"4774294"
"2"|"21262164"|"4774295"
"2"|"21262165"|"4774255"
"2"|"21262167"|"4774368"
"2"|"21262168"|"4774389"
"2"|"21262170"|"4774254"
"2"|"21262171"|"4774253"
"2"|"21262172"|"4774252"
