|||"Dip"|"32878660"|"12559839"
||"Tread"||"32878879"|"12559904"
||"Tread"||"32878712"|"12559861"
||"Tread"||"32878910"|"12559919"
||"Tread"||"32878527"|"12559804"
||"Tread"||"32878923"|"12559927"
||"Tread"||"32878754"|"12559879"
||"Tread"||"32878509"|"12559947"
||"Tread"||"32878722"|"12559866"
||"Tread"||"32878634"|"12559834"
||"Tread"||"32878965"|"12559995"
||"Tread"||"32878952"|"12559988"
||"Tread"||"32878912"|"12559920"
||"Tread"||"32878612"|"12559832"
||"Tread"||"32878627"|"12559812"
|||"Dip"|"32878680"|"12559849"
||"Tread"||"32878553"|"12559979"
||"Tread"||"32878921"|"12559926"
||"Tread"||"32878690"|"12559854"
||"Tread"||"32878516"|"12559972"
||"Tread"||"32878932"|"12559931"
||"Tread"||"32878653"|"12559951"
||"Riser"||"32878520"|"12559802"
||"Tread"||"32878605"|"12559831"
|||"Dip"|"32878724"|"12559867"
|||"Dip"|"32878816"|"12559943"
||"Tread"||"32878953"|"12559989"
||"Tread"||"32878557"|"12559964"
||"Tread"||"32878700"|"12559949"
||"Tread"||"32878572"|"12559965"
||"Tread"||"32878531"|"12559962"
||"Tread"||"32878849"|"12559888"
||"Tread"||"32878692"|"12559855"
||"Tread"||"32878619"|"12559973"
||"Tread"||"32878630"|"12559948"
|||"Dip"|"32878656"|"12559837"
||"Tread"||"32878668"|"12559843"
||"Tread"||"32878583"|"12559953"
||"Tread"||"32878742"|"12559876"
||||"32878973"|"12559983"
|||"Rise"|"32878974"|"12559998"
||"Tread"||"32878646"|"12559815"
||"Tread"||"32878858"|"12559893"
||"Tread"||"32878871"|"12559900"
||"Tread"||"32878744"|"12559877"
||"Tread"||"32878847"|"12559887"
||"Tread"||"32878720"|"12559865"
||"Tread"||"32878963"|"12559994"
||"Tread"||"32878860"|"12559894"
||"Tread"||"32878891"|"12559908"
||"Tread"||"32878829"|"12559971"
||"Tread"||"32878902"|"12559914"
||"Tread"||"32878688"|"12559853"
||"Tread"||"32878894"|"12559909"
||"Tread"||"32878635"|"12559969"
||"Tread"||"32878569"|"12559821"
||"Tread"||"32878622"|"12559974"
||"Tread"||"32878530"|"12559961"
|||"Dip"|"32878942"|"12559937"
||"Tread"||"32878611"|"12559958"
||"Tread"||"32878714"|"12559862"
|||"Dip"|"32878946"|"12559985"
