"Mollic epipedon"|0|0|0|13|18|25|13|18|25|"21856229"|"12179142"
"Cambic horizon"|13|18|25|90|140|160|77|122|135|"21856229"|"12179143"
"Slickensides"|13|18|25|90|140|160|77|122|135|"21856229"|"12179144"
"Mollic epipedon"|0|0|0|13|18|25|13|18|25|"21856240"|"12179150"
"Cambic horizon"|13|18|25|90|140|160|77|122|135|"21856240"|"12179151"
"Slickensides"|13|18|25|90|140|160|77|122|135|"21856240"|"12179152"
"Ochric epipedon"||0|||18|||18||"21856262"|"12179156"
"Albic horizon"||18|||36|||18||"21856262"|"12179157"
"Argillic horizon"||36|||92|||56||"21856262"|"12179158"
"Ochric epipedon"|0|0|0|10|15|25|10|15|25|"21856203"|"12179133"
"Cambic horizon"|10|15|25|190|203|203|120|127|130|"21856203"|"12179134"
"Slickensides"|10|15|25|190|203|203|120|127|130|"21856203"|"12179135"
"Argillic horizon"||43|||61|||18||"21856204"|"12179136"
"Ochric epipedon"|0|0|0|10|15|25|10|15|25|"21856233"|"12179145"
"Cambic horizon"|10|15|25|190|203|203|120|127|130|"21856233"|"12179146"
"Slickensides"|10|15|25|190|203|203|120|127|130|"21856233"|"12179147"
"Ochric epipedon"|0|0|0|10|15|25|10|15|25|"21856208"|"12179137"
"Cambic horizon"|10|15|25|190|203|203|165|188|193|"21856208"|"12179138"
"Slickensides"|10|15|25|190|203|203|165|188|193|"21856208"|"12179139"
"Ochric epipedon"|0|0|0|8|10|20|8|10|20|"21856211"|"12179140"
"Cambic horizon"|8|10|20|120|127|180|100|117|160|"21856211"|"12179141"
"Ochric epipedon"|0|0|0|8|10|20|8|10|20|"21856234"|"12179148"
"Cambic horizon"|8|10|20|120|127|180|100|117|160|"21856234"|"12179149"
"Ochric epipedon"||0|||10|||10||"21856181"|"12179125"
"Ochric epipedon"||0|||18|||18||"21856182"|"12179126"
"Argillic horizon"||18|||84|||66||"21856182"|"12179127"
"Ochric epipedon"|0|0|0|15|25|30|10|25|30|"21856183"|"12179128"
"Argillic horizon"|15|94|120|20|94|120|60|70|90|"21856183"|"12179129"
"Ochric epipedon"||0|||18|||18||"21856184"|"12179130"
"Argillic horizon"||18|||84|||66||"21856184"|"12179131"
"Ochric epipedon"||0|||10|||10||"21856185"|"12179132"
"Ochric epipedon"|0|0|0|10|13|30|0|13|30|"21856255"|"12179153"
"Cambic horizon"|10|13|30|65|71|91|55|58|81|"21856255"|"12179154"
"Slickensides"|65|71|91|200|203|203|132|135|138|"21856255"|"12179155"
