"Very firm"|||||||Yes|"64451997"|"7398070"
"Friable"|||||||Yes|"64451971"|"7398071"
"Friable"|||||||Yes|"64451972"|"7398072"
"Friable"|||||||Yes|"64451994"|"7398067"
"Firm"|||||||Yes|"64451974"|"7398074"
"Firm"|||||||Yes|"64451995"|"7398068"
"Very firm"|||||||Yes|"64451996"|"7398069"
"Friable"|||||||Yes|"64451973"|"7398073"
