|||"Talf"|"33946234"|"12986057"
|||"Rise"|"33946144"|"12986048"
||"Tread"||"33946151"|"12986051"
||"Tread"||"33946133"|"12986046"
||"Tread"||"33946059"|"12986037"
|||"Dip"|"33946235"|"12986058"
|||"Dip"|"33946159"|"12986054"
|||"Talf"|"33946126"|"12986044"
|||"Rise"|"33946158"|"12986053"
||"Tread"||"33946167"|"12986055"
||"Tread"||"33946095"|"12986043"
|||"Rise"|"33946143"|"12986047"
|||"Dip"|"33946060"|"12986038"
|||"Rise"|"33946145"|"12986049"
|||"Dip"|"33946057"|"12986036"
||"Tread"||"33946131"|"12986045"
|||"Talf"|"33946146"|"12986050"
|||"Talf"|"33946153"|"12986052"
|||"Talf"|"33946078"|"12986041"
||"Tread"||"33946088"|"12986042"
||"Tread"||"33946066"|"12986039"
|||"Rise"|"33946056"|"12986035"
||"Tread"||"33946077"|"12986040"
||"Tread"||"33946177"|"12986056"
